station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND
3.2, 3.2, 0.0, 2016-01-05 00:00:00, 0.0
9.8, 9.8, 0.0, 2016-01-11 00:00:00, None
14.6, 14.6, 0.0, 2016-01-12 00:00:00, 0.0
3.2, 3.2, 0.0, 2016-01-16 00:00:00, 0.0
4.4, 4.4, 0.0, 2016-01-17 00:00:00, 0.0
12.8, 12.8, 0.0, 2016-01-21 00:00:00, 0.0
6.6, 6.6, 0.0, 2016-01-26 00:00:00, 0.0
18.8, 18.8, 0.0, 2016-01-27 00:00:00, 0.0
10.6, 10.6, 0.0, 2016-01-29 00:00:00, 0.0
5.0, 5.0, 0.0, 2016-02-03 00:00:00, None
8.4, 8.4, 0.0, 2016-02-05 00:00:00, None
4.0, 4.0, 0.0, 2016-02-10 00:00:00, 0.0
20.2, 20.2, 0.0, 2016-02-11 00:00:00, 0.0
6.6, 6.6, 0.0, 2016-02-12 00:00:00, 0.0
8.8, 8.8, 0.0, 2016-02-13 00:00:00, 0.0
18.6, 18.6, 0.0, 2016-02-14 00:00:00, 0.0
33.6, 33.6, 0.0, 2016-02-15 00:00:00, 0.0
11.8, 11.8, 0.0, 2016-02-17 00:00:00, 0.0
3.0, 3.0, 0.0, 2016-02-18 00:00:00, 0.0
1.2, 1.2, 0.0, 2016-02-19 00:00:00, 0.0
2.2, 2.2, 0.0, 2016-02-21 00:00:00, None
4.4, 4.4, 0.0, 2016-02-28 00:00:00, 0.0
9.0, 9.0, 0.0, 2016-03-01 00:00:00, 0.0
12.6, 12.6, 0.0, 2016-03-06 00:00:00, None
3.6, 3.6, 0.0, 2016-03-20 00:00:00, None
2.2, 2.2, 0.0, 2016-03-21 00:00:00, 0.0
2.0, 2.0, 0.0, 2016-03-22 00:00:00, 0.0
6.8, 6.8, 0.0, 2016-03-23 00:00:00, 0.0
9.8, 9.8, 0.0, 2016-03-27 00:00:00, 0.0
4.4, 4.4, 0.0, 2016-04-12 00:00:00, 0.0
5.0, 5.0, 0.0, 2016-06-14 00:00:00, 0.0
0.8, 0.8, 0.0, 2016-07-07 00:00:00, None
10.4, 10.4, 0.0, 2016-09-01 00:00:00, None
1.6, 1.6, 0.0, 2016-10-01 00:00:00, None
8.0, 8.0, 0.0, 2016-10-06 00:00:00, None
18.0, 18.0, 0.0, 2016-10-08 00:00:00, 0.0
30.8, 30.8, 0.0, 2016-10-13 00:00:00, 0.0
23.0, 23.0, 0.0, 2016-10-14 00:00:00, 0.0
11.0, 11.0, 0.0, 2016-10-15 00:00:00, 0.0
3.0, 3.0, 0.0, 2016-10-16 00:00:00, 0.0
3.4, 3.4, 0.0, 2016-10-17 00:00:00, 0.0
10.8, 10.8, 0.0, 2016-10-21 00:00:00, None
12.4, 12.4, 0.0, 2016-10-26 00:00:00, 0.0
7.4, 7.4, 0.0, 2016-10-27 00:00:00, 0.0
4.8, 4.8, 0.0, 2016-11-02 00:00:00, 0.0
1.4, 1.4, 0.0, 2016-11-05 00:00:00, 0.0
10.4, 10.4, 0.0, 2016-11-13 00:00:00, 0.0
1.8, 1.8, 0.0, 2016-11-15 00:00:00, 0.0
10.4, 10.4, 0.0, 2016-11-16 00:00:00, 0.0
1.0, 1.0, 0.0, 2016-11-20 00:00:00, 0.0
15.4, 15.4, 0.0, 2016-11-22 00:00:00, 0.0
4.2, 4.2, 0.0, 2016-11-23 00:00:00, 0.0
12.4, 12.4, 0.0, 2016-11-24 00:00:00, 0.0
2.0, 2.0, 0.0, 2016-11-26 00:00:00, 0.0
2.2, 2.2, 0.0, 2016-12-01 00:00:00, None
3.4, 3.4, 0.0, 2016-12-03 00:00:00, None
33.0, 30.0, 3.0, 2016-12-11 00:00:00, None
13.4, 13.4, 0.0, 2016-12-23 00:00:00, None
13.0, 13.0, 0.0, 2016-12-26 00:00:00, None
6.6, 6.6, 0.0, 2016-12-28 00:00:00, None
4.0, 3.0, 1.0, 2016-12-31 00:00:00, None
