pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, None,3.749,91.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2.0, None, None, None, None, None,2016-07-15 00:00:00, None, None, None, None,29
None, None,3.282,95.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 3.0, None, None, None, None, None,2016-07-15 01:00:00, None, None, None, None,29
None, None,3.541,93.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 3.0, None, None, None, None, None,2016-07-15 02:00:00, None, None, None, None,29
None, None,3.429,89.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2.0, None, None, None, None, None,2016-07-15 03:00:00, None, None, None, None,29
None, None,3.571,95.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 3.0, None, None, None, None, None,2016-07-15 04:00:00, None, None, None, None,29
None, None,3.78,96.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 3.0, None, None, None, None, None,2016-07-15 05:00:00, None, None, None, None,29
None, None,3.999,97.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 4.0, None, None, None, None, None,2016-07-15 06:00:00, None, None, None, None,29
None, None,4.371,97.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 4.0, None, None, None, None, None,2016-07-15 07:00:00, None, None, None, None,29
None, None,5.248,97.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 5.0, None, None, None, None, None,2016-07-15 08:00:00, None, None, None, None,29
None, None,6.933,90.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 5.0, None, None, None, None, None,2016-07-15 09:00:00, None, None, None, None,29
None, None,7.67,77.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 4.0, None, None, None, None, None,2016-07-15 10:00:00, None, None, None, None,29
None, None,7.95,74.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 4.0, None, None, None, None, None,2016-07-15 11:00:00, None, None, None, None,29
None, None,8.85,72.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 4.0, None, None, None, None, None,2016-07-15 12:00:00, None, None, None, None,29
None, None,8.46,79.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 5.0, None, None, None, None, None,2016-07-15 13:00:00, None, None, None, None,29
None, None,8.23,83.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 6.0, None, None, None, None, None,2016-07-15 14:00:00, None, None, None, None,29
None, None,9.48,82.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 7.0, None, None, None, None, None,2016-07-15 15:00:00, None, None, None, None,29
None, None,10.42,77.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 7.0, None, None, None, None, None,2016-07-15 16:00:00, None, None, None, None,29
None, None,9.69,79.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 6.0, None, None, None, None, None,2016-07-15 17:00:00, None, None, None, None,29
None, None,9.11,91.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 8.0, None, None, None, None, None,2016-07-15 18:00:00, None, None, None, None,29
None, None,9.58,88.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 8.0, None, None, None, None, None,2016-07-15 19:00:00, None, None, None, None,29
None, None,10.04,71.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 5.0, None, None, None, None, None,2016-07-15 20:00:00, None, None, None, None,29
None, None,8.46,90.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 7.0, None, None, None, None, None,2016-07-15 21:00:00, None, None, None, None,29
None, None,7.77,97.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 7.0, None, None, None, None, None,2016-07-15 22:00:00, None, None, None, None,29
None, None,6.71,97.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 6.0, None, None, None, None, None,2016-07-15 23:00:00, None, None, None, None,29
None, None,6.235,99.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 6.0, None, None, None, None, None,2016-07-16 00:00:00, None, None, None, None,29
None, None,5.831,99.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 6.0, None, None, None, None, None,2016-07-16 01:00:00, None, None, None, None,29
None, None,5.801,98.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 6.0, None, None, None, None, None,2016-07-16 02:00:00, None, None, None, None,29
None, None,5.742,99.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 6.0, None, None, None, None, None,2016-07-16 03:00:00, None, None, None, None,29
None, None,5.761,100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 6.0, None, None, None, None, None,2016-07-16 04:00:00, None, None, None, None,29
None, None,5.618,100.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 6.0, None, None, None, None, None,2016-07-16 05:00:00, None, None, None, None,29
None, None,5.56,100.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 6.0, None, None, None, None, None,2016-07-16 06:00:00, None, None, None, None,29
None, None,6.01,100.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 6.0, None, None, None, None, None,2016-07-16 07:00:00, None, None, None, None,29
None, None,6.893,100.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 7.0, None, None, None, None, None,2016-07-16 08:00:00, None, None, None, None,29
None, None,7.98,100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 8.0, None, None, None, None, None,2016-07-16 09:00:00, None, None, None, None,29
None, None,9.28,97.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 9.0, None, None, None, None, None,2016-07-16 10:00:00, None, None, None, None,29
None, None,9.91,92.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 9.0, None, None, None, None, None,2016-07-16 11:00:00, None, None, None, None,29
None, None,12.04,83.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 9.0, None, None, None, None, None,2016-07-16 12:00:00, None, None, None, None,29
None, None,14.09,60.97, None, None, None, None, None, None, None, None, None, None, None, None, None, 7.0, None, None, None, None, None,2016-07-16 13:00:00, None, None, None, None,29
None, None,12.36,73.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 8.0, None, None, None, None, None,2016-07-16 14:00:00, None, None, None, None,29
None, None,12.4,78.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 9.0, None, None, None, None, None,2016-07-16 15:00:00, None, None, None, None,29
None, None,14.09,60.55, None, None, None, None, None, None, None, None, None, None, None, None, None, 7.0, None, None, None, None, None,2016-07-16 16:00:00, None, None, None, None,29
None, None,12.22,74.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 8.0, None, None, None, None, None,2016-07-16 17:00:00, None, None, None, None,29
None, None,10.82,81.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 8.0, None, None, None, None, None,2016-07-16 18:00:00, None, None, None, None,29
None, None,12.82,64.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 6.0, None, None, None, None, None,2016-07-16 19:00:00, None, None, None, None,29
None, None,9.57,85.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 7.0, None, None, None, None, None,2016-07-16 20:00:00, None, None, None, None,29
None, None,8.49,93.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 7.0, None, None, None, None, None,2016-07-16 21:00:00, None, None, None, None,29
None, None,7.88,95.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 7.0, None, None, None, None, None,2016-07-16 22:00:00, None, None, None, None,29
None, None,7.12,95.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 6.0, None, None, None, None, None,2016-07-16 23:00:00, None, None, None, None,29
None, None,6.716,96.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 6.0, None, None, None, None, None,2016-07-17 00:00:00, None, None, None, None,29
None, None,6.675,98.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 6.0, None, None, None, None, None,2016-07-17 01:00:00, None, None, None, None,29
None, None,6.722,98.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 7.0, None, None, None, None, None,2016-07-17 02:00:00, None, None, None, None,29
None, None,6.961,94.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 6.0, None, None, None, None, None,2016-07-17 03:00:00, None, None, None, None,29
None, None,7.05,95.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 6.0, None, None, None, None, None,2016-07-17 04:00:00, None, None, None, None,29
None, None,7.18,98.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 7.0, None, None, None, None, None,2016-07-17 05:00:00, None, None, None, None,29
None, None,7.53,98.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 7.0, None, None, None, None, None,2016-07-17 06:00:00, None, None, None, None,29
None, None,11.09,76.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 7.0, None, None, None, None, None,2016-07-17 09:00:00, None, None, None, None,29
None, None,12.54,55.64, None, None, None, None, None, None, None, None, None, None, None, None, None, 4.0, None, None, None, None, None,2016-07-17 10:00:00, None, None, None, None,29
None, None,12.73,47.94, None, None, None, None, None, None, None, None, None, None, None, None, None, 2.0, None, None, None, None, None,2016-07-17 11:00:00, None, None, None, None,29
None, None,12.65,50.99, None, None, None, None, None, None, None, None, None, None, None, None, None, 3.0, None, None, None, None, None,2016-07-17 12:00:00, None, None, None, None,29
None, None,11.1,69.02, None, None, None, None, None, None, None, None, None, None, None, None, None, 6.0, None, None, None, None, None,2016-07-17 13:00:00, None, None, None, None,29
None, None,11.07,71.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 6.0, None, None, None, None, None,2016-07-17 14:00:00, None, None, None, None,29
None, None,14.63,45.43, None, None, None, None, None, None, None, None, None, None, None, None, None, 3.0, None, None, None, None, None,2016-07-17 15:00:00, None, None, None, None,29
None, None,13.12,47.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2.0, None, None, None, None, None,2016-07-17 16:00:00, None, None, None, None,29
None, None,8.93,85.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 7.0, None, None, None, None, None,2016-07-17 17:00:00, None, None, None, None,29
None, None,8.1,93.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 7.0, None, None, None, None, None,2016-07-17 18:00:00, None, None, None, None,29
None, None,9.16,72.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 4.0, None, None, None, None, None,2016-07-17 19:00:00, None, None, None, None,29
None, None,8.2,80.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 5.0, None, None, None, None, None,2016-07-17 20:00:00, None, None, None, None,29
None, None,7.21,72.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 3.0, None, None, None, None, None,2016-07-17 21:00:00, None, None, None, None,29
None, None,6.466,74.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2.0, None, None, None, None, None,2016-07-17 22:00:00, None, None, None, None,29
None, None,6.061,80.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 3.0, None, None, None, None, None,2016-07-17 23:00:00, None, None, None, None,29
None, None,6.003,84.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 4.0, None, None, None, None, None,2016-07-18 00:00:00, None, None, None, None,29
