CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -6.274, 88.6, None, None, None, None, 39.62, None, 2.298, 51.56, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 00:00:00, None, None, 214.4,16
None, -6.794, 88.4, None, None, None, None, 36.29, None, 1.377, 117.6, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 01:00:00, None, None, 215.0,16
None, -6.01, 86.0, None, None, None, None, 32.26, None, 2.06, 310.5, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 02:00:00, None, None, 214.1,16
None, -6.084, 86.5, None, None, None, None, 34.95, None, 2.994, 76.59, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 03:00:00, None, None, 213.8,16
None, -5.813, 83.6, None, None, None, None, 31.35, None, 3.01, 91.9, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 04:00:00, None, None, 213.9,16
None, -5.576, 80.4, None, None, None, None, 29.32, None, 2.569, 342.6, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 05:00:00, None, None, 213.6,16
None, -5.555, 78.96, None, None, None, None, 37.33, None, 1.242, 19.33, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 06:00:00, None, None, 213.7,16
None, -5.813, 79.25, None, None, None, None, 31.76, None, 0.56, 308.9, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 07:00:00, None, None, 213.5,16
None, -5.769, 84.8, None, None, None, None, 68.7, None, 1.0, 66.48, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 08:00:00, None, None, 213.6,16
None, -3.836, 85.0, None, None, None, None, 51.7, None, 0.556, 126.2, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 09:00:00, None, None, 213.0,16
None, -2.795, 71.9, None, None, None, None, 58.5, None, 1.261, 44.59, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 10:00:00, None, None, 213.3,16
None, -1.761, 75.12, None, None, None, None, 67.4, None, 0.96, 235.1, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 11:00:00, None, None, 213.3,16
None, -0.551, 75.2, None, None, None, None, 52.6, None, 1.435, 163.4, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 12:00:00, None, None, 212.5,16
None, -0.271, 62.76, None, None, None, None, 43.82, None, 3.108, 205.0, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 13:00:00, None, None, 211.1,16
None, -0.221, 68.28, None, None, None, None, 46.5, None, 3.191, 205.1, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 14:00:00, None, None, 211.9,16
None, -0.784, 72.1, None, None, None, None, 54.23, None, 3.272, 236.4, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 15:00:00, None, None, 211.3,16
None, 1.038, 62.81, None, None, None, None, 54.17, None, 2.967, 278.4, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 16:00:00, None, None, 210.7,16
None, 0.605, 67.8, None, None, None, None, 58.18, None, 2.938, 281.2, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 17:00:00, None, None, 210.1,16
None, -0.1, 65.82, None, None, None, None, 41.63, None, 3.064, 279.1, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 18:00:00, None, None, 209.5,16
None, -0.239, 71.62, None, None, None, None, 57.72, None, 2.314, 249.8, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 19:00:00, None, None, 209.0,16
None, -1.028, 75.04, None, None, None, None, 60.89, None, 3.277, 252.2, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 20:00:00, None, None, 208.4,16
None, -1.438, 77.15, None, None, None, None, 47.47, None, 6.21, 224.9, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 21:00:00, None, None, 208.2,16
None, -1.848, 81.4, None, None, None, None, 50.72, None, 6.53, 226.5, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 22:00:00, None, None, 208.1,16
None, -2.19, 86.3, None, None, None, None, 40.06, None, 7.928, 213.9, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 23:00:00, None, None, 207.9,16
