ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
0.0,0.0,4.0,0.0,2021-05-07,0.0,11.0,19
1.4,1.4,5.0,0.0,2021-05-09,0.0,13.0,19
0.0,0.0,4.0,0.0,2021-05-10,0.0,16.0,19
0.0,0.0,4.0,0.0,2021-05-11,0.0,17.0,19
0.0,0.0,5.0,0.0,2021-05-12,0.0,20.0,19
