CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
13.69,55.76, None, None, None,8.08,0.0,253.5, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-07-29 00:00:00, None, None, None, None,31
13.45,54.87, None, None, None,40.66,0.0,224.3, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-07-29 01:00:00, None, None, None, None,31
13.45,56.57, None, None, None,14.26,3.401,209.3, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-07-29 02:00:00, None, None, None, None,31
12.96,61.05, None, None, None,7.45,10.36,216.5, None, None, None, None, None, 6.0, None, None, None, None, None, None,2016-07-29 03:00:00, None, None, None, None,31
12.72,60.51, None, None, None,14.55,4.567,221.8, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-07-29 04:00:00, None, None, None, None,31
12.62,59.9, None, None, None,14.46,2.46,179.3, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-07-29 05:00:00, None, None, None, None,31
13.25,58.0, None, None, None,10.75,3.408,190.6, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-07-29 06:00:00, None, None, None, None,31
14.15,55.67, None, None, None,10.04,0.464,178.5, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-07-29 07:00:00, None, None, None, None,31
14.15,56.32, None, None, None,13.58,0.622,190.2, None, None, None, None, None, 6.0, None, None, None, None, None, None,2016-07-29 08:00:00, None, None, None, None,31
13.87,60.23, None, None, None,16.65,2.452,189.7, None, None, None, None, None, 6.0, None, None, None, None, None, None,2016-07-29 09:00:00, None, None, None, None,31
13.72,55.21, None, None, None,20.51,4.206,192.8, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-07-29 10:00:00, None, None, None, None,31
14.25,49.44, None, None, None,21.48,6.793,204.9, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-07-29 11:00:00, None, None, None, None,31
14.67,47.62, None, None, None,19.29,9.81,214.5, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-07-29 12:00:00, None, None, None, None,31
15.3,44.37, None, None, None,20.4,11.38,229.2, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-07-29 13:00:00, None, None, None, None,31
16.94,39.55, None, None, None,23.1,9.89,230.2, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-07-29 14:00:00, None, None, None, None,31
17.52,39.75, None, None, None,23.15,12.19,233.2, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-07-29 15:00:00, None, None, None, None,31
17.81,38.33, None, None, None,23.79,14.74,229.4, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-07-29 16:00:00, None, None, None, None,31
16.8,42.26, None, None, None,23.24,13.15,224.0, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-07-29 17:00:00, None, None, None, None,31
17.34,41.86, None, None, None,22.69,10.95,229.5, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-07-29 18:00:00, None, None, None, None,31
17.34,41.25, None, None, None,19.94,11.87,225.8, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-07-29 19:00:00, None, None, None, None,31
16.66,43.35, None, None, None,19.49,8.55,232.4, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-07-29 20:00:00, None, None, None, None,31
15.72,46.42, None, None, None,27.65,4.207,208.2, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-07-29 21:00:00, None, None, None, None,31
15.65,45.96, None, None, None,14.02,3.304,157.6, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-07-29 22:00:00, None, None, None, None,31
15.31,48.95, None, None, None,18.64,5.704,155.3, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-07-29 23:00:00, None, None, None, None,31
13.03,57.71, None, None, None,66.46,1.802,224.8, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-07-30 00:00:00, None, None, None, None,31
10.68,70.4, None, None, None,47.19,5.812,97.5, None, None, None, None, None, 6.0, None, None, None, None, None, None,2016-07-30 01:00:00, None, None, None, None,31
10.0,70.7, None, None, None,13.36,12.33,65.33, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-07-30 02:00:00, None, None, None, None,31
10.68,65.53, None, None, None,11.08,14.83,90.0, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-07-30 03:00:00, None, None, None, None,31
10.89,68.27, None, None, None,6.422,6.997,95.0, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-07-30 04:00:00, None, None, None, None,31
10.8,68.68, None, None, None,5.654,0.84,74.8, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-07-30 05:00:00, None, None, None, None,31
10.95,68.82, None, None, None,13.12,0.0,99.5, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-07-30 06:00:00, None, None, None, None,31
12.48,63.84, None, None, None,14.63,0.097,167.9, None, None, None, None, None, 6.0, None, None, None, None, None, None,2016-07-30 07:00:00, None, None, None, None,31
12.08,72.2, None, None, None,29.71,1.196,175.0, None, None, None, None, None, 7.0, None, None, None, None, None, None,2016-07-30 08:00:00, None, None, None, None,31
11.52,67.64, None, None, None,29.3,3.506,174.0, None, None, None, None, None, 6.0, None, None, None, None, None, None,2016-07-30 09:00:00, None, None, None, None,31
12.1,69.0, None, None, None,21.46,5.461,186.2, None, None, None, None, None, 7.0, None, None, None, None, None, None,2016-07-30 10:00:00, None, None, None, None,31
12.97,67.23, None, None, None,26.44,3.421,181.3, None, None, None, None, None, 7.0, None, None, None, None, None, None,2016-07-30 11:00:00, None, None, None, None,31
12.68,67.91, None, None, None,37.56,5.018,195.1, None, None, None, None, None, 7.0, None, None, None, None, None, None,2016-07-30 12:00:00, None, None, None, None,31
10.57,78.0, None, None, None,29.44,11.98,203.9, None, None, None, None, None, 7.0, None, None, None, None, None, None,2016-07-30 13:00:00, None, None, None, None,31
10.94,75.8, None, None, None,29.6,12.42,198.9, None, None, None, None, None, 7.0, None, None, None, None, None, None,2016-07-30 14:00:00, None, None, None, None,31
10.21,82.9, None, None, None,20.54,20.04,219.0, None, None, None, None, None, 7.0, None, None, None, None, None, None,2016-07-30 15:00:00, None, None, None, None,31
9.65,79.5, None, None, None,12.3,14.15,225.7, None, None, None, None, None, 6.0, None, None, None, None, None, None,2016-07-30 18:00:00, None, None, None, None,31
5.825,71.8, None, None, None,12.18,12.34,216.4, None, None, None, None, None, 1.0, None, None, None, None, None, None,2016-07-31 02:00:00, None, None, None, None,31
5.095,76.7, None, None, None,16.1,9.92,198.5, None, None, None, None, None, 1.0, None, None, None, None, None, None,2016-07-31 03:00:00, None, None, None, None,31
4.366,82.4, None, None, None,18.37,11.91,197.8, None, None, None, None, None, 2.0, None, None, None, None, None, None,2016-07-31 04:00:00, None, None, None, None,31
4.123,81.8, None, None, None,18.17,11.81,196.9, None, None, None, None, None, 1.0, None, None, None, None, None, None,2016-07-31 05:00:00, None, None, None, None,31
3.831,83.6, None, None, None,17.99,12.7,193.4, None, None, None, None, None, 1.0, None, None, None, None, None, None,2016-07-31 06:00:00, None, None, None, None,31
3.734,81.7, None, None, None,21.74,11.62,192.5, None, None, None, None, None, 1.0, None, None, None, None, None, None,2016-07-31 07:00:00, None, None, None, None,31
4.605,73.1, None, None, None,19.48,9.86,199.3, None, None, None, None, None, 0.0, None, None, None, None, None, None,2016-07-31 10:00:00, None, None, None, None,31
5.188,74.8, None, None, None,19.7,11.66,202.3, None, None, None, None, None, 1.0, None, None, None, None, None, None,2016-07-31 11:00:00, None, None, None, None,31
5.237,76.7, None, None, None,22.78,11.84,214.9, None, None, None, None, None, 1.0, None, None, None, None, None, None,2016-07-31 13:00:00, None, None, None, None,31
4.071,86.9, None, None, None,19.86,13.08,212.8, None, None, None, None, None, 2.0, None, None, None, None, None, None,2016-07-31 14:00:00, None, None, None, None,31
3.561,92.3, None, None, None,24.51,21.13,185.3, None, None, None, None, None, 2.0, None, None, None, None, None, None,2016-07-31 15:00:00, None, None, None, None,31
5.106,86.0, None, None, None,29.16,8.15,198.5, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-07-31 16:00:00, None, None, None, None,31
4.994,85.6, None, None, None,25.99,12.05,220.7, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-07-31 17:00:00, None, None, None, None,31
3.754,92.3, None, None, None,23.7,16.36,209.5, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-07-31 18:00:00, None, None, None, None,31
3.708,91.4, None, None, None,22.45,10.92,200.0, None, None, None, None, None, 2.0, None, None, None, None, None, None,2016-07-31 19:00:00, None, None, None, None,31
3.535,95.3, None, None, None,22.44,12.69,194.0, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-07-31 20:00:00, None, None, None, None,31
3.442,94.9, None, None, None,20.98,13.17,193.1, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-07-31 21:00:00, None, None, None, None,31
3.734,90.8, None, None, None,20.9,13.16,190.6, None, None, None, None, None, 2.0, None, None, None, None, None, None,2016-07-31 22:00:00, None, None, None, None,31
3.637,93.0, None, None, None,22.05,11.03,184.9, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-07-31 23:00:00, None, None, None, None,31
3.686,93.8, None, None, None,21.37,10.88,190.9, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-08-01 00:00:00, None, None, None, None,31
3.442,94.7, None, None, None,18.7,10.15,190.5, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-08-01 01:00:00, None, None, None, None,31
3.88,89.1, None, None, None,17.86,11.12,190.5, None, None, None, None, None, 2.0, None, None, None, None, None, None,2016-08-01 02:00:00, None, None, None, None,31
3.88,88.8, None, None, None,17.31,9.25,187.0, None, None, None, None, None, 2.0, None, None, None, None, None, None,2016-08-01 03:00:00, None, None, None, None,31
4.026,87.3, None, None, None,16.31,11.87,202.2, None, None, None, None, None, 2.0, None, None, None, None, None, None,2016-08-01 04:00:00, None, None, None, None,31
4.026,87.1, None, None, None,13.11,11.9,202.5, None, None, None, None, None, 2.0, None, None, None, None, None, None,2016-08-01 05:00:00, None, None, None, None,31
3.783,94.5, None, None, None,13.82,9.65,195.8, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-08-01 06:00:00, None, None, None, None,31
3.831,94.0, None, None, None,13.01,8.42,194.4, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-08-01 07:00:00, None, None, None, None,31
4.075,90.3, None, None, None,13.08,9.79,200.0, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-08-01 08:00:00, None, None, None, None,31
4.784,88.5, None, None, None,22.89,3.414,219.2, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-08-01 09:00:00, None, None, None, None,31
5.352,83.4, None, None, None,18.6,2.751,217.2, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-08-01 10:00:00, None, None, None, None,31
5.917,79.4, None, None, None,26.05,3.921,227.8, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-08-01 11:00:00, None, None, None, None,31
7.23,76.0, None, None, None,40.95,2.938,230.9, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-08-01 12:00:00, None, None, None, None,31
7.4,69.66, None, None, None,18.95,6.163,261.6, None, None, None, None, None, 2.0, None, None, None, None, None, None,2016-08-01 13:00:00, None, None, None, None,31
8.71,64.83, None, None, None,32.25,8.93,269.6, None, None, None, None, None, 2.0, None, None, None, None, None, None,2016-08-01 14:00:00, None, None, None, None,31
9.48,62.05, None, None, None,22.76,10.4,261.9, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-08-01 15:00:00, None, None, None, None,31
10.6,51.19, None, None, None,23.1,11.04,260.5, None, None, None, None, None, 1.0, None, None, None, None, None, None,2016-08-01 16:00:00, None, None, None, None,31
11.35,51.37, None, None, None,20.29,12.78,259.7, None, None, None, None, None, 2.0, None, None, None, None, None, None,2016-08-01 17:00:00, None, None, None, None,31
11.25,53.55, None, None, None,17.13,11.11,263.6, None, None, None, None, None, 2.0, None, None, None, None, None, None,2016-08-01 18:00:00, None, None, None, None,31
11.11,48.32, None, None, None,21.38,11.37,257.9, None, None, None, None, None, 1.0, None, None, None, None, None, None,2016-08-01 19:00:00, None, None, None, None,31
10.69,48.47, None, None, None,17.95,9.57,248.9, None, None, None, None, None, 0.0, None, None, None, None, None, None,2016-08-01 20:00:00, None, None, None, None,31
9.59,54.18, None, None, None,17.62,2.384,224.9, None, None, None, None, None, 1.0, None, None, None, None, None, None,2016-08-01 21:00:00, None, None, None, None,31
9.37,55.89, None, None, None,8.12,3.315,77.9, None, None, None, None, None, 1.0, None, None, None, None, None, None,2016-08-01 22:00:00, None, None, None, None,31
9.44,55.5, None, None, None,7.59,0.053,89.4, None, None, None, None, None, 1.0, None, None, None, None, None, None,2016-08-01 23:00:00, None, None, None, None,31
9.15,56.25, None, None, None,6.649,0.932,83.6, None, None, None, None, None, 1.0, None, None, None, None, None, None,2016-08-02 00:00:00, None, None, None, None,31
9.1,55.43, None, None, None,4.989,5.348,78.9, None, None, None, None, None, 1.0, None, None, None, None, None, None,2016-08-02 01:00:00, None, None, None, None,31
8.96,55.64, None, None, None,8.64,4.448,77.5, None, None, None, None, None, 1.0, None, None, None, None, None, None,2016-08-02 02:00:00, None, None, None, None,31
9.2,54.55, None, None, None,6.304,0.722,87.1, None, None, None, None, None, 1.0, None, None, None, None, None, None,2016-08-02 03:00:00, None, None, None, None,31
9.35,53.67, None, None, None,6.576,2.177,90.5, None, None, None, None, None, 0.0, None, None, None, None, None, None,2016-08-02 04:00:00, None, None, None, None,31
9.2,53.26, None, None, None,3.629,0.797,82.0, None, None, None, None, None, 0.0, None, None, None, None, None, None,2016-08-02 05:00:00, None, None, None, None,31
9.35,54.08, None, None, None,7.48,0.0,88.6, None, None, None, None, None, 1.0, None, None, None, None, None, None,2016-08-02 06:00:00, None, None, None, None,31
9.27,57.05, None, None, None,10.39,1.316,74.4, None, None, None, None, None, 1.0, None, None, None, None, None, None,2016-08-02 07:00:00, None, None, None, None,31
9.48,62.45, None, None, None,8.54,5.567,70.8, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-08-02 08:00:00, None, None, None, None,31
10.13,58.43, None, None, None,11.44,4.133,74.9, None, None, None, None, None, 2.0, None, None, None, None, None, None,2016-08-02 09:00:00, None, None, None, None,31
10.88,56.78, None, None, None,11.11,8.63,69.1, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-08-02 10:00:00, None, None, None, None,31
10.69,55.56, None, None, None,19.59,6.585,44.32, None, None, None, None, None, 2.0, None, None, None, None, None, None,2016-08-02 11:00:00, None, None, None, None,31
12.37,50.83, None, None, None,23.74,4.665,44.8, None, None, None, None, None, 2.0, None, None, None, None, None, None,2016-08-02 12:00:00, None, None, None, None,31
12.86,39.63, None, None, None,16.83,12.33,71.0, None, None, None, None, None, -1.0, None, None, None, None, None, None,2016-08-02 13:00:00, None, None, None, None,31
12.85,37.8, None, None, None,22.15,10.67,61.08, None, None, None, None, None, -1.0, None, None, None, None, None, None,2016-08-02 14:00:00, None, None, None, None,31
12.52,44.79, None, None, None,17.35,10.85,34.85, None, None, None, None, None, 1.0, None, None, None, None, None, None,2016-08-02 15:00:00, None, None, None, None,31
11.31,49.07, None, None, None,30.67,7.24,44.38, None, None, None, None, None, 1.0, None, None, None, None, None, None,2016-08-02 16:00:00, None, None, None, None,31
7.65,74.3, None, None, None,32.66,15.02,202.6, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-08-02 17:00:00, None, None, None, None,31
7.33,75.3, None, None, None,41.24,5.31,219.2, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-08-02 18:00:00, None, None, None, None,31
6.525,81.5, None, None, None,48.11,2.438,229.6, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-02 19:00:00, None, None, None, None,31
5.361,88.5, None, None, None,17.47,4.364,174.9, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-02 20:00:00, None, None, None, None,31
4.34,95.0, None, None, None,35.33,13.2,56.8, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-02 21:00:00, None, None, None, None,31
4.754,85.2, None, None, None,11.23,16.64,56.51, None, None, None, None, None, 2.0, None, None, None, None, None, None,2016-08-02 22:00:00, None, None, None, None,31
5.144,83.3, None, None, None,60.04,2.401,46.73, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-08-02 23:00:00, None, None, None, None,31
4.318,94.8, None, None, None,24.35,3.49,205.8, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-03 00:00:00, None, None, None, None,31
4.075,95.8, None, None, None,15.66,7.05,225.5, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-08-03 01:00:00, None, None, None, None,31
3.831,92.7, None, None, None,20.02,0.998,231.7, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-08-03 06:00:00, None, None, None, None,31
3.88,94.7, None, None, None,15.76,8.5,181.5, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-08-03 07:00:00, None, None, None, None,31
4.22,96.2, None, None, None,11.13,16.35,201.6, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-03 08:00:00, None, None, None, None,31
4.415,96.6, None, None, None,11.88,18.05,207.9, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-03 09:00:00, None, None, None, None,31
4.561,96.7, None, None, None,12.26,16.66,206.5, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-03 10:00:00, None, None, None, None,31
5.095,96.8, None, None, None,19.37,9.16,203.6, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-08-03 11:00:00, None, None, None, None,31
5.798,96.9, None, None, None,23.13,6.156,201.3, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-08-03 12:00:00, None, None, None, None,31
6.359,96.9, None, None, None,19.79,5.316,222.5, None, None, None, None, None, 6.0, None, None, None, None, None, None,2016-08-03 13:00:00, None, None, None, None,31
6.866,96.7, None, None, None,18.1,3.869,203.5, None, None, None, None, None, 6.0, None, None, None, None, None, None,2016-08-03 14:00:00, None, None, None, None,31
8.12,96.3, None, None, None,22.58,5.602,228.5, None, None, None, None, None, 8.0, None, None, None, None, None, None,2016-08-03 15:00:00, None, None, None, None,31
6.959,96.0, None, None, None,20.98,7.34,212.1, None, None, None, None, None, 6.0, None, None, None, None, None, None,2016-08-03 16:00:00, None, None, None, None,31
7.06,94.4, None, None, None,21.58,11.34,209.8, None, None, None, None, None, 6.0, None, None, None, None, None, None,2016-08-03 17:00:00, None, None, None, None,31
9.12,91.7, None, None, None,27.06,8.88,211.6, None, None, None, None, None, 8.0, None, None, None, None, None, None,2016-08-03 18:00:00, None, None, None, None,31
8.66,91.0, None, None, None,19.2,12.2,248.3, None, None, None, None, None, 7.0, None, None, None, None, None, None,2016-08-03 19:00:00, None, None, None, None,31
8.05,91.5, None, None, None,24.93,7.6,198.2, None, None, None, None, None, 7.0, None, None, None, None, None, None,2016-08-03 20:00:00, None, None, None, None,31
7.86,90.9, None, None, None,28.54,5.555,186.6, None, None, None, None, None, 6.0, None, None, None, None, None, None,2016-08-03 21:00:00, None, None, None, None,31
7.98,90.4, None, None, None,31.02,1.625,210.9, None, None, None, None, None, 7.0, None, None, None, None, None, None,2016-08-03 22:00:00, None, None, None, None,31
6.284,86.6, None, None, None,25.64,12.96,13.06, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-03 23:00:00, None, None, None, None,31
6.964,79.1, None, None, None,42.2,6.568,70.8, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-04 00:00:00, None, None, None, None,31
7.06,77.6, None, None, None,10.27,1.299,157.3, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-08-04 01:00:00, None, None, None, None,31
7.01,84.0, None, None, None,25.28,0.773,204.0, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-04 02:00:00, None, None, None, None,31
7.51,80.3, None, None, None,19.22,2.693,171.8, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-04 03:00:00, None, None, None, None,31
7.74,79.9, None, None, None,22.94,6.394,184.3, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-04 04:00:00, None, None, None, None,31
7.89,82.5, None, None, None,16.23,6.634,193.9, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-08-04 05:00:00, None, None, None, None,31
7.84,82.5, None, None, None,13.9,4.748,185.6, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-08-04 06:00:00, None, None, None, None,31
