ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
10.8,10.8,3.0,0.0,2016-01-15,0.0,7.5,3
5.0,5.0,4.0,0.0,2016-01-16,0.0,9.5,3
5.8,5.8,6.5,0.0,2016-01-17,0.0,10.0,3
1.2,1.2,6.5,0.0,2016-01-18,0.0,9.5,3
0.0,0.0,6.0,0.0,2016-01-19,0.0,8.5,3
12.0,12.0,3.5,0.0,2016-01-20,0.0,9.0,3
10.3,10.3,5.5,0.0,2016-01-21,0.0,10.0,3
