CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,rel_hum,time,stn_pres,week_of_year
13.26, 72.63, None, None,22.17, 0.453,113.8, None, None, None, None, None, None, 8.0, None, None, None,2016-08-05 00:00:00, None,32
12.86, 74.14, None, None,27.74, 0.406,119.2, None, None, None, None, None, None, 8.0, None, None, None,2016-08-05 01:00:00, None,32
11.79, 78.8, None, None,26.52, 0.148,110.0, None, None, None, None, None, None, 8.0, None, None, None,2016-08-05 02:00:00, None,32
11.45, 80.1, None, None,20.29, 0.07,118.9, None, None, None, None, None, None, 8.0, None, None, None,2016-08-05 03:00:00, None,32
10.34, 83.7, None, None,17.12, 0.033,117.4, None, None, None, None, None, None, 8.0, None, None, None,2016-08-05 04:00:00, None,32
10.16, 85.5, None, None,21.38, 0.099,118.8, None, None, None, None, None, None, 8.0, None, None, None,2016-08-05 05:00:00, None,32
10.12, 84.9, None, None,17.43, 0.008,114.5, None, None, None, None, None, None, 8.0, None, None, None,2016-08-05 06:00:00, None,32
11.99, 79.06, None, None,14.99, 0.168,102.0, None, None, None, None, None, None, 8.0, None, None, None,2016-08-05 07:00:00, None,32
15.42, 69.43, None, None,22.68, 0.015,82.7, None, None, None, None, None, None, 10.0, None, None, None,2016-08-05 08:00:00, None,32
17.11, 65.68, None, None,32.8, 0.003,0.595, None, None, None, None, None, None, 10.0, None, None, None,2016-08-05 09:00:00, None,32
18.56, 56.66, None, None,38.99, 0.039,1.431, None, None, None, None, None, None, 10.0, None, None, None,2016-08-05 10:00:00, None,32
20.51, 51.52, None, None,54.47, 0.377,300.2, None, None, None, None, None, None, 10.0, None, None, None,2016-08-05 11:00:00, None,32
21.13, 49.05, None, None,55.64, 0.442,330.2, None, None, None, None, None, None, 10.0, None, None, None,2016-08-05 12:00:00, None,32
22.2, 45.05, None, None,71.22, 0.226,294.0, None, None, None, None, None, None, 10.0, None, None, None,2016-08-05 13:00:00, None,32
22.27, 51.65, None, None,73.65, 0.008,175.6, None, None, None, None, None, None, 12.0, None, None, None,2016-08-05 14:00:00, None,32
23.35, 48.94, None, None,62.47, 0.001,227.7, None, None, None, None, None, None, 13.0, None, None, None,2016-08-05 15:00:00, None,32
22.45, 56.6, None, None,50.62, 0.032,153.2, None, None, None, None, None, None, 13.0, None, None, None,2016-08-05 16:00:00, None,32
20.16, 60.65, None, None,22.9, 0.129,124.1, None, None, None, None, None, None, 12.0, None, None, None,2016-08-05 17:00:00, None,32
22.37, 48.29, None, None,17.85, 0.62,118.0, None, None, None, None, None, None, 11.0, None, None, None,2016-08-05 18:00:00, None,32
21.35, 55.67, None, None,17.63, 0.733,126.5, None, None, None, None, None, None, 12.0, None, None, None,2016-08-05 19:00:00, None,32
19.42, 53.34, None, None,28.88, 1.191,125.4, None, None, None, None, None, None, 10.0, None, None, None,2016-08-05 20:00:00, None,32
18.58, 50.17, None, None,29.94, 2.074,127.8, None, None, None, None, None, None, 7.0, None, None, None,2016-08-05 21:00:00, None,32
17.52, 50.24, None, None,33.36, 2.188,123.1, None, None, None, None, None, None, 7.0, None, None, None,2016-08-05 22:00:00, None,32
15.61, 59.05, None, None,24.82, 0.791,122.4, None, None, None, None, None, None, 8.0, None, None, None,2016-08-05 23:00:00, None,32
14.31, 64.13, None, None,16.19, 2.258,121.1, None, None, None, None, None, None, 8.0, None, None, None,2016-08-06 00:00:00, None,32
14.02, 67.12, None, None,19.03, 1.99,122.8, None, None, None, None, None, None, 8.0, None, None, None,2016-08-06 01:00:00, None,32
13.03, 70.15, None, None,17.81, 2.612,128.6, None, None, None, None, None, None, 8.0, None, None, None,2016-08-06 02:00:00, None,32
13.31, 69.83, None, None,12.98, 2.36,125.7, None, None, None, None, None, None, 8.0, None, None, None,2016-08-06 03:00:00, None,32
11.65, 77.86, None, None,9.76, 1.752,126.1, None, None, None, None, None, None, 8.0, None, None, None,2016-08-06 04:00:00, None,32
10.52, 83.5, None, None,15.97, 0.691,130.5, None, None, None, None, None, None, 8.0, None, None, None,2016-08-06 05:00:00, None,32
10.94, 80.9, None, None,11.09, 1.192,127.2, None, None, None, None, None, None, 8.0, None, None, None,2016-08-06 06:00:00, None,32
12.29, 80.5, None, None,28.9, 0.154,130.0, None, None, None, None, None, None, 9.0, None, None, None,2016-08-06 07:00:00, None,32
16.28, 68.51, None, None,31.3, 0.005,86.4, None, None, None, None, None, None, 10.0, None, None, None,2016-08-06 08:00:00, None,32
17.15, 65.84, None, None,38.52, 0.069,341.1, None, None, None, None, None, None, 11.0, None, None, None,2016-08-06 09:00:00, None,32
18.52, 54.5, None, None,57.7, 0.279,323.2, None, None, None, None, None, None, 10.0, None, None, None,2016-08-06 10:00:00, None,32
20.68, 51.13, None, None,62.68, 0.602,324.2, None, None, None, None, None, None, 11.0, None, None, None,2016-08-06 11:00:00, None,32
21.98, 47.97, None, None,65.21, 0.478,329.3, None, None, None, None, None, None, 10.0, None, None, None,2016-08-06 12:00:00, None,32
23.83, 38.6, None, None,40.25, 1.285,254.7, None, None, None, None, None, None, 9.0, None, None, None,2016-08-06 13:00:00, None,32
23.07, 38.89, None, None,71.81, 0.849,262.9, None, None, None, None, None, None, 9.0, None, None, None,2016-08-06 14:00:00, None,32
19.78, 57.2, None, None,56.91, 4.326,264.0, None, None, None, None, None, None, 11.0, None, None, None,2016-08-06 15:00:00, None,32
16.67, 77.49, None, None,25.08, 4.667,272.1, None, None, None, None, None, None, 12.0, None, None, None,2016-08-06 16:00:00, None,32
16.46, 82.6, None, None,40.65, 1.873,245.1, None, None, None, None, None, None, 13.0, None, None, None,2016-08-06 17:00:00, None,32
16.44, 78.36, None, None,59.85, 0.01,340.8, None, None, None, None, None, None, 13.0, None, None, None,2016-08-06 18:00:00, None,32
15.55, 82.2, None, None,42.09, 0.002,294.1, None, None, None, None, None, None, 12.0, None, None, None,2016-08-06 19:00:00, None,32
14.36, 87.4, None, None,23.85, 0.0,296.1, None, None, None, None, None, None, 12.0, None, None, None,2016-08-06 20:00:00, None,32
14.26, 88.9, None, None,47.24, 0.0,352.2, None, None, None, None, None, None, 13.0, None, None, None,2016-08-06 21:00:00, None,32
14.01, 89.1, None, None,31.41, 0.0,299.5, None, None, None, None, None, None, 12.0, None, None, None,2016-08-06 22:00:00, None,32
13.02, 88.7, None, None,77.38, 0.0,97.5, None, None, None, None, None, None, 11.0, None, None, None,2016-08-06 23:00:00, None,32
11.07, 89.9, None, None,18.8, 0.073,121.4, None, None, None, None, None, None, 9.0, None, None, None,2016-08-07 00:00:00, None,32
10.2, 91.6, None, None,10.62, 0.0,120.4, None, None, None, None, None, None, 9.0, None, None, None,2016-08-07 01:00:00, None,32
9.63, 91.8, None, None,10.97, 0.0,124.3, None, None, None, None, None, None, 8.0, None, None, None,2016-08-07 02:00:00, None,32
9.8, 91.9, None, None,10.5, 0.0,122.3, None, None, None, None, None, None, 9.0, None, None, None,2016-08-07 03:00:00, None,32
9.47, 92.0, None, None,13.79, 0.0,121.1, None, None, None, None, None, None, 8.0, None, None, None,2016-08-07 04:00:00, None,32
9.01, 92.9, None, None,9.2, 0.0,123.7, None, None, None, None, None, None, 8.0, None, None, None,2016-08-07 05:00:00, None,32
8.82, 92.7, None, None,11.21, 0.0,120.5, None, None, None, None, None, None, 8.0, None, None, None,2016-08-07 06:00:00, None,32
9.76, 92.0, None, None,10.19, 0.001,123.6, None, None, None, None, None, None, 9.0, None, None, None,2016-08-07 07:00:00, None,32
12.16, 86.5, None, None,55.26, 0.002,136.5, None, None, None, None, None, None, 10.0, None, None, None,2016-08-07 08:00:00, None,32
13.02, 81.2, None, None,63.4, 0.14,285.2, None, None, None, None, None, None, 10.0, None, None, None,2016-08-07 09:00:00, None,32
16.77, 69.89, None, None,63.36, 0.019,327.8, None, None, None, None, None, None, 11.0, None, None, None,2016-08-07 10:00:00, None,32
18.55, 57.8, None, None,62.55, 0.338,292.7, None, None, None, None, None, None, 10.0, None, None, None,2016-08-07 11:00:00, None,32
19.43, 55.84, None, None,59.13, 1.058,313.1, None, None, None, None, None, None, 11.0, None, None, None,2016-08-07 12:00:00, None,32
21.74, 49.74, None, None,57.78, 1.5,290.1, None, None, None, None, None, None, 11.0, None, None, None,2016-08-07 13:00:00, None,32
22.77, 46.08, None, None,55.54, 0.985,275.2, None, None, None, None, None, None, 11.0, None, None, None,2016-08-07 14:00:00, None,32
23.05, 43.35, None, None,53.08, 1.571,255.6, None, None, None, None, None, None, 11.0, None, None, None,2016-08-07 15:00:00, None,32
23.74, 46.58, None, None,66.35, 0.034,292.3, None, None, None, None, None, None, 12.0, None, None, None,2016-08-07 16:00:00, None,32
