pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
1.0, None, 444.0, None, 2.3, 2.1, 2.0, None, None, 0.0, 6.0, None,2020-08-12 00:00:00, None,33
1.0, None, 444.0, None, 1.8, 1.7, 2.0, None, None, 0.0, 6.0, None,2020-08-12 01:00:00, None,33
0.0, None, 444.0, None, 1.0, 0.9, 2.0, None, None, 0.0, 6.0, None,2020-08-12 02:00:00, None,33
1.0, None, 445.0, None, 0.4, 0.3, 2.0, None, None, 1.0, 5.0, None,2020-08-12 03:00:00, None,33
1.0, None, 445.0, None, 0.0, 0.0, 2.0, None, None, 0.0, 5.0, None,2020-08-12 04:00:00, None,33
1.0, None, 445.0, None, 0.9, 1.0, 2.0, None, None, 0.0, 5.0, None,2020-08-12 05:00:00, None,33
1.0, None, 445.0, None, 2.0, 1.8, 2.0, None, None, 0.0, 5.0, None,2020-08-12 06:00:00, None,33
0.0, None, 444.0, None, 3.9, 3.4, 2.0, None, None, None, 5.0, None,2020-08-12 07:00:00, None,33
0.0, None, 444.0, None, 4.3, 3.9, 2.0, None, None, 0.0, 4.0, None,2020-08-12 08:00:00, None,33
0.0, None, 444.0, None, 4.5, 4.4, 2.0, None, None, 0.0, 4.0, None,2020-08-12 09:00:00, None,33
0.0, None, 443.0, None, 10.1, 10.2, 3.0, None, None, None, 4.0, None,2020-08-12 10:00:00, None,33
1.0, None, 442.0, None, 11.4, 10.5, 3.0, None, None, None, 4.0, None,2020-08-12 11:00:00, None,33
1.0, None, 442.0, None, 11.8, 10.5, 3.0, None, None, 0.0, 4.0, None,2020-08-12 12:00:00, None,33
0.0, None, 442.0, None, 11.7, 10.2, 3.0, None, None, 0.0, 5.0, None,2020-08-12 13:00:00, None,33
1.0, None, 442.0, None, 12.6, 10.9, 4.0, None, None, 0.0, 5.0, None,2020-08-12 14:00:00, None,33
1.0, None, 441.0, None, 13.4, 11.2, 2.0, None, None, None, 5.0, None,2020-08-12 15:00:00, None,33
0.0, None, 441.0, None, 13.0, 11.2, 3.0, None, None, 0.0, 5.0, None,2020-08-12 16:00:00, None,33
None, None, 441.0, None, 13.8, 11.3, 4.0, None, None, 0.0, 5.0, None,2020-08-12 17:00:00, None,33
0.0, None, 442.0, None, 10.0, 9.8, 4.0, None, None, 1.0, 5.0, None,2020-08-12 18:00:00, None,33
None, None, 442.0, None, 9.9, 9.6, 4.0, None, None, 0.0, 5.0, None,2020-08-12 19:00:00, None,33
0.0, None, 443.0, None, 9.2, 8.9, 4.0, None, None, 1.0, 5.0, None,2020-08-12 20:00:00, None,33
