WDIR_VECT,time,HUMIDITY,week_of_year
202.7,2020-08-12 00:00:00, None,33
217.9,2020-08-12 01:00:00, None,33
244.6,2020-08-12 02:00:00, None,33
252.5,2020-08-12 03:00:00, None,33
302.7,2020-08-12 04:00:00, None,33
316.4,2020-08-12 05:00:00, None,33
77.3,2020-08-12 06:00:00, None,33
55.7,2020-08-12 07:00:00, None,33
292.5,2020-08-12 08:00:00, None,33
251.0,2020-08-12 09:00:00, None,33
253.4,2020-08-12 10:00:00, None,33
256.7,2020-08-12 11:00:00, None,33
247.6,2020-08-12 12:00:00, None,33
237.8,2020-08-12 13:00:00, None,33
267.4,2020-08-12 14:00:00, None,33
274.6,2020-08-12 15:00:00, None,33
263.2,2020-08-12 16:00:00, None,33
258.6,2020-08-12 17:00:00, None,33
259.7,2020-08-12 18:00:00, None,33
250.7,2020-08-12 19:00:00, None,33
253.5,2020-08-12 20:00:00, None,33
253.1,2020-08-12 21:00:00, None,33
196.8,2020-08-12 22:00:00, None,33
243.5,2020-08-12 23:00:00, None,33
237.5,2020-08-13 00:00:00, None,33
242.3,2020-08-13 01:00:00, None,33
240.6,2020-08-13 02:00:00, None,33
238.0,2020-08-13 03:00:00, None,33
212.0,2020-08-13 04:00:00, None,33
159.5,2020-08-13 05:00:00, None,33
215.2,2020-08-13 06:00:00, None,33
256.3,2020-08-13 07:00:00, None,33
226.5,2020-08-13 08:00:00, None,33
271.7,2020-08-13 09:00:00, None,33
340.3,2020-08-13 10:00:00, None,33
282.3,2020-08-13 11:00:00, None,33
315.9,2020-08-13 12:00:00, None,33
317.6,2020-08-13 13:00:00, None,33
325.1,2020-08-13 14:00:00, None,33
304.8,2020-08-13 15:00:00, None,33
310.5,2020-08-13 16:00:00, None,33
297.7,2020-08-13 17:00:00, None,33
278.3,2020-08-13 18:00:00, None,33
269.9,2020-08-13 19:00:00, None,33
281.3,2020-08-13 20:00:00, None,33
218.3,2020-08-13 21:00:00, None,33
130.2,2020-08-13 22:00:00, None,33
259.1,2020-08-13 23:00:00, None,33
191.3,2020-08-14 00:00:00, None,33
137.3,2020-08-14 01:00:00, None,33
122.6,2020-08-14 02:00:00, None,33
164.1,2020-08-14 03:00:00, None,33
93.3,2020-08-14 04:00:00, None,33
266.9,2020-08-14 05:00:00, None,33
105.7,2020-08-14 06:00:00, None,33
115.8,2020-08-14 07:00:00, None,33
233.2,2020-08-14 08:00:00, None,33
171.8,2020-08-14 09:00:00, None,33
136.1,2020-08-14 10:00:00, None,33
118.1,2020-08-14 11:00:00, None,33
111.2,2020-08-14 12:00:00, None,33
126.7,2020-08-14 13:00:00, None,33
129.6,2020-08-14 14:00:00, None,33
108.1,2020-08-14 15:00:00, None,33
174.9,2020-08-14 16:00:00, None,33
241.8,2020-08-14 17:00:00, None,33
113.7,2020-08-14 18:00:00, None,33
212.2,2020-08-14 19:00:00, None,33
286.3,2020-08-14 20:00:00, None,33
99.3,2020-08-14 21:00:00, None,33
82.6,2020-08-14 22:00:00, None,33
318.5,2020-08-14 23:00:00, None,33
228.0,2020-08-15 00:00:00, None,33
248.6,2020-08-15 01:00:00, None,33
236.1,2020-08-15 02:00:00, None,33
254.3,2020-08-15 03:00:00, None,33
138.1,2020-08-15 04:00:00, None,33
131.4,2020-08-15 05:00:00, None,33
138.8,2020-08-15 06:00:00, None,33
47.4,2020-08-15 07:00:00, None,33
95.9,2020-08-15 08:00:00, None,33
280.8,2020-08-15 09:00:00, None,33
175.9,2020-08-15 10:00:00, None,33
104.1,2020-08-15 11:00:00, None,33
115.2,2020-08-15 12:00:00, None,33
107.0,2020-08-15 13:00:00, None,33
151.0,2020-08-15 14:00:00, None,33
115.1,2020-08-15 15:00:00, None,33
98.3,2020-08-15 16:00:00, None,33
101.6,2020-08-15 17:00:00, None,33
109.4,2020-08-15 18:00:00, None,33
111.8,2020-08-15 19:00:00, None,33
127.4,2020-08-15 20:00:00, None,33
151.8,2020-08-15 21:00:00, None,33
123.6,2020-08-15 22:00:00, None,33
162.1,2020-08-15 23:00:00, None,33
174.5,2020-08-16 00:00:00, None,33
222.7,2020-08-16 01:00:00, None,33
234.9,2020-08-16 02:00:00, None,33
232.9,2020-08-16 03:00:00, None,33
213.1,2020-08-16 04:00:00, None,33
219.5,2020-08-16 05:00:00, None,33
139.1,2020-08-16 06:00:00, None,33
164.1,2020-08-16 07:00:00, None,33
194.8,2020-08-16 08:00:00, None,33
190.8,2020-08-16 09:00:00, None,33
115.0,2020-08-16 10:00:00, None,33
105.9,2020-08-16 11:00:00, None,33
172.2,2020-08-16 12:00:00, None,33
235.3,2020-08-16 13:00:00, None,33
210.6,2020-08-16 14:00:00, None,33
196.4,2020-08-16 15:00:00, None,33
221.0,2020-08-16 16:00:00, None,33
220.0,2020-08-16 17:00:00, None,33
235.8,2020-08-16 18:00:00, None,33
295.5,2020-08-16 19:00:00, None,33
253.1,2020-08-16 20:00:00, None,33
235.2,2020-08-16 21:00:00, None,33
157.8,2020-08-16 22:00:00, None,33
103.8,2020-08-16 23:00:00, None,33
121.8,2020-08-17 00:00:00, None,33
107.0,2020-08-17 01:00:00, None,33
131.6,2020-08-17 02:00:00, None,33
169.1,2020-08-17 03:00:00, None,33
127.2,2020-08-17 04:00:00, None,33
114.5,2020-08-17 05:00:00, None,33
137.6,2020-08-17 06:00:00, None,33
112.4,2020-08-17 07:00:00, None,33
168.7,2020-08-17 08:00:00, None,33
110.6,2020-08-17 09:00:00, None,33
112.3,2020-08-17 10:00:00, None,33
177.0,2020-08-17 11:00:00, None,33
261.6,2020-08-17 12:00:00, None,33
247.3,2020-08-17 13:00:00, None,33
88.9,2020-08-17 14:00:00, None,33
125.1,2020-08-17 15:00:00, None,33
243.8,2020-08-17 16:00:00, None,33
255.4,2020-08-17 17:00:00, None,33
278.9,2020-08-17 18:00:00, None,33
307.9,2020-08-17 19:00:00, None,33
316.7,2020-08-17 20:00:00, None,33
225.1,2020-08-17 21:00:00, None,33
253.4,2020-08-17 22:00:00, None,33
255.4,2020-08-17 23:00:00, None,33
233.9,2020-08-18 00:00:00, None,33
109.4,2020-08-18 01:00:00, None,33
203.5,2020-08-18 02:00:00, None,33
151.3,2020-08-18 03:00:00, None,33
141.6,2020-08-18 04:00:00, None,33
150.9,2020-08-18 05:00:00, None,33
138.0,2020-08-18 06:00:00, None,33
142.0,2020-08-18 07:00:00, None,33
148.2,2020-08-18 08:00:00, None,33
136.7,2020-08-18 09:00:00, None,33
125.4,2020-08-18 10:00:00, None,33
122.0,2020-08-18 11:00:00, None,33
113.6,2020-08-18 12:00:00, None,33
115.2,2020-08-18 13:00:00, None,33
191.8,2020-08-18 14:00:00, None,33
216.7,2020-08-18 15:00:00, None,33
235.5,2020-08-18 16:00:00, None,33
235.3,2020-08-18 17:00:00, None,33
230.7,2020-08-18 18:00:00, None,33
222.8,2020-08-18 19:00:00, None,33
227.8,2020-08-18 20:00:00, None,33
231.9,2020-08-18 21:00:00, None,33
248.0,2020-08-18 22:00:00, None,33
110.6,2020-08-18 23:00:00, None,33
