WDIR_VECT,time,HUMIDITY,week_of_year
174.5,2020-08-12 00:00:00,91.8,33
166.2,2020-08-12 01:00:00,94.1,33
119.1,2020-08-12 02:00:00,93.1,33
135.2,2020-08-12 03:00:00,92.0,33
105.7,2020-08-12 04:00:00,93.1,33
110.0,2020-08-12 05:00:00,90.8,33
101.1,2020-08-12 06:00:00,89.8,33
116.5,2020-08-12 07:00:00,88.1,33
138.6,2020-08-12 08:00:00,82.3,33
169.8,2020-08-12 09:00:00,76.3,33
173.4,2020-08-12 10:00:00,68.9,33
152.5,2020-08-12 11:00:00,67.6,33
168.4,2020-08-12 12:00:00,63.3,33
181.7,2020-08-12 13:00:00,60.0,33
168.8,2020-08-12 14:00:00,57.1,33
197.0,2020-08-12 15:00:00,55.1,33
151.6,2020-08-12 16:00:00,55.2,33
159.9,2020-08-12 17:00:00,58.5,33
156.3,2020-08-12 18:00:00,61.8,33
348.7,2020-08-12 19:00:00,71.3,33
1.3,2020-08-12 20:00:00,82.3,33
356.8,2020-08-12 21:00:00,85.8,33
332.1,2020-08-12 22:00:00,88.0,33
332.4,2020-08-12 23:00:00,90.2,33
324.4,2020-08-13 00:00:00,91.9,33
109.9,2020-08-13 01:00:00,92.7,33
54.7,2020-08-13 02:00:00,92.3,33
341.5,2020-08-13 03:00:00,93.6,33
328.1,2020-08-13 04:00:00,94.5,33
325.9,2020-08-13 05:00:00,95.7,33
94.8,2020-08-13 06:00:00,96.0,33
112.9,2020-08-13 07:00:00,89.9,33
344.6,2020-08-13 08:00:00,80.5,33
300.7,2020-08-13 09:00:00,72.0,33
335.7,2020-08-13 10:00:00,64.3,33
313.0,2020-08-13 11:00:00,56.7,33
315.6,2020-08-13 12:00:00,50.2,33
329.9,2020-08-13 13:00:00,43.0,33
335.5,2020-08-13 14:00:00,43.8,33
346.4,2020-08-13 15:00:00,44.1,33
346.9,2020-08-13 16:00:00,39.9,33
335.4,2020-08-13 17:00:00,42.5,33
338.3,2020-08-13 18:00:00,47.0,33
344.3,2020-08-13 19:00:00,54.3,33
348.8,2020-08-13 20:00:00,61.3,33
355.0,2020-08-13 21:00:00,71.7,33
113.7,2020-08-13 22:00:00,82.4,33
108.4,2020-08-13 23:00:00,79.2,33
108.7,2020-08-14 00:00:00,76.9,33
330.7,2020-08-14 01:00:00,79.7,33
325.2,2020-08-14 02:00:00,84.2,33
334.2,2020-08-14 03:00:00,85.8,33
315.2,2020-08-14 04:00:00,86.5,33
152.1,2020-08-14 05:00:00,82.0,33
146.4,2020-08-14 06:00:00,75.7,33
323.3,2020-08-14 07:00:00,81.9,33
313.3,2020-08-14 08:00:00,79.9,33
321.5,2020-08-14 09:00:00,76.1,33
277.4,2020-08-14 10:00:00,68.4,33
161.5,2020-08-14 11:00:00,58.4,33
161.0,2020-08-14 12:00:00,58.7,33
173.4,2020-08-14 13:00:00,55.9,33
172.7,2020-08-14 14:00:00,48.8,33
171.1,2020-08-14 15:00:00,48.2,33
167.9,2020-08-14 16:00:00,48.9,33
190.8,2020-08-14 17:00:00,50.3,33
181.7,2020-08-14 18:00:00,54.7,33
172.7,2020-08-14 19:00:00,58.8,33
351.2,2020-08-14 20:00:00,72.0,33
339.4,2020-08-14 21:00:00,79.6,33
321.1,2020-08-14 22:00:00,85.3,33
326.3,2020-08-14 23:00:00,89.1,33
106.6,2020-08-15 00:00:00,89.8,33
18.3,2020-08-15 01:00:00,90.5,33
336.6,2020-08-15 02:00:00,92.3,33
350.4,2020-08-15 03:00:00,93.1,33
334.0,2020-08-15 04:00:00,93.5,33
341.5,2020-08-15 05:00:00,94.1,33
316.5,2020-08-15 06:00:00,93.2,33
195.4,2020-08-15 07:00:00,90.1,33
281.9,2020-08-15 08:00:00,82.7,33
153.5,2020-08-15 09:00:00,73.0,33
136.7,2020-08-15 10:00:00,64.6,33
156.5,2020-08-15 11:00:00,54.3,33
144.8,2020-08-15 12:00:00,41.4,33
133.4,2020-08-15 13:00:00,34.1,33
122.0,2020-08-15 14:00:00,32.7,33
142.8,2020-08-15 15:00:00,30.5,33
161.2,2020-08-15 16:00:00,29.7,33
148.2,2020-08-15 17:00:00,31.5,33
145.7,2020-08-15 18:00:00,38.0,33
102.5,2020-08-15 19:00:00,49.1,33
110.2,2020-08-15 20:00:00,50.8,33
121.6,2020-08-15 21:00:00,62.0,33
152.8,2020-08-15 22:00:00,68.7,33
150.8,2020-08-15 23:00:00,72.1,33
241.0,2020-08-16 00:00:00,80.7,33
132.4,2020-08-16 01:00:00,83.5,33
139.1,2020-08-16 02:00:00,83.6,33
151.0,2020-08-16 03:00:00,85.5,33
22.9,2020-08-16 04:00:00,89.2,33
199.6,2020-08-16 05:00:00,91.5,33
129.5,2020-08-16 06:00:00,86.5,33
47.7,2020-08-16 07:00:00,77.5,33
185.8,2020-08-16 08:00:00,65.6,33
168.5,2020-08-16 09:00:00,57.2,33
159.2,2020-08-16 10:00:00,48.6,33
154.0,2020-08-16 11:00:00,40.6,33
148.0,2020-08-16 12:00:00,34.2,33
149.5,2020-08-16 13:00:00,29.7,33
156.4,2020-08-16 14:00:00,27.1,33
158.5,2020-08-16 15:00:00,25.3,33
156.1,2020-08-16 16:00:00,23.3,33
144.7,2020-08-16 17:00:00,24.7,33
135.0,2020-08-16 18:00:00,25.1,33
144.6,2020-08-16 19:00:00,27.5,33
64.6,2020-08-16 20:00:00,45.4,33
187.2,2020-08-16 21:00:00,55.8,33
144.2,2020-08-16 22:00:00,65.4,33
194.6,2020-08-16 23:00:00,67.2,33
141.0,2020-08-17 00:00:00,66.0,33
129.2,2020-08-17 01:00:00,61.0,33
128.5,2020-08-17 02:00:00,60.3,33
120.0,2020-08-17 03:00:00,65.5,33
144.3,2020-08-17 04:00:00,67.9,33
154.3,2020-08-17 05:00:00,68.3,33
151.1,2020-08-17 06:00:00,66.7,33
31.6,2020-08-17 07:00:00,66.7,33
338.5,2020-08-17 08:00:00,78.9,33
170.8,2020-08-17 09:00:00,86.2,33
174.0,2020-08-17 10:00:00,72.2,33
176.6,2020-08-17 11:00:00,67.1,33
153.6,2020-08-17 12:00:00,54.0,33
155.4,2020-08-17 13:00:00,46.3,33
153.2,2020-08-17 14:00:00,46.9,33
180.4,2020-08-17 15:00:00,49.7,33
