WDIR_VECT,time,HUMIDITY,week_of_year
224.9,2020-10-21 00:00:00, 100.0,43
230.3,2020-10-21 01:00:00, 100.0,43
238.3,2020-10-21 02:00:00, 99.9,43
190.8,2020-10-21 03:00:00, 99.6,43
150.9,2020-10-21 04:00:00, 97.8,43
206.1,2020-10-21 05:00:00, 93.8,43
176.2,2020-10-21 06:00:00, 90.6,43
175.4,2020-10-21 07:00:00, 89.7,43
145.3,2020-10-21 08:00:00, 88.6,43
133.1,2020-10-21 09:00:00, 86.3,43
135.6,2020-10-21 10:00:00, 86.9,43
145.0,2020-10-21 11:00:00, 85.1,43
126.0,2020-10-21 12:00:00, 83.2,43
124.1,2020-10-21 13:00:00, 78.4,43
134.9,2020-10-21 14:00:00, 72.8,43
125.9,2020-10-21 15:00:00, 70.3,43
177.3,2020-10-21 16:00:00, 75.5,43
244.7,2020-10-21 17:00:00, 81.4,43
184.5,2020-10-21 18:00:00, 89.6,43
113.0,2020-10-21 19:00:00, 88.2,43
80.3,2020-10-21 20:00:00, 94.0,43
88.8,2020-10-21 21:00:00, 85.0,43
88.9,2020-10-21 22:00:00, 78.4,43
86.2,2020-10-21 23:00:00, 74.8,43
94.6,2020-10-22 00:00:00, 72.3,43
86.8,2020-10-22 01:00:00, 70.0,43
82.2,2020-10-22 02:00:00, 68.9,43
87.4,2020-10-22 03:00:00, 67.8,43
90.4,2020-10-22 04:00:00, 67.5,43
88.4,2020-10-22 05:00:00, 67.5,43
95.8,2020-10-22 06:00:00, 67.6,43
92.7,2020-10-22 07:00:00, 70.2,43
90.5,2020-10-22 08:00:00, 70.0,43
101.9,2020-10-22 09:00:00, 68.5,43
97.7,2020-10-22 10:00:00, 66.4,43
108.8,2020-10-22 11:00:00, 62.8,43
113.4,2020-10-22 12:00:00, 61.3,43
110.2,2020-10-22 13:00:00, 60.5,43
104.7,2020-10-22 14:00:00, 60.1,43
111.8,2020-10-22 15:00:00, 60.7,43
105.2,2020-10-22 16:00:00, 62.6,43
101.6,2020-10-22 17:00:00, 62.8,43
97.2,2020-10-22 18:00:00, 63.7,43
97.8,2020-10-22 19:00:00, 65.9,43
97.1,2020-10-22 20:00:00, 66.5,43
99.9,2020-10-22 21:00:00, 67.2,43
114.0,2020-10-22 22:00:00, 76.6,43
110.1,2020-10-22 23:00:00, 92.4,43
111.5,2020-10-23 00:00:00, 94.6,43
95.8,2020-10-23 01:00:00, 95.5,43
118.1,2020-10-23 02:00:00, 95.4,43
127.3,2020-10-23 03:00:00, 94.6,43
124.8,2020-10-23 04:00:00, 92.9,43
136.0,2020-10-23 05:00:00, 90.5,43
134.4,2020-10-23 06:00:00, 89.0,43
111.2,2020-10-23 07:00:00, 79.8,43
132.8,2020-10-23 08:00:00, 79.8,43
128.0,2020-10-23 09:00:00, 84.4,43
133.5,2020-10-23 10:00:00, 78.7,43
