ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,avg_air_temp_pst1hr
, None,-5.0, None,2017-03-20, None,8.5,12,,,,,,,,,,,,,,,,,,
4.6, 4.6,3.0, None,2017-03-21, None,6.5,12,,,,,,,,,,,,,,,,,,
1.6, 1.6,3.0, None,2017-03-22, None,11.0,12,,,,,,,,,,,,,,,,,,
3.6, 3.6,3.0, None,2017-03-24, None,6.0,12,,,,,,,,,,,,,,,,,,
,,,,2017-03-19 00:00:00,,,12,342.0, None, None,0.0, None,1.8, None,0.2, None, None, None,53.0,,,,,,
,,,,2017-03-19 01:00:00,,,12,222.0, None, None,0.0, None,6.0, None,-0.2, None, None, None,59.0,,,,,,
,,,,2017-03-19 02:00:00,,,12,207.0, None, None,0.0, None,6.3, None,0.3, None, None, None,53.0,,,,,,
,,,,2017-03-19 03:00:00,,,12,270.0, None, None,0.0, None,1.1, None,-1.1, None, None, None,63.0,,,,,,
,,,,2017-03-19 04:00:00,,,12,189.0, None, None,0.0, None,9.8, None,-0.7, None, None, None,57.0,,,,,,
,,,,2017-03-19 05:00:00,,,12,201.0, None, None,0.0, None,10.5, None,-0.7, None, None, None,56.0,,,,,,
,,,,2017-03-19 06:00:00,,,12,329.0, None, None,0.0, None,0.9, None,-1.7, None, None, None,58.0,,,,,,
,,,,2017-03-19 07:00:00,,,12,211.0, None, None,0.0, None,5.0, None,1.6, None, None, None,50.0,,,,,,
,,,,2017-03-19 08:00:00,,,12,203.0, None, None,0.0, None,12.7, None,3.7, None, None, None,43.0,,,,,,
,,,,2017-03-19 09:00:00,,,12,193.0, None, None,0.0, None,9.0, None,4.7, None, None, None,45.0,,,,,,
,,,,2017-03-19 10:00:00,,,12,220.0, None, None,0.0, None,14.2, None,5.5, None, None, None,42.0,,,,,,
,,,,2017-03-19 11:00:00,,,12,199.0, None, None,0.0, None,12.5, None,7.1, None, None, None,35.0,,,,,,
,,,,2017-03-19 12:00:00,,,12,197.0, None, None,0.0, None,11.2, None,7.4, None, None, None,39.0,,,,,,
,,,,2017-03-19 13:00:00,,,12,172.0, None, None,0.0, None,13.2, None,7.6, None, None, None,28.0,,,,,,
,,,,2017-03-19 14:00:00,,,12,179.0, None, None,0.0, None,12.4, None,8.2, None, None, None,25.0,,,,,,
,,,,2017-03-19 15:00:00,,,12,213.0, None, None,0.0, None,9.4, None,9.0, None, None, None,20.0,,,,,,
,,,,2017-03-19 16:00:00,,,12,188.0, None, None,0.0, None,8.2, None,8.7, None, None, None,21.0,,,,,,
,,,,2017-03-19 17:00:00,,,12,229.0, None, None,0.0, None,7.6, None,6.6, None, None, None,27.0,,,,,,
,,,,2017-03-19 18:00:00,,,12,350.0, None, None,0.0, None,6.1, None,5.1, None, None, None,29.0,,,,,,
,,,,2017-03-19 19:00:00,,,12,359.0, None, None,0.0, None,7.8, None,4.8, None, None, None,26.0,,,,,,
,,,,2017-03-19 20:00:00,,,12,352.0, None, None,0.0, None,6.6, None,4.2, None, None, None,27.0,,,,,,
,,,,2017-03-19 21:00:00,,,12,268.0, None, None,0.0, None,0.2, None,3.1, None, None, None,34.0,,,,,,
,,,,2017-03-19 22:00:00,,,12,29.0, None, None,0.0, None,6.6, None,2.2, None, None, None,36.0,,,,,,
,,,,2017-03-19 23:00:00,,,12,33.0, None, None,0.0, None,9.8, None,1.7, None, None, None,39.0,,,,,,
,,,,2017-03-20 00:00:00,,,12,46.0, None, None,0.0, None,6.1, None,0.8, None, None, None,42.0,,,,,,
,,,,2017-03-20 01:00:00,,,12,267.0, None, None,0.0, None,3.6, None,-0.3, None, None, None,45.0,,,,,,
,,,,2017-03-20 02:00:00,,,12,38.0, None, None,0.0, None,5.1, None,-0.5, None, None, None,46.0,,,,,,
,,,,2017-03-20 03:00:00,,,12,39.0, None, None,0.0, None,9.8, None,-1.2, None, None, None,60.0,,,,,,
,,,,2017-03-20 04:00:00,,,12,39.0, None, None,0.0, None,5.0, None,-2.1, None, None, None,65.0,,,,,,
,,,,2017-03-20 05:00:00,,,12,38.0, None, None,0.0, None,7.9, None,-2.3, None, None, None,69.0,,,,,,
,,,,2017-03-20 06:00:00,,,12,28.0, None, None,0.0, None,8.4, None,-2.4, None, None, None,66.0,,,,,,
,,,,2017-03-20 07:00:00,,,12,70.0, None, None,0.0, None,5.8, None,-1.0, None, None, None,64.0,,,,,,
,,,,2017-03-20 08:00:00,,,12,100.0, None, None,0.0, None,7.4, None,-0.1, None, None, None,66.0,,,,,,
,,,,2017-03-20 09:00:00,,,12,97.0, None, None,0.0, None,7.3, None,1.8, None, None, None,60.0,,,,,,
,,,,2017-03-20 10:00:00,,,12,79.0, None, None,0.0, None,11.8, None,2.0, None, None, None,48.0,,,,,,
,,,,2017-03-20 11:00:00,,,12,83.0, None, None,0.0, None,10.3, None,3.5, None, None, None,43.0,,,,,,
,,,,2017-03-20 12:00:00,,,12,106.0, None, None,0.0, None,13.6, None,4.5, None, None, None,39.0,,,,,,
,,,,2017-03-20 13:00:00,,,12,83.0, None, None,0.0, None,12.2, None,4.9, None, None, None,35.0,,,,,,
,,,,2017-03-20 14:00:00,,,12,77.0, None, None,0.0, None,7.2, None,5.0, None, None, None,32.0,,,,,,
,,,,2017-03-20 15:00:00,,,12,137.0, None, None,0.0, None,3.3, None,6.9, None, None, None,31.0,,,,,,
,,,,2017-03-20 16:00:00,,,12,199.0, None, None,0.0, None,3.2, None,6.0, None, None, None,32.0,,,,,,
,,,,2017-03-20 17:00:00,,,12,229.0, None, None,0.0, None,3.3, None,5.5, None, None, None,36.0,,,,,,
,,,,2017-03-20 18:00:00,,,12,310.0, None, None,0.0, None,2.4, None,4.6, None, None, None,43.0,,,,,,
,,,,2017-03-20 19:00:00,,,12,235.0, None, None,0.0, None,5.0, None,4.5, None, None, None,44.0,,,,,,
,,,,2017-03-20 20:00:00,,,12,19.0, None, None,0.0, None,8.2, None,4.8, None, None, None,39.0,,,,,,
,,,,2017-03-20 21:00:00,,,12,81.0, None, None,0.0, None,3.2, None,4.4, None, None, None,45.0,,,,,,
,,,,2017-03-20 22:00:00,,,12,71.0, None, None,0.0, None,5.6, None,3.7, None, None, None,56.0,,,,,,
,,,,2017-03-20 23:00:00,,,12,255.0, None, None,0.0, None,1.0, None,3.5, None, None, None,60.0,,,,,,
,,,,2017-03-21 00:00:00,,,12,257.0, None, None,0.0, None,2.6, None,3.3, None, None, None,58.0,,,,,,
,,,,2017-03-21 01:00:00,,,12,357.0, None, None,0.0, None,1.9, None,3.0, None, None, None,62.0,,,,,,
,,,,2017-03-21 02:00:00,,,12,347.0, None, None,0.0, None,0.1, None,3.4, None, None, None,58.0,,,,,,
,,,,2017-03-21 03:00:00,,,12,331.0, None, None,0.0, None,0.1, None,3.2, None, None, None,60.0,,,,,,
,,,,2017-03-21 04:00:00,,,12,300.0, None, None,0.0, None,0.0, None,2.9, None, None, None,64.0,,,,,,
,,,,2017-03-21 05:00:00,,,12,268.0, None, None,0.0, None,2.5, None,2.6, None, None, None,67.0,,,,,,
,,,,2017-03-21 06:00:00,,,12,312.0, None, None,0.0, None,0.2, None,2.5, None, None, None,67.0,,,,,,
,,,,2017-03-21 07:00:00,,,12,266.0, None, None,0.0, None,0.0, None,3.2, None, None, None,64.0,,,,,,
,,,,2017-03-21 08:00:00,,,12,216.0, None, None,0.0, None,3.5, None,3.5, None, None, None,64.0,,,,,,
,,,,2017-03-21 09:00:00,,,12,211.0, None, None,0.0, None,5.8, None,3.6, None, None, None,67.0,,,,,,
,,,,2017-03-21 10:00:00,,,12,216.0, None, None,0.0, None,2.7, None,3.1, None, None, None,78.0,,,,,,
,,,,2017-03-21 11:00:00,,,12,177.0, None, None,0.0, None,4.1, None,3.5, None, None, None,79.0,,,,,,
,,,,2017-03-21 12:00:00,,,12,96.0, None, None,0.6, None,0.4, None,2.4, None, None, None,90.0,,,,,,
,,,,2017-03-21 13:00:00,,,12,94.0, None, None,0.4, None,1.3, None,2.5, None, None, None,93.0,,,,,,
,,,,2017-03-21 14:00:00,,,12,96.0, None, None,0.0, None,3.6, None,2.7, None, None, None,93.0,,,,,,
,,,,2017-03-21 15:00:00,,,12,96.0, None, None,0.0, None,5.5, None,2.6, None, None, None,91.0,,,,,,
,,,,2017-03-21 16:00:00,,,12,82.0, None, None,0.0, None,4.2, None,2.8, None, None, None,91.0,,,,,,
,,,,2017-03-21 17:00:00,,,12,79.0, None, None,0.0, None,3.1, None,3.0, None, None, None,92.0,,,,,,
,,,,2017-03-21 18:00:00,,,12,355.0, None, None,0.4, None,3.8, None,2.6, None, None, None,93.0,,,,,,
,,,,2017-03-21 19:00:00,,,12,5.0, None, None,3.0, None,4.2, None,2.1, None, None, None,97.0,,,,,,
,,,,2017-03-21 20:00:00,,,12,245.0, None, None,0.0, None,2.9, None,1.9, None, None, None,99.0,,,,,,
,,,,2017-03-21 21:00:00,,,12,49.0, None, None,0.2, None,3.4, None,2.2, None, None, None,98.0,,,,,,
,,,,2017-03-21 22:00:00,,,12,297.0, None, None,0.0, None,1.9, None,1.9, None, None, None,99.0,,,,,,
,,,,2017-03-21 23:00:00,,,12,252.0, None, None,0.0, None,1.5, None,2.5, None, None, None,97.0,,,,,,
,,,,2017-03-22 00:00:00,,,12,282.0, None, None,0.0, None,0.4, None,2.4, None, None, None,97.0,,,,,,
