station_observations
time, tasmin, tasmax, pcp
2014-01-01 00:00:00, -2.6, 2.0, 0.7
2014-01-02 00:00:00, -5.1, -0.2, 6.0
2014-01-03 00:00:00, -6.4, -3.3, 0.8
2014-01-04 00:00:00, -6.7, -1.0, 0.0
2014-01-05 00:00:00, -8.3, 0.6, 0.0
2014-01-06 00:00:00, -3.0, 3.9, 0.0
2014-01-07 00:00:00, -2.2, 2.9, 2.1
2014-01-08 00:00:00, -2.2, 0.8, 3.9
2014-01-09 00:00:00, -5.1, -2.7, 3.8
2014-01-10 00:00:00, -6.3, -3.6, 8.6
2014-01-11 00:00:00, -6.8, -3.0, 15.1
2014-01-12 00:00:00, -6.7, -0.4, 11.4
2014-01-13 00:00:00, -4.2, -1.7, 0.1
2014-01-14 00:00:00, -1.6, 3.4, 14.4
2014-01-15 00:00:00, -1.7, 1.6, 0.5
2014-01-16 00:00:00, -0.1, 5.1, 0.2
2014-01-17 00:00:00, 1.4, 10.5, 0.0
2014-01-18 00:00:00, -2.3, 5.8, 0.9
2014-01-19 00:00:00, -5.7, 2.7, 0.0
2014-01-20 00:00:00, -5.4, 4.7, 0.9
2014-01-21 00:00:00, -1.6, 1.3, 0.0
2014-01-22 00:00:00, -1.2, 3.8, 0.0
2014-01-23 00:00:00, -0.4, 12.4, 0.0
2014-01-24 00:00:00, 3.8, 15.0, 0.0
2014-01-25 00:00:00, 4.0, 11.5, 0.0
2014-01-26 00:00:00, -6.2, 4.9, 0.0
2014-01-27 00:00:00, -8.0, -2.8, 0.0
2014-01-28 00:00:00, -6.6, 2.0, 2.1
2014-01-29 00:00:00, -5.8, 0.2, 1.2
2014-01-30 00:00:00, -16.6, -6.5, 1.1
2014-01-31 00:00:00, -16.1, -2.9, 0.0
2014-02-01 00:00:00, -14.6, -2.3, 0.0
2014-02-02 00:00:00, -17.2, -8.9, 0.5
2014-02-03 00:00:00, -19.7, -11.6, 0.7
2014-02-04 00:00:00, -22.7, -17.5, 0.2
2014-02-05 00:00:00, -24.2, -16.8, 0.0
2014-02-06 00:00:00, -23.1, -14.0, 0.0
2014-02-07 00:00:00, -23.4, -12.7, 0.0
2014-02-08 00:00:00, -22.0, -12.2, 0.0
2014-02-09 00:00:00, -23.3, -10.1, 0.0
2014-02-10 00:00:00, -15.6, -6.5, 11.6
2014-02-11 00:00:00, -7.3, -2.9, 14.6
2014-02-12 00:00:00, -6.0, -1.2, 1.6
2014-02-13 00:00:00, -5.1, -0.7, 4.1
2014-02-14 00:00:00, -6.2, 0.7, 5.9
2014-02-15 00:00:00, -8.0, 2.0, 3.1
2014-02-16 00:00:00, -8.4, -2.1, 8.1
2014-02-17 00:00:00, -8.6, -1.3, 0.5
2014-02-18 00:00:00, -9.0, -2.0, 5.0
2014-02-19 00:00:00, -9.0, -0.3, 8.9
2014-02-20 00:00:00, -10.7, -4.4, 10.4
2014-02-21 00:00:00, -11.0, -3.7, 0.3
2014-02-22 00:00:00, -15.4, -6.6, 2.8
2014-02-23 00:00:00, -22.8, -11.8, 0.0
2014-02-24 00:00:00, -20.3, -7.5, 0.0
2014-02-25 00:00:00, -18.8, -5.3, 0.0
2014-02-26 00:00:00, -14.7, 0.6, 0.0
2014-02-27 00:00:00, -6.3, -2.8, 0.0
2014-02-28 00:00:00, -18.2, -6.2, 0.0
2014-03-01 00:00:00, -25.5, -14.4, 0.0
2014-03-02 00:00:00, -23.9, -20.1, 4.4
2014-03-03 00:00:00, -23.0, -17.0, 2.3
2014-03-04 00:00:00, -24.3, -7.2, 1.1
2014-03-05 00:00:00, -22.4, -12.9, 2.7
2014-03-06 00:00:00, -16.5, -6.5, 1.4
2014-03-07 00:00:00, -10.1, 2.1, 11.1
2014-03-08 00:00:00, -0.9, 1.3, 12.8
2014-03-09 00:00:00, -3.4, 2.1, 3.6
2014-03-10 00:00:00, -6.2, 3.5, 0.4
2014-03-11 00:00:00, -6.6, 3.1, 0.0
2014-03-12 00:00:00, -4.3, 2.3, 3.5
2014-03-13 00:00:00, -7.3, 2.4, 0.1
2014-03-14 00:00:00, -4.6, 4.0, 7.1
2014-03-15 00:00:00, -5.5, 1.7, 21.1
2014-03-16 00:00:00, -6.1, 1.8, 14.8
2014-03-17 00:00:00, -10.0, 1.3, 0.4
2014-03-18 00:00:00, -4.5, 3.6, 1.2
2014-03-19 00:00:00, -7.8, 1.8, 1.6
2014-03-20 00:00:00, -9.2, 3.1, 1.5
2014-03-21 00:00:00, -10.9, -1.8, 1.2
2014-03-22 00:00:00, -9.0, -4.3, 4.1
2014-03-23 00:00:00, -10.0, -0.5, 0.1
2014-03-24 00:00:00, -9.7, -5.3, 6.5
2014-03-25 00:00:00, -9.1, -3.1, 9.0
2014-03-26 00:00:00, -10.9, -3.6, 2.4
2014-03-27 00:00:00, -12.8, -0.6, 0.8
2014-03-28 00:00:00, -10.4, -3.4, 4.3
2014-03-29 00:00:00, -6.9, -0.6, 2.8
2014-03-30 00:00:00, -6.9, 0.7, 0.4
2014-03-31 00:00:00, -11.2, 6.0, 0.0
2014-04-01 00:00:00, -8.1, 6.0, 0.1
2014-04-02 00:00:00, -5.3, 3.8, 0.0
2014-04-03 00:00:00, -4.0, 2.2, 6.0
2014-04-04 00:00:00, -2.9, 5.8, 0.6
2014-04-05 00:00:00, -2.9, 3.2, 3.3
2014-04-06 00:00:00, -3.1, 2.7, 8.3
2014-04-07 00:00:00, 0.0, 8.3, 2.1
2014-04-08 00:00:00, -4.4, 4.7, 5.7
2014-04-09 00:00:00, -4.6, 2.1, 0.0
2014-04-10 00:00:00, -2.1, 6.6, 0.3
2014-04-11 00:00:00, -2.3, 7.8, 0.4
2014-04-12 00:00:00, -4.0, 8.8, 0.1
2014-04-13 00:00:00, -2.7, 13.4, 0.0
2014-04-14 00:00:00, -1.8, 7.7, 1.8
2014-04-15 00:00:00, -3.7, 4.9, 0.6
2014-04-16 00:00:00, -5.6, 4.7, 4.3
2014-04-17 00:00:00, -2.4, 5.9, 3.8
2014-04-18 00:00:00, -4.7, 7.3, 0.3
2014-04-19 00:00:00, -3.4, 8.4, 2.4
