RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
22.41, None, None, None,6.877,236.2, None, None,-23.0, None, None, None, None, None, None, None, None,-6.547, None, None, None, None,15.18, None, None, None, None, None,2019-12-03 00:00:00, None,49
22.36, None, None, None,6.11,251.0, None, None,-23.0, None, None, None, None, None, None, None, None,-6.35, None, None, None, None,20.17, None, None, None, None, None,2019-12-03 01:00:00, None,49
22.37, None, None, None,5.968,261.0, None, None,-23.0, None, None, None, None, None, None, None, None,-6.389, None, None, None, None,23.22, None, None, None, None, None,2019-12-03 02:00:00, None,49
22.26, None, None, None,5.976,272.0, None, None,-22.0, None, None, None, None, None, None, None, None,-6.037, None, None, None, None,20.04, None, None, None, None, None,2019-12-03 03:00:00, None,49
22.23, None, None, None,6.556,274.0, None, None,-22.0, None, None, None, None, None, None, None, None,-5.948, None, None, None, None,22.32, None, None, None, None, None,2019-12-03 04:00:00, None,49
22.17, None, None, None,6.437,277.5, None, None,-22.0, None, None, None, None, None, None, None, None,-5.743, None, None, None, None,22.27, None, None, None, None, None,2019-12-03 05:00:00, None,49
22.2, None, None, None,6.791,280.0, None, None,-22.0, None, None, None, None, None, None, None, None,-5.83, None, None, None, None,17.3, None, None, None, None, None,2019-12-03 06:00:00, None,49
22.13, None, None, None,6.716,275.0, None, None,-22.0, None, None, None, None, None, None, None, None,-5.615, None, None, None, None,20.3, None, None, None, None, None,2019-12-03 07:00:00, None,49
21.91, None, None, None,5.58,275.5, None, None,-21.0, None, None, None, None, None, None, None, None,-4.857, None, None, None, None,24.7, None, None, None, None, None,2019-12-03 08:00:00, None,49
21.81, None, None, None,6.844,276.1, None, None,-21.0, None, None, None, None, None, None, None, None,-4.527, None, None, None, None,23.18, None, None, None, None, None,2019-12-03 09:00:00, None,49
21.72, None, None, None,7.87,271.1, None, None,-21.0, None, None, None, None, None, None, None, None,-4.228, None, None, None, None,23.87, None, None, None, None, None,2019-12-03 10:00:00, None,49
21.67, None, None, None,9.69,273.1, None, None,-21.0, None, None, None, None, None, None, None, None,-4.054, None, None, None, None,22.57, None, None, None, None, None,2019-12-03 11:00:00, None,49
21.6, None, None, None,8.75,271.8, None, None,-21.0, None, None, None, None, None, None, None, None,-3.823, None, None, None, None,23.9, None, None, None, None, None,2019-12-03 12:00:00, None,49
21.63, None, None, None,9.6,278.0, None, None,-21.0, None, None, None, None, None, None, None, None,-3.939, None, None, None, None,19.72, None, None, None, None, None,2019-12-03 13:00:00, None,49
21.58, None, None, None,9.9,278.6, None, None,-21.0, None, None, None, None, None, None, None, None,-3.774, None, None, None, None,20.4, None, None, None, None, None,2019-12-03 14:00:00, None,49
21.5, None, None, None,8.8,277.9, None, None,-20.0, None, None, None, None, None, None, None, None,-3.504, None, None, None, None,20.52, None, None, None, None, None,2019-12-03 15:00:00, None,49
21.61, None, None, None,8.15,277.9, None, None,-21.0, None, None, None, None, None, None, None, None,-3.88, None, None, None, None,19.52, None, None, None, None, None,2019-12-03 16:00:00, None,49
21.59, None, None, None,8.25,281.8, None, None,-21.0, None, None, None, None, None, None, None, None,-3.601, None, None, None, None,17.91, None, None, None, None, None,2019-12-03 17:00:00, None,49
21.53, None, None, None,7.39,277.3, None, None,-21.0, None, None, None, None, None, None, None, None,-3.6, None, None, None, None,22.84, None, None, None, None, None,2019-12-03 18:00:00, None,49
21.58, None, None, None,8.13,268.8, None, None,-20.0, None, None, None, None, None, None, None, None,-3.542, None, None, None, None,22.86, None, None, None, None, None,2019-12-03 19:00:00, None,49
21.41, None, None, None,8.52,265.4, None, None,-20.0, None, None, None, None, None, None, None, None,-3.196, None, None, None, None,22.89, None, None, None, None, None,2019-12-03 20:00:00, None,49
21.35, None, None, None,8.54,272.5, None, None,-20.0, None, None, None, None, None, None, None, None,-3.005, None, None, None, None,22.33, None, None, None, None, None,2019-12-03 21:00:00, None,49
21.38, None, None, None,7.07,270.3, None, None,-20.0, None, None, None, None, None, None, None, None,-3.091, None, None, None, None,25.0, None, None, None, None, None,2019-12-03 22:00:00, None,49
21.4, None, None, None,7.17,265.3, None, None,-20.0, None, None, None, None, None, None, None, None,-3.179, None, None, None, None,24.77, None, None, None, None, None,2019-12-03 23:00:00, None,49
21.4, None, None, None,7.84,263.5, None, None,-20.0, None, None, None, None, None, None, None, None,-3.17, None, None, None, None,24.62, None, None, None, None, None,2019-12-04 00:00:00, None,49
21.37, None, None, None,8.47,262.3, None, None,-20.0, None, None, None, None, None, None, None, None,-3.083, None, None, None, None,22.88, None, None, None, None, None,2019-12-04 01:00:00, None,49
21.46, None, None, None,9.47,264.5, None, None,-20.0, None, None, None, None, None, None, None, None,-3.141, None, None, None, None,22.42, None, None, None, None, None,2019-12-04 02:00:00, None,49
21.41, None, None, None,8.62,265.4, None, None,-20.0, None, None, None, None, None, None, None, None,-2.985, None, None, None, None,23.44, None, None, None, None, None,2019-12-04 03:00:00, None,49
21.33, None, None, None,7.74,266.7, None, None,-20.0, None, None, None, None, None, None, None, None,-3.139, None, None, None, None,23.18, None, None, None, None, None,2019-12-04 04:00:00, None,49
21.5, None, None, None,6.539,269.4, None, None,-20.0, None, None, None, None, None, None, None, None,-3.292, None, None, None, None,24.48, None, None, None, None, None,2019-12-04 05:00:00, None,49
21.42, None, None, None,6.018,269.2, None, None,-20.0, None, None, None, None, None, None, None, None,-3.236, None, None, None, None,23.6, None, None, None, None, None,2019-12-04 06:00:00, None,49
21.55, None, None, None,5.42,274.6, None, None,-20.0, None, None, None, None, None, None, None, None,-3.456, None, None, None, None,22.46, None, None, None, None, None,2019-12-04 07:00:00, None,49
21.49, None, None, None,5.863,273.8, None, None,-20.0, None, None, None, None, None, None, None, None,-3.466, None, None, None, None,22.09, None, None, None, None, None,2019-12-04 08:00:00, None,49
21.57, None, None, None,6.809,272.6, None, None,-20.0, None, None, None, None, None, None, None, None,-3.514, None, None, None, None,22.59, None, None, None, None, None,2019-12-04 09:00:00, None,49
21.42, None, None, None,5.071,277.6, None, None,-20.0, None, None, None, None, None, None, None, None,-3.236, None, None, None, None,22.83, None, None, None, None, None,2019-12-04 10:00:00, None,49
21.47, None, None, None,4.959,273.2, None, None,-20.0, None, None, None, None, None, None, None, None,-3.205, None, None, None, None,23.22, None, None, None, None, None,2019-12-04 11:00:00, None,49
21.5, None, None, None,6.559,293.6, None, None,-20.0, None, None, None, None, None, None, None, None,-3.504, None, None, None, None,19.29, None, None, None, None, None,2019-12-04 12:00:00, None,49
21.61, None, None, None,5.691,297.8, None, None,-21.0, None, None, None, None, None, None, None, None,-3.879, None, None, None, None,15.67, None, None, None, None, None,2019-12-04 13:00:00, None,49
21.8, None, None, None,4.691,291.9, None, None,-21.0, None, None, None, None, None, None, None, None,-4.488, None, None, None, None,20.19, None, None, None, None, None,2019-12-04 14:00:00, None,49
22.07, None, None, None,4.001,296.3, None, None,-22.0, None, None, None, None, None, None, None, None,-5.186, None, None, None, None,20.9, None, None, None, None, None,2019-12-04 15:00:00, None,49
22.26, None, None, None,3.451,305.9, None, None,-22.0, None, None, None, None, None, None, None, None,-6.035, None, None, None, None,16.5, None, None, None, None, None,2019-12-04 16:00:00, None,49
22.63, None, None, None,1.041,295.7, None, None,-23.0, None, None, None, None, None, None, None, None,-7.28, None, None, None, None,24.84, None, None, None, None, None,2019-12-04 17:00:00, None,49
22.86, None, None, None,1.755,298.0, None, None,-24.0, None, None, None, None, None, None, None, None,-8.05, None, None, None, None,24.76, None, None, None, None, None,2019-12-04 18:00:00, None,49
22.91, None, None, None,1.798,301.3, None, None,-24.0, None, None, None, None, None, None, None, None,-8.2, None, None, None, None,21.49, None, None, None, None, None,2019-12-04 19:00:00, None,49
23.13, None, None, None,0.974,291.0, None, None,-25.0, None, None, None, None, None, None, None, None,-8.92, None, None, None, None,15.54, None, None, None, None, None,2019-12-04 20:00:00, None,49
23.3, None, None, None,2.025,290.9, None, None,-25.0, None, None, None, None, None, None, None, None,-9.51, None, None, None, None,9.01, None, None, None, None, None,2019-12-04 21:00:00, None,49
23.36, None, None, None,1.928,292.6, None, None,-25.0, None, None, None, None, None, None, None, None,-9.71, None, None, None, None,12.76, None, None, None, None, None,2019-12-04 22:00:00, None,49
23.58, None, None, None,0.877,272.7, None, None,-26.0, None, None, None, None, None, None, None, None,-10.43, None, None, None, None,19.73, None, None, None, None, None,2019-12-04 23:00:00, None,49
