CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None,-2.542, None, None, None, None, None,24.26, None,18.78,208.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-03 00:00:00, None, None, 52.78,49
None,-2.542, None, None, None, None, None,24.27, None,18.01,206.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-03 01:00:00, None, None, 53.3,49
None,-2.444, None, None, None, None, None,23.88, None,19.76,205.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-03 02:00:00, None, None, 54.29,49
None,-2.491, None, None, None, None, None,27.0, None,14.89,212.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-03 03:00:00, None, None, 54.47,49
None,-2.591, None, None, None, None, None,25.62, None,11.93,212.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-03 04:00:00, None, None, 55.19,49
None,-2.696, None, None, None, None, None,28.06, None,7.776,223.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-03 05:00:00, None, None, 57.91,49
None,-2.869, None, None, None, None, None,22.59, None,6.932,221.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-03 06:00:00, None, None, 61.24,49
None,-2.883, None, None, None, None, None,25.03, None,6.744,221.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-03 07:00:00, None, None, 63.99,49
None,-2.932, None, None, None, None, None,22.08, None,5.821,218.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-03 08:00:00, None, None, 66.73,49
None,-2.834, None, None, None, None, None,23.54, None,7.02,218.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-03 09:00:00, None, None, 67.24,49
None,-2.737, None, None, None, None, None,23.01, None,10.28,211.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-03 10:00:00, None, None, 70.21,49
None,-2.591, None, None, None, None, None,21.93, None,9.95,210.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-03 11:00:00, None, None, 71.51,49
None,-2.271, None, None, None, None, None,21.04, None,8.17,209.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-03 12:00:00, None, None, 72.23,49
None,-1.908, None, None, None, None, None,33.01, None,4.709,224.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-03 13:00:00, None, None, None,49
None,-1.908, None, None, None, None, None,39.92, None,4.741,229.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-03 14:00:00, None, None, 73.87,49
None,-1.81, None, None, None, None, None,37.6, None,7.524,214.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-03 15:00:00, None, None, None,49
None,-1.365, None, None, None, None, None,27.79, None,14.01,209.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-03 16:00:00, None, None, 78.05,49
None,-1.079, None, None, None, None, None,25.32, None,17.49,200.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-03 17:00:00, None, None, 78.07,49
None,-0.786, None, None, None, None, None,26.96, None,15.97,202.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-03 18:00:00, None, None, 76.88,49
None,-0.786, None, None, None, None, None,25.09, None,19.08,200.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-03 19:00:00, None, None, 76.68,49
None,-0.883, None, None, None, None, None,25.21, None,17.73,201.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-03 20:00:00, None, None, 75.82,49
None,-1.077, None, None, None, None, None,26.82, None,15.47,203.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-03 21:00:00, None, None, 75.64,49
None,-1.517, None, None, None, None, None,27.12, None,16.79,205.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-03 22:00:00, None, None, 80.7,49
None,-3.018, None, None, None, None, None,39.14, None,8.64,220.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-03 23:00:00, None, None, 81.4,49
None,-3.664, None, None, None, None, None,45.3, None,5.083,234.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-04 00:00:00, None, None, 81.6,49
None,-4.247, None, None, None, None, None,49.71, None,4.281,239.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-04 01:00:00, None, None, 81.4,49
None,-4.673, None, None, None, None, None,47.78, None,2.414,234.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-04 02:00:00, None, None, 80.8,49
None,-5.236, None, None, None, None, None,51.79, None,2.166,245.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-04 03:00:00, None, None, 80.9,49
None,-5.974, None, None, None, None, None,41.23, None,0.931,249.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-04 04:00:00, None, None, 80.6,49
