RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None, 3.152,310.5, None, None, None, 1008.0, None, None, None, None, None, 18.19, None, None, 2.023, None, None, None, None,39.61, None, None, None, None, None,2019-12-03 00:00:00, None,49
None, None, None, None, 3.119,348.7, None, None, None, 1009.0, None, None, None, None, None, 17.99, None, None, 1.449, None, None, None, None,31.97, None, None, None, None, None,2019-12-03 01:00:00, None,49
None, None, None, None, 3.202,0.99, None, None, None, 1009.0, None, None, None, None, None, 17.73, None, None, 1.439, None, None, None, None,25.49, None, None, None, None, None,2019-12-03 02:00:00, None,49
None, None, None, None, 0.764,351.1, None, None, None, 1011.0, None, None, None, None, None, 17.18, None, None, 0.597, None, None, None, None,57.57, None, None, None, None, None,2019-12-03 03:00:00, None,49
None, None, None, None, 0.847,10.07, None, None, None, 1009.0, None, None, None, None, None, 17.08, None, None, 0.366, None, None, None, None,64.45, None, None, None, None, None,2019-12-03 04:00:00, None,49
None, None, None, None, 0.776,91.3, None, None, None, 1009.0, None, None, None, None, None, 16.91, None, None, 0.003, None, None, None, None,56.88, None, None, None, None, None,2019-12-03 05:00:00, None,49
None, None, None, None, 0.559,115.2, None, None, None, 1009.0, None, None, None, None, None, 16.76, None, None, 0.089, None, None, None, None,58.04, None, None, None, None, None,2019-12-03 06:00:00, None,49
None, None, None, None, 0.871,127.9, None, None, None, 1009.0, None, None, None, None, None, 16.54, None, None, 0.48, None, None, None, None,30.98, None, None, None, None, None,2019-12-03 07:00:00, None,49
None, None, None, None, 0.864,119.5, None, None, None, 1008.0, None, None, None, None, None, 16.31, None, None, 0.101, None, None, None, None,37.89, None, None, None, None, None,2019-12-03 08:00:00, None,49
None, None, None, None, 0.938,143.5, None, None, None, 1008.0, None, None, None, None, None, 16.41, None, None, 0.043, None, None, None, None,51.61, None, None, None, None, None,2019-12-03 09:00:00, None,49
