pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 0.14, 0.265, None, None,66.56,1.971,173.8, None, None, None, None, None, None, -61.0,889.0, None, None, None,2019-12-03 00:00:00, None, 11.66, None,49
None, 0.377, 0.265, None, None,61.95,2.832,75.1, None, None, None, None, None, None, -60.0,889.0, None, None, None,2019-12-03 01:00:00, None, 10.69, None,49
None, 0.14, 0.265, None, None,64.37,2.862,20.67, None, None, None, None, None, None, -61.0,889.0, None, None, None,2019-12-03 02:00:00, None, 11.27, None,49
None, 2.93, 0.265, None, None,42.83,5.379,78.9, None, None, None, None, None, None, -59.0,889.0, None, None, None,2019-12-03 03:00:00, None, 10.8, None,49
None, 3.403, 0.265, None, None,56.93,3.2,46.71, None, None, None, None, None, None, -59.0,888.0, None, None, None,2019-12-03 04:00:00, None, 10.27, None,49
None, 3.973, 0.265, None, None,36.83,6.901,39.99, None, None, None, None, None, None, -58.0,888.0, None, None, None,2019-12-03 05:00:00, None, 10.14, None,49
None, 3.546, 0.265, None, None,60.81,3.244,55.72, None, None, None, None, None, None, -59.0,888.0, None, None, None,2019-12-03 06:00:00, None, 10.39, None,49
None, 4.21, 0.265, None, None,48.82,4.404,29.86, None, None, None, None, None, None, -58.0,888.0, None, None, None,2019-12-03 07:00:00, None, 10.5, None,49
None, 4.068, 0.265, None, None,65.87,2.036,21.49, None, None, None, None, None, None, -58.0,888.0, None, None, None,2019-12-03 08:00:00, None, 10.51, None,49
None, 4.115, 0.265, None, None,68.14,1.407,48.5, None, None, None, None, None, None, -58.0,888.0, None, None, None,2019-12-03 09:00:00, None, 10.7, None,49
None, 4.767, 0.265, None, None,65.28,2.193,51.62, None, None, None, None, None, None, -58.0,888.0, None, None, None,2019-12-03 10:00:00, None, 10.46, None,49
None, 6.037, 0.265, None, None,43.32,6.185,41.34, None, None, None, None, None, None, -57.0,888.0, None, None, None,2019-12-03 11:00:00, None, 10.53, None,49
None, 6.13, 0.265, None, None,27.24,11.48,38.22, None, None, None, None, None, None, -57.0,888.0, None, None, None,2019-12-03 12:00:00, None, 10.4, None,49
None, 6.036, 0.265, None, None,26.58,10.61,34.46, None, None, None, None, None, None, -57.0,887.0, None, None, None,2019-12-03 13:00:00, None, 10.4, None,49
None, 6.558, 0.265, None, None,50.26,6.486,40.51, None, None, None, None, None, None, -57.0,886.0, None, None, None,2019-12-03 14:00:00, None, 10.73, None,49
None, 6.463, 0.265, None, None,30.71,8.63,41.72, None, None, None, None, None, None, -57.0,886.0, None, None, None,2019-12-03 15:00:00, None, 10.29, None,49
None, 6.083, 0.265, None, None,73.1,1.396,27.75, None, None, None, None, None, None, -57.0,886.0, None, None, None,2019-12-03 16:00:00, None, 10.31, None,49
None, 6.273, 0.265, None, None,43.73,6.511,32.39, None, None, None, None, None, None, -57.0,885.0, None, None, None,2019-12-03 17:00:00, None, 10.61, None,49
None, 6.273, 0.265, None, None,75.1,1.022,215.0, None, None, None, None, None, None, -57.0,885.0, None, None, None,2019-12-03 18:00:00, None, 10.73, None,49
None, 5.419, 0.265, None, None,70.9,2.089,102.4, None, None, None, None, None, None, -58.0,884.0, None, None, None,2019-12-03 19:00:00, None, 10.11, None,49
None, 5.277, 0.265, None, None,76.7,0.75,40.56, None, None, None, None, None, None, -58.0,884.0, None, None, None,2019-12-03 20:00:00, None, 10.4, None,49
None, 5.573, 0.265, None, None,63.4,2.645,57.55, None, None, None, None, None, None, -58.0,885.0, None, None, None,2019-12-03 21:00:00, None, 10.34, None,49
None, 5.432, 0.265, None, None,57.66,3.485,44.6, None, None, None, None, None, None, -58.0,884.0, None, None, None,2019-12-03 22:00:00, None, 10.47, None,49
None, 5.099, 0.265, None, None,60.53,3.323,88.8, None, None, None, None, None, None, -58.0,885.0, None, None, None,2019-12-03 23:00:00, None, 10.19, None,49
None, 5.004, 0.265, None, None,54.09,3.789,121.7, None, None, None, None, None, None, -58.0,884.0, None, None, None,2019-12-04 00:00:00, None, 10.36, None,49
None, 3.916, 0.265, None, None,53.15,3.546,93.5, None, None, None, None, None, None, -59.0,884.0, None, None, None,2019-12-04 01:00:00, None, 10.15, None,49
None, 3.545, 0.265, None, None,49.7,4.404,99.3, None, None, None, None, None, None, -59.0,885.0, None, None, None,2019-12-04 02:00:00, None, 10.11, None,49
None, 3.213, 0.265, None, None,27.51,12.2,181.1, None, None, None, None, None, None, -59.0,884.0, None, None, None,2019-12-04 03:00:00, None, 10.17, None,49
None, 2.454, 0.265, None, None,34.39,3.81,170.3, None, None, None, None, None, None, -59.0,884.0, None, None, None,2019-12-04 04:00:00, None, 10.25, None,49
None, 0.792, 0.265, None, None,64.36,2.77,285.4, None, None, None, None, None, None, -60.0,884.0, None, None, None,2019-12-04 05:00:00, None, 10.35, None,49
None, -0.584, 0.265, None, None,35.34,7.01,336.2, None, None, None, None, None, None, -57.0,886.0, None, None, None,2019-12-04 06:00:00, None, 9.9, None,49
None, -1.469, 0.265, None, None,31.37,6.75,350.5, None, None, None, None, None, None, -58.0,887.0, None, None, None,2019-12-04 07:00:00, None, 12.84, None,49
None, -1.748, 0.266, None, None,25.91,4.663,308.6, None, None, None, None, None, None, -58.0,887.0, None, None, None,2019-12-04 08:00:00, None, 11.7, None,49
None, -1.7, 0.266, None, None,12.52,7.14,311.5, None, None, None, None, None, None, -58.0,888.0, None, None, None,2019-12-04 09:00:00, None, 14.27, None,49
None, -1.795, 0.266, None, None,32.78,3.472,316.7, None, None, None, None, None, None, -58.0,889.0, None, None, None,2019-12-04 10:00:00, None, 14.3, None,49
None, -1.89, 0.266, None, None,36.5,4.467,328.7, None, None, None, None, None, None, -58.0,889.0, None, None, None,2019-12-04 11:00:00, None, None, None,49
None, -1.608, 0.266, None, None,26.42,2.16,168.2, None, None, None, None, None, None, -58.0,889.0, None, None, None,2019-12-04 12:00:00, None, None, None,49
None, -1.663, 0.265, None, None,12.03,4.408,300.1, None, None, None, None, None, None, -58.0,890.0, None, None, None,2019-12-04 13:00:00, None, None, None,49
None, -1.047, 0.265, None, None,20.06,0.681,346.5, None, None, None, None, None, None, -57.0,890.0, None, None, None,2019-12-04 14:00:00, None, 11.92, None,49
None, -1.854, 0.265, None, None,7.83,2.541,328.4, None, None, None, None, None, None, -58.0,890.0, None, None, None,2019-12-04 15:00:00, None, 11.5, None,49
None, -2.318, 0.266, None, None,8.55,7.67,312.4, None, None, None, None, None, None, -58.0,890.0, None, None, None,2019-12-04 16:00:00, None, 12.32, None,49
None, -2.507, 0.266, None, None,22.97,4.969,332.2, None, None, None, None, None, None, -58.0,890.0, None, None, None,2019-12-04 17:00:00, None, 12.56, None,49
None, -2.745, 0.266, None, None,14.8,6.477,332.0, None, None, None, None, None, None, -58.0,891.0, None, None, None,2019-12-04 18:00:00, None, 12.85, None,49
None, -2.93, 0.266, None, None,11.25,7.09,322.0, None, None, None, None, None, None, -58.0,891.0, None, None, None,2019-12-04 19:00:00, None, 13.42, None,49
None, -3.304, 0.266, None, None,9.15,5.97,326.8, None, None, None, None, None, None, -59.0,891.0, None, None, None,2019-12-04 20:00:00, None, 11.17, None,49
None, -3.344, 0.266, None, None,80.0,0.062,279.4, None, None, None, None, None, None, -59.0,891.0, None, None, None,2019-12-04 21:00:00, None, 12.84, None,49
None, -3.719, 0.266, None, None,53.71,0.662,256.2, None, None, None, None, None, None, -59.0,892.0, None, None, None,2019-12-04 22:00:00, None, 13.92, None,49
None, -4.004, 0.199, None, None,52.76,0.572,323.3, None, None, None, None, None, None, -61.0,892.0, None, None, None,2019-12-04 23:00:00, None, 13.99, None,49
None, -4.196, 0.266, None, None,21.03,2.011,311.9, None, None, None, None, None, None, -59.0,893.0, None, None, None,2019-12-05 00:00:00, None, 13.26, None,49
None, -4.194, 0.266, None, None,41.48,1.83,160.7, None, None, None, None, None, None, -59.0,892.0, None, None, None,2019-12-05 01:00:00, None, 14.69, None,49
None, -4.574, 0.266, None, None,48.84,0.835,300.3, None, None, None, None, None, None, -59.0,893.0, None, None, None,2019-12-05 02:00:00, None, 14.05, None,49
None, -4.574, 0.266, None, None,79.0,0.028,63.9, None, None, None, None, None, None, -59.0,893.0, None, None, None,2019-12-05 03:00:00, None, 10.53, None,49
None, -4.527, 0.266, None, None,67.01,0.186,334.7, None, None, None, None, None, None, -59.0,893.0, None, None, None,2019-12-05 04:00:00, None, 10.01, None,49
None, -4.764, 0.266, None, None,27.93,0.633,351.9, None, None, None, None, None, None, -60.0,893.0, None, None, None,2019-12-05 05:00:00, None, 13.29, None,49
None, -5.144, 0.266, None, None,43.82,0.467,3.759, None, None, None, None, None, None, -60.0,893.0, None, None, None,2019-12-05 06:00:00, None, 13.38, None,49
None, -5.477, 0.266, None, None,33.42,1.28,321.6, None, None, None, None, None, None, -60.0,894.0, None, None, None,2019-12-05 07:00:00, None, 13.0, None,49
None, -5.809, 0.266, None, None,29.7,2.566,167.9, None, None, None, None, None, None, -60.0,894.0, None, None, None,2019-12-05 08:00:00, None, 13.12, None,49
None, -5.762, 0.266, None, None,40.97,1.615,164.2, None, None, None, None, None, None, -60.0,894.0, None, None, None,2019-12-05 09:00:00, None, 13.09, None,49
None, -5.714, 0.266, None, None,23.24,4.492,162.9, None, None, None, None, None, None, -60.0,894.0, None, None, None,2019-12-05 10:00:00, None, 13.2, None,49
None, -5.287, 0.266, None, None,57.16,1.223,165.2, None, None, None, None, None, None, -60.0,894.0, None, None, None,2019-12-05 11:00:00, None, 13.06, None,49
