AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1
,1.0, None,2016-02-05,-5.3,-1.8,6,,,,,
,0.0, None,2016-02-06,-9.9,-1.7,6,,,,,
,1.6, None,2016-02-07,-12.1,-4.8,6,,,,,
,7.4, None,2016-02-08,-5.1,1.4,6,,,,,
,9.0, None,2016-02-09,-5.5,2.1,6,,,,,
,0.0, None,2016-02-10,-2.4,5.0,6,,,,,
,0.0, None,2016-02-11,-4.7,3.1,6,,,,,
,,,2016-02-05 02:00:00, None, None,6, 464.0, 386.0, None, None, -3.6
,,,2016-02-05 03:00:00, None, None,6, 464.0, 386.0, None, None, -3.7
,,,2016-02-05 04:00:00, None, None,6, 464.0, 386.0, None, None, -4.0
,,,2016-02-05 05:00:00, None, None,6, 464.0, 386.0, None, None, -4.2
,,,2016-02-05 06:00:00, None, None,6, 464.0, 386.0, None, None, -4.2
,,,2016-02-05 07:00:00, None, None,6, 465.0, 386.0, None, None, -4.2
,,,2016-02-05 08:00:00, None, None,6, 466.0, 386.0, None, None, -4.3
,,,2016-02-05 09:00:00, None, None,6, 466.0, 387.0, None, None, -4.6
,,,2016-02-05 10:00:00, None, None,6, 466.0, 387.0, None, None, -4.9
,,,2016-02-05 11:00:00, None, None,6, 466.0, 387.0, None, None, -5.0
,,,2016-02-05 12:00:00, None, None,6, 466.0, 388.0, None, None, -5.1
,,,2016-02-05 13:00:00, None, None,6, 466.0, 388.0, None, None, -5.0
,,,2016-02-05 14:00:00, None, None,6, 466.0, 388.0, None, None, -5.3
,,,2016-02-05 15:00:00, None, None,6, 466.0, 389.0, None, None, -5.3
,,,2016-02-05 16:00:00, None, None,6, 466.0, 389.0, 626.0, None, -4.7
,,,2016-02-05 17:00:00, None, None,6, 466.0, 392.0, None, None, -4.6
,,,2016-02-05 18:00:00, None, None,6, 466.0, 392.0, None, None, -4.4
,,,2016-02-05 19:00:00, None, None,6, 466.0, 393.0, None, None, -3.2
,,,2016-02-05 20:00:00, None, None,6, 466.0, 395.0, None, None, -2.5
,,,2016-02-05 21:00:00, None, None,6, 466.0, 397.0, None, None, -2.4
,,,2016-02-05 22:00:00, None, None,6, 466.0, 397.0, None, None, -2.3
,,,2016-02-05 23:00:00, None, None,6, 466.0, 398.0, None, None, -2.4
,,,2016-02-06 00:00:00, None, None,6, 466.0, 399.0, None, None, -2.3
,,,2016-02-06 01:00:00, None, None,6, 466.0, 401.0, None, None, -2.6
,,,2016-02-06 02:00:00, None, None,6, 467.0, 406.0, None, None, -2.7
,,,2016-02-06 03:00:00, None, None,6, 467.0, 407.0, None, None, -2.3
,,,2016-02-06 04:00:00, None, None,6, 467.0, 407.0, None, None, -1.9
,,,2016-02-06 05:00:00, None, None,6, 467.0, 407.0, None, None, -2.1
,,,2016-02-06 06:00:00, None, None,6, 467.0, 406.0, None, None, -1.8
,,,2016-02-06 07:00:00, None, None,6, 467.0, 409.0, None, None, -2.2
,,,2016-02-06 08:00:00, None, None,6, 467.0, 409.0, None, None, -2.4
,,,2016-02-06 09:00:00, None, None,6, 467.0, 409.0, None, None, -1.9
,,,2016-02-06 10:00:00, None, None,6, 467.0, 408.0, None, None, -2.0
,,,2016-02-06 11:00:00, None, None,6, 467.0, 407.0, None, None, -2.6
,,,2016-02-06 12:00:00, None, None,6, 467.0, 402.0, None, None, -3.4
,,,2016-02-06 13:00:00, None, None,6, 467.0, 400.0, None, None, -4.1
,,,2016-02-06 14:00:00, None, None,6, 467.0, 398.0, None, None, -5.0
,,,2016-02-06 15:00:00, None, None,6, 467.0, 396.0, None, None, -5.2
,,,2016-02-06 16:00:00, None, None,6, 467.0, 395.0, 630.0, None, -5.2
,,,2016-02-06 17:00:00, None, None,6, 467.0, 394.0, None, None, -4.7
,,,2016-02-06 18:00:00, None, None,6, 467.0, 392.0, None, None, -4.4
,,,2016-02-06 19:00:00, None, None,6, 467.0, 392.0, None, None, -2.3
,,,2016-02-07 03:00:00, None, None,6, 468.0, None, None, None, -9.3
,,,2016-02-07 04:00:00, None, None,6, 468.0, 390.0, None, None, -9.9
,,,2016-02-07 11:00:00, None, None,6, 468.0, 385.0, None, None, -12.1
,,,2016-02-07 12:00:00, None, None,6, 468.0, 385.0, None, None, -12.1
,,,2016-02-07 13:00:00, None, None,6, 468.0, 385.0, None, None, -12.0
,,,2016-02-07 14:00:00, None, None,6, 468.0, 385.0, None, None, -11.4
,,,2016-02-07 15:00:00, None, None,6, 468.0, 385.0, None, None, -10.7
,,,2016-02-07 16:00:00, None, None,6, 468.0, 385.0, 630.0, None, -10.2
,,,2016-02-07 17:00:00, None, None,6, 468.0, 385.0, None, None, -9.6
