ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,snw_dpth
0.0,0.0,-8.0,0.0,2016-02-05,177.0,-3.0,6,,,,,,,,,,,,,
0.0,0.0,-9.5,0.0,2016-02-06,166.0,-4.5,6,,,,,,,,,,,,,
0.0,0.0,-12.0,0.0,2016-02-07,164.0,1.5,6,,,,,,,,,,,,,
0.0,0.0,-10.0,0.0,2016-02-08,164.0,4.0,6,,,,,,,,,,,,,
0.0,0.0,-2.5,0.0,2016-02-09,160.0,5.5,6,,,,,,,,,,,,,
1.0,0.0,-2.0,1.0,2016-02-10,158.0,3.0,6,,,,,,,,,,,,,
11.0,0.0,-5.0,11.0,2016-02-11,157.0,0.5,6,,,,,,,,,,,,,
0.0,0.0,-6.5,0.0,2016-02-05,95.0,1.0,6,,,,,,,,,,,,,
0.0,0.0,-2.5,0.0,2016-02-06,93.0,2.0,6,,,,,,,,,,,,,
0.0,0.0,-10.0,0.0,2016-02-07,90.0,-0.5,6,,,,,,,,,,,,,
0.0,0.0,-9.5,0.0,2016-02-08,91.0,2.0,6,,,,,,,,,,,,,
0.0,0.0,-3.0,0.0,2016-02-09,90.0,6.0,6,,,,,,,,,,,,,
0.0,0.0,-1.0,0.0,2016-02-10,85.0,3.0,6,,,,,,,,,,,,,
8.0,0.0,-3.5,8.0,2016-02-11,84.0,4.5,6,,,,,,,,,,,,,
0.0,0.0,-6.5,0.0,2016-02-05,189.0,-4.0,6,,,,,,,,,,,,,
0.0,0.0,-9.0,0.0,2016-02-06,185.0,-7.0,6,,,,,,,,,,,,,
0.0,0.0,-11.0,0.0,2016-02-07,185.0,0.5,6,,,,,,,,,,,,,
0.0,0.0,-6.0,0.0,2016-02-08,184.0,2.5,6,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,2016-02-09,182.0,3.0,6,,,,,,,,,,,,,
1.0,0.0,0.5,1.0,2016-02-10,178.0,0.5,6,,,,,,,,,,,,,
11.0,0.0,-5.0,11.0,2016-02-11,178.0,-1.5,6,,,,,,,,,,,,,
,,,,2016-02-05 00:00:00,,,6,178.0, None, None,0.0, None,3.4, None,-3.4, None, None, None,100.0,
,,,,2016-02-05 01:00:00,,,6,181.0, None, None,0.0, None,3.4, None,-3.3, None, None, None,100.0,
,,,,2016-02-05 02:00:00,,,6,138.0, None, None,0.0, None,3.9, None,-3.2, None, None, None,100.0,
,,,,2016-02-05 03:00:00,,,6,116.0, None, None,0.0, None,3.9, None,-3.4, None, None, None,100.0,
