pcpn_amt_pst24hrs,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
20.0,585.0, None,5.6,6.6,74.0, None, None, 0.0,447.0, None,2020-06-24 00:00:00, None,26
18.0,585.0, None,5.7,6.2,74.0, None, None, 0.0,444.0, None,2020-06-24 01:00:00, None,26
18.0,586.0, None,5.0,5.6,74.0, None, None, 1.0,443.0, None,2020-06-24 02:00:00, None,26
17.0,585.0, None,5.2,6.2,74.0, None, None, None,443.0, None,2020-06-24 03:00:00, None,26
14.0,583.0, None,5.9,5.9,74.0, None, None, None,441.0, None,2020-06-24 04:00:00, None,26
14.0,583.0, None,4.7,4.7,74.0, None, None, 0.0,439.0, None,2020-06-24 05:00:00, None,26
11.0,583.0, None,5.1,5.6,73.0, None, None, 0.0,438.0, None,2020-06-24 06:00:00, None,26
6.0,582.0, None,5.9,6.0,74.0, None, None, None,436.0, None,2020-06-24 07:00:00, None,26
11.0,587.0, None,7.5,8.8,72.0, None, None, 5.0,436.0, None,2020-06-24 08:00:00, None,26
11.0,587.0, None,7.7,7.7,72.0, None, None, 0.0,435.0, None,2020-06-24 09:00:00, None,26
10.0,587.0, None,8.9,9.3,72.0, None, None, 0.0,435.0, None,2020-06-24 10:00:00, None,26
8.0,587.0, None,8.7,8.3,70.0, None, None, 0.0,436.0, None,2020-06-24 11:00:00, None,26
6.0,587.0, None,10.0,10.2,70.0, None, None, 0.0,436.0, None,2020-06-24 12:00:00, None,26
9.0,589.0, None,9.1,9.3,69.0, None, None, 2.0,436.0, None,2020-06-24 13:00:00, None,26
7.0,588.0, None,8.4,8.9,72.0, None, None, None,435.0, None,2020-06-24 14:00:00, None,26
7.0,588.0, None,11.5,12.2,69.0, None, None, 0.0,433.0, None,2020-06-24 15:00:00, None,26
5.0,588.0, None,11.9,11.4,67.0, None, None, 0.0,432.0, None,2020-06-24 16:00:00, None,26
5.0,588.0, None,11.0,11.1,69.0, None, None, 0.0,430.0, None,2020-06-24 17:00:00, None,26
5.0,588.0, None,10.0,9.9,69.0, None, None, 0.0,428.0, None,2020-06-24 18:00:00, None,26
6.0,589.0, None,10.6,10.0,67.0, None, None, 1.0,427.0, None,2020-06-24 19:00:00, None,26
5.0,589.0, None,10.2,9.6,68.0, None, None, 0.0,425.0, None,2020-06-24 20:00:00, None,26
6.0,590.0, None,8.8,9.0,69.0, None, None, 1.0,422.0, None,2020-06-24 21:00:00, None,26
6.0,590.0, None,7.7,8.1,69.0, None, None, 0.0,420.0, None,2020-06-24 22:00:00, None,26
4.0,589.0, None,8.0,8.4,69.0, None, None, None,417.0, None,2020-06-24 23:00:00, None,26
4.0,589.0, None,8.1,8.6,70.0, None, None, 0.0,415.0, None,2020-06-25 00:00:00, None,26
4.0,589.0, None,7.8,8.3,69.0, None, None, 0.0,413.0, None,2020-06-25 01:00:00, None,26
3.0,589.0, None,7.7,8.1,69.0, None, None, 0.0,413.0, None,2020-06-25 02:00:00, None,26
4.0,589.0, None,7.2,7.4,69.0, None, None, 0.0,411.0, None,2020-06-25 03:00:00, None,26
6.0,589.0, None,6.8,7.0,69.0, None, None, 0.0,410.0, None,2020-06-25 04:00:00, None,26
6.0,589.0, None,6.9,7.0,69.0, None, None, 0.0,409.0, None,2020-06-25 05:00:00, None,26
6.0,589.0, None,6.3,6.4,69.0, None, None, 0.0,408.0, None,2020-06-25 06:00:00, None,26
7.0,589.0, None,7.2,7.2,69.0, None, None, 0.0,407.0, None,2020-06-25 07:00:00, None,26
1.0,588.0, None,8.7,9.6,69.0, None, None, None,407.0, None,2020-06-25 08:00:00, None,26
0.0,587.0, None,10.5,10.8,69.0, None, None, None,407.0, None,2020-06-25 09:00:00, None,26
1.0,588.0, None,11.4,11.3,67.0, None, None, 1.0,408.0, None,2020-06-25 10:00:00, None,26
1.0,588.0, None,12.1,11.9,66.0, None, None, 0.0,408.0, None,2020-06-25 11:00:00, None,26
1.0,588.0, None,13.3,13.0,66.0, None, None, 0.0,409.0, None,2020-06-25 12:00:00, None,26
None,588.0, None,11.8,12.0,65.0, None, None, 0.0,409.0, None,2020-06-25 13:00:00, None,26
0.0,588.0, None,11.6,11.6,66.0, None, None, 0.0,406.0, None,2020-06-25 14:00:00, None,26
0.0,588.0, None,11.3,11.3,66.0, None, None, 0.0,404.0, None,2020-06-25 15:00:00, None,26
0.0,588.0, None,11.4,11.4,65.0, None, None, 0.0,401.0, None,2020-06-25 16:00:00, None,26
None,587.0, None,13.7,13.7,64.0, None, None, None,398.0, None,2020-06-25 17:00:00, None,26
0.0,588.0, None,12.4,12.3,63.0, None, None, 1.0,397.0, None,2020-06-25 18:00:00, None,26
0.0,589.0, None,10.1,9.6,62.0, None, None, 1.0,394.0, None,2020-06-25 19:00:00, None,26
1.0,590.0, None,6.9,6.8,64.0, None, None, 1.0,391.0, None,2020-06-25 20:00:00, None,26
0.0,590.0, None,7.4,7.2,62.0, None, None, 0.0,388.0, None,2020-06-25 21:00:00, None,26
0.0,590.0, None,6.7,6.4,64.0, None, None, 0.0,385.0, None,2020-06-25 22:00:00, None,26
2.0,591.0, None,6.6,6.5,63.0, None, None, 1.0,383.0, None,2020-06-25 23:00:00, None,26
2.0,591.0, None,5.6,5.6,64.0, None, None, 0.0,382.0, None,2020-06-26 00:00:00, None,26
3.0,592.0, None,5.4,5.4,66.0, None, None, 1.0,381.0, None,2020-06-26 01:00:00, None,26
2.0,591.0, None,5.8,5.7,66.0, None, None, None,380.0, None,2020-06-26 02:00:00, None,26
