AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
-2.5, 1.4, -9.2,2021-11-26 00:00:00, None, -2.5,48
-2.7, None, None,2021-11-26 00:15:00, None, None,48
-2.8, None, None,2021-11-26 00:30:00, None, None,48
-2.8, None, None,2021-11-26 00:45:00, None, None,48
-3.1, None, None,2021-11-26 01:00:00, None, None,48
-2.9, None, None,2021-11-26 01:15:00, None, None,48
-3.3, None, None,2021-11-26 01:30:00, None, None,48
-3.5, None, None,2021-11-26 01:45:00, None, None,48
-3.8, None, None,2021-11-26 02:00:00, None, None,48
-3.8, None, None,2021-11-26 02:15:00, None, None,48
-4.0, None, None,2021-11-26 02:30:00, None, None,48
-3.9, None, None,2021-11-26 02:45:00, None, None,48
-4.0, None, None,2021-11-26 03:00:00, None, None,48
-4.1, None, None,2021-11-26 03:15:00, None, None,48
-4.2, None, None,2021-11-26 03:30:00, None, None,48
-4.2, None, None,2021-11-26 03:45:00, None, None,48
-4.8, None, None,2021-11-26 04:00:00, None, None,48
-5.2, None, None,2021-11-26 04:15:00, None, None,48
-5.7, None, None,2021-11-26 04:30:00, None, None,48
-5.8, None, None,2021-11-26 04:45:00, None, None,48
-6.0, None, None,2021-11-26 05:00:00, None, None,48
-6.3, None, None,2021-11-26 05:15:00, None, None,48
-6.3, None, None,2021-11-26 05:30:00, None, None,48
-6.6, None, None,2021-11-26 05:45:00, None, None,48
-6.8, None, None,2021-11-26 06:00:00, None, None,48
-6.7, None, None,2021-11-26 06:15:00, None, None,48
-6.8, None, None,2021-11-26 06:30:00, None, None,48
-6.8, None, None,2021-11-26 06:45:00, None, None,48
-7.1, None, None,2021-11-26 07:00:00, None, None,48
-7.8, None, None,2021-11-26 07:15:00, None, None,48
-7.8, None, None,2021-11-26 07:30:00, None, None,48
-8.1, None, None,2021-11-26 07:45:00, None, None,48
-8.1, None, None,2021-11-26 08:00:00, None, None,48
-8.3, None, None,2021-11-26 08:15:00, None, None,48
-8.1, None, None,2021-11-26 08:30:00, None, None,48
-8.3, None, None,2021-11-26 08:45:00, None, None,48
-8.4, None, None,2021-11-26 09:00:00, None, None,48
-8.5, None, None,2021-11-26 09:15:00, None, None,48
-8.5, None, None,2021-11-26 09:30:00, None, None,48
-8.7, None, None,2021-11-26 09:45:00, None, None,48
-8.5, None, None,2021-11-26 10:00:00, None, None,48
-8.3, None, None,2021-11-26 10:15:00, None, None,48
-8.1, None, None,2021-11-26 10:30:00, None, None,48
