CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, 4.726,73.71, None, None, None, None,7.28, None,2.808,233.3, None, None, None, None, None, None, None, None, None,2016-04-01 00:00:00, None, 327.1,14
None, 4.356,77.24, None, None, None, None,13.84, None,2.067,235.0, None, None, None, None, None, None, None, None, None,2016-04-01 01:00:00, None, 327.3,14
None, 4.396,79.31, None, None, None, None,21.68, None,0.751,212.9, None, None, None, None, None, None, None, None, None,2016-04-01 02:00:00, None, 327.0,14
None, 4.111,78.52, None, None, None, None,19.13, None,1.024,231.1, None, None, None, None, None, None, None, None, None,2016-04-01 03:00:00, None, 326.8,14
None, 3.88,78.54, None, None, None, None,16.48, None,1.537,231.3, None, None, None, None, None, None, None, None, None,2016-04-01 04:00:00, None, 326.9,14
None, 3.498,79.18, None, None, None, None,22.38, None,1.866,227.0, None, None, None, None, None, None, None, None, None,2016-04-01 05:00:00, None, 326.9,14
None, 3.381,76.8, None, None, None, None,5.866, None,2.716,238.0, None, None, None, None, None, None, None, None, None,2016-04-01 06:00:00, None, 326.4,14
None, 3.946,73.02, None, None, None, None,7.564, None,2.752,229.9, None, None, None, None, None, None, None, None, None,2016-04-01 07:00:00, None, 326.2,14
None, 4.365,72.55, None, None, None, None,6.139, None,2.337,235.3, None, None, None, None, None, None, None, None, None,2016-04-01 08:00:00, None, 326.4,14
None, 5.188,71.61, None, None, None, None,8.37, None,3.231,231.2, None, None, None, None, None, None, None, None, None,2016-04-01 09:00:00, None, 325.9,14
