AirTemp,ONE_DAY_PRECIPITATION,time,MIN_TEMP,MAX_TEMP,week_of_year
15.1, 0.0,2021-07-23 00:00:00, 16.3, 21.6,30
14.9, None,2021-07-23 00:15:00, None, None,30
14.8, None,2021-07-23 00:30:00, None, None,30
14.9, None,2021-07-23 00:45:00, None, None,30
14.6, None,2021-07-23 01:00:00, None, None,30
14.3, None,2021-07-23 01:15:00, None, None,30
13.9, None,2021-07-23 01:30:00, None, None,30
14.0, None,2021-07-23 01:45:00, None, None,30
13.9, None,2021-07-23 02:00:00, None, None,30
13.9, None,2021-07-23 02:15:00, None, None,30
13.9, None,2021-07-23 02:30:00, None, None,30
13.8, None,2021-07-23 02:45:00, None, None,30
13.6, None,2021-07-23 03:00:00, None, None,30
13.4, None,2021-07-23 03:15:00, None, None,30
13.3, None,2021-07-23 03:30:00, None, None,30
13.1, None,2021-07-23 03:45:00, None, None,30
13.0, None,2021-07-23 04:00:00, None, None,30
12.8, None,2021-07-23 04:15:00, None, None,30
16.7, None,2021-07-23 04:30:00, None, None,30
12.5, None,2021-07-23 04:45:00, None, None,30
12.3, None,2021-07-23 05:00:00, None, None,30
12.2, None,2021-07-23 05:15:00, None, None,30
12.1, None,2021-07-23 05:30:00, None, None,30
13.0, None,2021-07-23 05:45:00, None, None,30
13.3, None,2021-07-23 06:00:00, None, None,30
13.3, None,2021-07-23 06:15:00, None, None,30
13.8, None,2021-07-23 06:30:00, None, None,30
13.9, None,2021-07-23 06:45:00, None, None,30
14.0, None,2021-07-23 07:00:00, None, None,30
14.1, None,2021-07-23 07:15:00, None, None,30
16.7, None,2021-07-23 07:30:00, None, None,30
16.7, None,2021-07-23 07:45:00, None, None,30
16.7, None,2021-07-23 08:00:00, None, None,30
16.7, None,2021-07-23 08:15:00, None, None,30
16.7, None,2021-07-23 08:30:00, None, None,30
16.7, None,2021-07-23 08:45:00, None, None,30
16.7, None,2021-07-23 09:00:00, None, None,30
16.7, None,2021-07-23 09:15:00, None, None,30
16.3, None,2021-07-23 09:30:00, None, None,30
16.4, None,2021-07-23 09:45:00, None, None,30
17.5, None,2021-07-23 10:00:00, None, None,30
17.4, None,2021-07-23 10:15:00, None, None,30
17.8, None,2021-07-23 10:30:00, None, None,30
17.9, None,2021-07-23 10:45:00, None, None,30
19.2, None,2021-07-23 11:00:00, None, None,30
18.7, None,2021-07-23 11:15:00, None, None,30
19.2, None,2021-07-23 11:30:00, None, None,30
19.3, None,2021-07-23 11:45:00, None, None,30
19.3, None,2021-07-23 12:00:00, None, None,30
19.1, None,2021-07-23 12:15:00, None, None,30
19.2, None,2021-07-23 12:30:00, None, None,30
19.1, None,2021-07-23 12:45:00, None, None,30
19.5, None,2021-07-23 13:00:00, None, None,30
19.9, None,2021-07-23 13:15:00, None, None,30
20.3, None,2021-07-23 13:30:00, None, None,30
20.1, None,2021-07-23 13:45:00, None, None,30
19.7, None,2021-07-23 14:00:00, None, None,30
19.7, None,2021-07-23 14:15:00, None, None,30
20.6, None,2021-07-23 14:30:00, None, None,30
21.1, None,2021-07-23 14:45:00, None, None,30
20.7, None,2021-07-23 15:00:00, None, None,30
21.6, None,2021-07-23 15:15:00, None, None,30
21.1, None,2021-07-23 15:30:00, None, None,30
21.0, None,2021-07-23 15:45:00, None, None,30
20.8, None,2021-07-23 16:00:00, None, None,30
20.9, None,2021-07-23 16:15:00, None, None,30
20.9, None,2021-07-23 16:30:00, None, None,30
20.6, None,2021-07-23 16:45:00, None, None,30
20.9, None,2021-07-23 17:00:00, None, None,30
21.0, None,2021-07-23 17:15:00, None, None,30
20.7, None,2021-07-23 17:30:00, None, None,30
20.8, None,2021-07-23 17:45:00, None, None,30
20.4, None,2021-07-23 18:00:00, None, None,30
20.2, None,2021-07-23 18:15:00, None, None,30
20.4, None,2021-07-23 18:30:00, None, None,30
20.3, None,2021-07-23 18:45:00, None, None,30
20.3, None,2021-07-23 19:00:00, None, None,30
20.4, None,2021-07-23 19:15:00, None, None,30
19.9, None,2021-07-23 19:30:00, None, None,30
19.3, None,2021-07-23 19:45:00, None, None,30
