WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,week_of_year
160.4,0.3, None,76.3,2019-03-12 00:00:00,11
147.5,0.3, None,74.1,2019-03-12 01:00:00,11
169.2,0.0, None,74.2,2019-03-12 02:00:00,11
134.0,-0.8, None,78.6,2019-03-12 03:00:00,11
116.5,-0.9, None,80.1,2019-03-12 04:00:00,11
118.9,-1.3, None,81.2,2019-03-12 05:00:00,11
48.1,-2.4, None,84.8,2019-03-12 06:00:00,11
340.4,-3.3, None,89.7,2019-03-12 07:00:00,11
330.1,-3.4, None,90.2,2019-03-12 08:00:00,11
331.0,-2.5, None,88.7,2019-03-12 09:00:00,11
218.8,-1.2, None,83.3,2019-03-12 10:00:00,11
140.9,0.1, None,74.8,2019-03-12 11:00:00,11
170.7,1.9, None,62.7,2019-03-12 12:00:00,11
300.5,2.8, None,57.6,2019-03-12 13:00:00,11
330.4,3.3, None,52.1,2019-03-12 14:00:00,11
325.5,3.7, None,45.6,2019-03-12 15:00:00,11
318.7,3.4, None,47.0,2019-03-12 16:00:00,11
320.0,3.2, None,50.2,2019-03-12 17:00:00,11
337.4,2.3, None,52.5,2019-03-12 18:00:00,11
327.6,0.7, None,55.5,2019-03-12 19:00:00,11
293.2,-1.0, None,64.1,2019-03-12 20:00:00,11
329.6,-1.5, None,68.3,2019-03-12 21:00:00,11
342.1,-1.9, None,63.5,2019-03-12 22:00:00,11
109.4,-3.7, None,71.8,2019-03-12 23:00:00,11
95.3,-4.6, None,76.8,2019-03-13 00:00:00,11
132.9,-6.0, None,84.4,2019-03-13 01:00:00,11
153.3,-7.2, None,87.6,2019-03-13 02:00:00,11
174.6,-8.3, None,89.7,2019-03-13 03:00:00,11
180.9,-8.1, None,87.7,2019-03-13 04:00:00,11
136.2,-5.9, None,79.6,2019-03-13 05:00:00,11
130.2,-5.7, None,77.7,2019-03-13 06:00:00,11
127.7,-6.3, None,79.1,2019-03-13 07:00:00,11
124.6,-6.8, None,80.7,2019-03-13 08:00:00,11
130.3,-6.8, None,78.6,2019-03-13 09:00:00,11
146.8,-5.5, None,73.4,2019-03-13 10:00:00,11
156.3,-3.3, None,65.0,2019-03-13 11:00:00,11
161.5,-0.1, None,51.8,2019-03-13 12:00:00,11
187.5,2.2, None,41.4,2019-03-13 13:00:00,11
181.4,2.9, None,37.0,2019-03-13 14:00:00,11
226.2,4.0, None,31.0,2019-03-13 15:00:00,11
198.5,5.4, None,28.6,2019-03-13 16:00:00,11
256.1,4.3, None,33.4,2019-03-13 17:00:00,11
346.4,4.1, None,35.4,2019-03-13 18:00:00,11
156.2,2.8, None,39.8,2019-03-13 19:00:00,11
74.3,-0.6, None,56.5,2019-03-13 20:00:00,11
29.1,-2.7, None,65.7,2019-03-13 21:00:00,11
87.8,-3.5, None,71.7,2019-03-13 22:00:00,11
188.8,-4.7, None,78.1,2019-03-13 23:00:00,11
118.7,-5.0, None,78.6,2019-03-14 00:00:00,11
137.4,-5.1, None,77.4,2019-03-14 01:00:00,11
131.6,-5.6, None,78.6,2019-03-14 02:00:00,11
75.1,-8.1, None,87.2,2019-03-14 03:00:00,11
243.0,-8.9, None,88.4,2019-03-14 04:00:00,11
127.8,-8.8, None,88.6,2019-03-14 05:00:00,11
147.5,-6.7, None,82.3,2019-03-14 06:00:00,11
168.1,-5.4, None,77.2,2019-03-14 07:00:00,11
167.6,-5.0, None,75.7,2019-03-14 08:00:00,11
174.0,-4.2, None,72.9,2019-03-14 09:00:00,11
186.0,-3.3, None,70.0,2019-03-14 10:00:00,11
174.1,-1.7, None,62.8,2019-03-14 11:00:00,11
159.6,0.2, None,53.5,2019-03-14 12:00:00,11
149.3,1.1, None,50.5,2019-03-14 13:00:00,11
144.6,2.3, None,47.1,2019-03-14 14:00:00,11
140.3,3.0, None,46.7,2019-03-14 15:00:00,11
134.1,3.0, None,48.2,2019-03-14 16:00:00,11
143.2,3.0, None,50.5,2019-03-14 17:00:00,11
152.6,2.6, None,54.0,2019-03-14 18:00:00,11
153.6,2.2, None,57.5,2019-03-14 19:00:00,11
