RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None, 0.767,81.3, None, None, None, 1025.0, None, None, None, None, None, None, None, None, 6.257, None, None, None, None,56.23, None, None, None, None, None,2019-04-30 00:00:00, None,18
None, None, None, None, 0.219,119.4, None, None, None, 1025.0, None, None, None, None, None, None, None, None, 5.439, None, None, None, None,64.07, None, None, None, None, None,2019-04-30 01:00:00, None,18
None, None, None, None, 0.372,139.2, None, None, None, 1025.0, None, None, None, None, None, None, None, None, 4.268, None, None, None, None,62.36, None, None, None, None, None,2019-04-30 02:00:00, None,18
None, None, None, None, 0.2,117.3, None, None, None, 1025.0, None, None, None, None, None, None, None, None, 3.064, None, None, None, None,71.3, None, None, None, None, None,2019-04-30 03:00:00, None,18
None, None, None, None, 0.656,78.3, None, None, None, 1025.0, None, None, None, None, None, None, None, None, 2.62, None, None, None, None,67.08, None, None, None, None, None,2019-04-30 04:00:00, None,18
None, None, None, None, 1.05,143.7, None, None, None, 1025.0, None, None, None, None, None, None, None, None, 2.053, None, None, None, None,62.77, None, None, None, None, None,2019-04-30 05:00:00, None,18
None, None, None, None, 0.122,69.98, None, None, None, 1025.0, None, None, None, None, None, None, None, None, 1.481, None, None, None, None,76.0, None, None, None, None, None,2019-04-30 06:00:00, None,18
None, None, None, None, 0.84,138.5, None, None, None, 1025.0, None, None, None, None, None, None, None, None, 0.962, None, None, None, None,55.75, None, None, None, None, None,2019-04-30 07:00:00, None,18
None, None, None, None, 0.233,111.8, None, None, None, 1025.0, None, None, None, None, None, None, None, None, 0.828, None, None, None, None,60.52, None, None, None, None, None,2019-04-30 08:00:00, None,18
None, None, None, None, 0.305,96.1, None, None, None, 1025.0, None, None, None, None, None, None, None, None, 1.02, None, None, None, None,67.87, None, None, None, None, None,2019-04-30 09:00:00, None,18
None, None, None, None, 0.791,167.3, None, None, None, 1025.0, None, None, None, None, None, None, None, None, 4.681, None, None, None, None,53.61, None, None, None, None, None,2019-04-30 10:00:00, None,18
None, None, None, None, 2.059,211.8, None, None, None, 1025.0, None, None, None, None, None, None, None, None, 7.99, None, None, None, None,30.81, None, None, None, None, None,2019-04-30 11:00:00, None,18
None, None, None, None, 1.845,218.2, None, None, None, 1025.0, None, None, None, None, None, None, None, None, 11.96, None, None, None, None,46.17, None, None, None, None, None,2019-04-30 12:00:00, None,18
None, None, None, None, 3.843,248.6, None, None, None, 1025.0, None, None, None, None, None, None, None, None, 13.62, None, None, None, None,24.56, None, None, None, None, None,2019-04-30 13:00:00, None,18
None, None, None, None, 4.616,259.7, None, None, None, 1024.0, None, None, None, None, None, None, None, None, 15.25, None, None, None, None,23.6, None, None, None, None, None,2019-04-30 14:00:00, None,18
None, None, None, None, 5.413,249.2, None, None, None, 1023.0, None, None, None, None, None, None, None, None, 17.36, None, None, None, None,25.14, None, None, None, None, None,2019-04-30 15:00:00, None,18
None, None, None, None, 6.118,270.8, None, None, None, 1023.0, None, None, None, None, None, None, None, None, 18.86, None, None, None, None,29.33, None, None, None, None, None,2019-04-30 16:00:00, None,18
None, None, None, None, 6.474,259.3, None, None, None, 1021.0, None, None, None, None, None, None, None, None, 18.79, None, None, None, None,28.67, None, None, None, None, None,2019-04-30 17:00:00, None,18
None, None, None, None, 4.521,268.9, None, None, None, 1020.0, None, None, None, None, None, None, None, None, 19.51, None, None, None, None,35.87, None, None, None, None, None,2019-04-30 18:00:00, None,18
None, None, None, None, 4.037,292.0, None, None, None, 1020.0, None, None, None, None, None, None, None, None, 17.84, None, None, None, None,44.79, None, None, None, None, None,2019-04-30 19:00:00, None,18
