air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
18.1, 18.1, 17.9, 0.0, -1.0, 21.3, None,2022-08-20 00:00:00, -11.0, -42.0, 464.0,34
17.6, 17.58, 17.6, 0.0, 1.0, 21.3, None,2022-08-20 01:00:00, -10.0, -43.0, 460.0,34
16.5, 16.47, 16.5, 0.0, 1.0, 21.3, None,2022-08-20 02:00:00, -9.0, -43.0, 453.0,34
16.4, 16.35, 16.2, 0.0, -2.0, 21.3, None,2022-08-20 03:00:00, -11.0, -43.0, 446.0,34
16.2, 16.15, 16.0, 0.0, -1.0, 21.3, None,2022-08-20 04:00:00, -12.0, -44.0, 440.0,34
15.3, 15.26, 15.2, 0.0, -2.0, 21.3, None,2022-08-20 05:00:00, -13.0, -44.0, 437.0,34
15.4, 15.36, 15.1, 0.0, 1.0, 21.3, None,2022-08-20 06:00:00, -12.0, -44.0, 439.0,34
14.9, 14.89, 14.9, 0.0, 0.0, 15.4, None,2022-08-20 07:00:00, -12.0, -44.0, 441.0,34
15.2, 15.23, 14.6, 0.0, 0.0, 15.4, None,2022-08-20 08:00:00, -12.0, -44.0, 442.0,34
16.3, 16.25, 14.6, 0.0, 0.0, 17.1, None,2022-08-20 09:00:00, -12.0, -44.0, 456.0,34
18.5, 18.46, 14.6, 0.0, 0.0, 18.9, None,2022-08-20 10:00:00, -12.0, -42.0, 568.0,34
20.6, 20.59, 14.6, 0.0, 6.0, 20.6, None,2022-08-20 11:00:00, -6.0, -41.0, 652.0,34
22.4, 22.36, 14.6, 0.0, -1.0, 22.4, None,2022-08-20 12:00:00, -7.0, -40.0, 669.0,34
20.7, 20.67, 14.6, 0.0, -3.0, 22.9, None,2022-08-20 13:00:00, -11.0, -41.0, 673.0,34
21.3, 21.28, 14.6, 0.0, 0.0, 22.9, None,2022-08-20 14:00:00, -11.0, -41.0, 661.0,34
22.4, 22.38, 14.6, 0.0, 0.0, 22.9, None,2022-08-20 15:00:00, -11.0, -40.0, 649.0,34
21.9, 21.86, 14.6, 0.0, -1.0, 22.9, None,2022-08-20 16:00:00, -11.0, -40.0, 610.0,34
21.0, 21.0, 14.6, 0.0, 1.0, 22.9, None,2022-08-20 17:00:00, -10.0, -41.0, 550.0,34
20.6, 20.61, 14.6, 0.0, 1.0, 22.9, None,2022-08-20 18:00:00, -10.0, -41.0, 513.0,34
20.4, 20.38, 20.2, 0.0, -3.0, 20.7, None,2022-08-20 19:00:00, -12.0, -41.0, 498.0,34
19.9, 19.94, 19.8, 0.0, 2.0, 20.7, None,2022-08-20 20:00:00, -10.0, -41.0, 494.0,34
19.4, 19.41, 19.4, 0.0, 1.0, 20.7, None,2022-08-20 21:00:00, -9.0, -42.0, 484.0,34
18.8, 18.75, 18.6, 0.0, -2.0, 20.7, None,2022-08-20 22:00:00, -11.0, -42.0, 469.0,34
17.6, 17.56, 17.6, 0.0, 2.0, 20.7, None,2022-08-20 23:00:00, -9.0, -43.0, 456.0,34
17.3, 17.26, 17.0, 0.0, -1.0, 20.7, None,2022-08-21 00:00:00, -10.0, -43.0, 447.0,34
16.5, 16.48, 15.9, 0.0, 0.0, 20.7, None,2022-08-21 01:00:00, -10.0, -43.0, 439.0,34
16.0, 16.01, 15.9, 0.0, 1.0, 20.7, None,2022-08-21 02:00:00, -9.0, -44.0, 434.0,34
15.6, 15.56, 15.5, 0.0, 0.0, 20.7, None,2022-08-21 03:00:00, -9.0, -44.0, 430.0,34
15.9, 15.9, 15.3, 0.0, -2.0, 20.7, None,2022-08-21 04:00:00, -12.0, -44.0, 428.0,34
14.9, 14.87, 14.8, 0.0, 0.0, 20.7, None,2022-08-21 05:00:00, -12.0, -44.0, 427.0,34
14.8, 14.76, 14.6, 0.0, 1.0, 20.7, None,2022-08-21 06:00:00, -11.0, -44.0, 427.0,34
15.6, 15.62, 14.6, 0.0, -4.0, 15.6, None,2022-08-21 07:00:00, -15.0, -44.0, 432.0,34
17.3, 17.25, 14.6, 0.0, 4.0, 17.3, None,2022-08-21 08:00:00, -11.0, -43.0, 467.0,34
17.5, 17.52, 14.6, 0.0, -2.0, 18.1, None,2022-08-21 09:00:00, -13.0, -43.0, 478.0,34
19.5, 19.52, 14.6, 0.0, 0.0, 19.5, None,2022-08-21 10:00:00, -13.0, -42.0, 579.0,34
20.3, 20.29, 14.6, 0.0, 3.0, 20.3, None,2022-08-21 11:00:00, -10.0, -41.0, 650.0,34
20.4, 20.42, 14.6, 0.0, -2.0, 21.5, None,2022-08-21 12:00:00, -12.0, -41.0, 650.0,34
20.2, 20.24, 14.6, 0.0, 4.0, 22.0, None,2022-08-21 13:00:00, -8.0, -41.0, 658.0,34
21.0, 21.0, 14.6, 0.0, -5.0, 22.0, None,2022-08-21 14:00:00, -12.0, -41.0, 653.0,34
