pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None, 16.15, None, None, None, None, None, None, None, None, None, 16.2, 15.9, -0.5, None, None, None, 21.1, None, None, None, None,2022-08-20 00:00:00, None, None, None, None,34
None, 15.0, None, None, None, None, None, None, None, None, None, 15.0, 15.0, -0.4, None, None, None, 21.1, None, None, None, None,2022-08-20 01:00:00, None, None, None, None,34
None, 14.73, None, None, None, None, None, None, None, None, None, 14.7, 14.6, -0.3, None, None, None, 21.1, None, None, None, None,2022-08-20 02:00:00, None, None, None, None,34
None, 13.67, None, None, None, None, None, None, None, None, None, 13.7, 13.7, -0.3, None, None, None, 21.1, None, None, None, None,2022-08-20 03:00:00, None, None, None, None,34
None, 14.28, None, None, None, None, None, None, None, None, None, 14.3, 13.4, -0.3, None, None, None, 21.1, None, None, None, None,2022-08-20 04:00:00, None, None, None, None,34
None, 13.77, None, None, None, None, None, None, None, None, None, 13.8, 13.4, 0.2, None, None, None, 21.1, None, None, None, None,2022-08-20 05:00:00, None, None, None, None,34
None, 13.02, None, None, None, None, None, None, None, None, None, 13.0, 12.9, -0.2, None, None, None, 21.1, None, None, None, None,2022-08-20 06:00:00, None, None, None, None,34
None, 13.34, None, None, None, None, None, None, None, None, None, 13.3, 12.8, 0.2, None, None, None, 13.3, None, None, None, None,2022-08-20 07:00:00, None, None, None, None,34
None, 13.92, None, None, None, None, None, None, None, None, None, 13.9, 12.8, 0.8, None, None, None, 13.9, None, None, None, None,2022-08-20 08:00:00, None, None, None, None,34
None, 14.57, None, None, None, None, None, None, None, None, None, 14.6, 12.8, 0.8, None, None, None, 14.6, None, None, None, None,2022-08-20 09:00:00, None, None, None, None,34
None, 16.47, None, None, None, None, None, None, None, None, None, 16.5, 12.8, 0.8, None, None, None, 16.5, None, None, None, None,2022-08-20 10:00:00, None, None, None, None,34
None, 19.35, None, None, None, None, None, None, None, None, None, 19.4, 12.8, 1.1, None, None, None, 19.4, None, None, None, None,2022-08-20 11:00:00, None, None, None, None,34
None, 20.95, None, None, None, None, None, None, None, None, None, 21.0, 12.8, 0.6, None, None, None, 21.0, None, None, None, None,2022-08-20 12:00:00, None, None, None, None,34
None, 18.85, None, None, None, None, None, None, None, None, None, 18.9, 12.8, 0.5, None, None, None, 21.2, None, None, None, None,2022-08-20 13:00:00, None, None, None, None,34
None, 18.76, None, None, None, None, None, None, None, None, None, 18.8, 12.8, 0.3, None, None, None, 21.2, None, None, None, None,2022-08-20 14:00:00, None, None, None, None,34
None, 19.85, None, None, None, None, None, None, None, None, None, 19.9, 12.8, 0.0, None, None, None, 21.2, None, None, None, None,2022-08-20 15:00:00, None, None, None, None,34
None, 19.73, None, None, None, None, None, None, None, None, None, 19.7, 12.8, 0.0, None, None, None, 21.2, None, None, None, None,2022-08-20 16:00:00, None, None, None, None,34
None, 18.29, None, None, None, None, None, None, None, None, None, 18.3, 12.8, -0.2, None, None, None, 21.2, None, None, None, None,2022-08-20 18:00:00, None, None, None, None,34
None, 16.97, None, None, None, None, None, None, None, None, None, 17.0, 17.0, 0.0, None, None, None, 19.0, None, None, None, None,2022-08-20 19:00:00, None, None, None, None,34
None, 15.44, None, None, None, None, None, None, None, None, None, 15.4, 15.4, -0.3, None, None, None, 19.0, None, None, None, None,2022-08-20 20:00:00, None, None, None, None,34
None, 14.57, None, None, None, None, None, None, None, None, None, 14.6, 14.6, -0.3, None, None, None, 19.0, None, None, None, None,2022-08-20 21:00:00, None, None, None, None,34
None, 14.0, None, None, None, None, None, None, None, None, None, 14.0, 14.0, -0.3, None, None, None, 19.0, None, None, None, None,2022-08-20 22:00:00, None, None, None, None,34
None, 13.77, None, None, None, None, None, None, None, None, None, 13.8, 13.6, -0.2, None, None, None, 19.0, None, None, None, None,2022-08-20 23:00:00, None, None, None, None,34
None, 13.85, None, None, None, None, None, None, None, None, None, 13.9, 13.6, 0.0, None, None, None, 19.0, None, None, None, None,2022-08-21 00:00:00, None, None, None, None,34
None, 14.15, None, None, None, None, None, None, None, None, None, 14.2, 13.6, 0.0, None, None, None, 19.0, None, None, None, None,2022-08-21 01:00:00, None, None, None, None,34
None, 14.09, None, None, None, None, None, None, None, None, None, 14.1, 13.5, 0.2, None, None, None, 19.0, None, None, None, None,2022-08-21 02:00:00, None, None, None, None,34
None, 14.46, None, None, None, None, None, None, None, None, None, 14.5, 13.5, 0.1, None, None, None, 19.0, None, None, None, None,2022-08-21 03:00:00, None, None, None, None,34
None, 14.3, None, None, None, None, None, None, None, None, None, 14.3, 13.5, 0.3, None, None, None, 19.0, None, None, None, None,2022-08-21 04:00:00, None, None, None, None,34
None, 14.25, None, None, None, None, None, None, None, None, None, 14.3, 13.5, 0.0, None, None, None, 19.0, None, None, None, None,2022-08-21 05:00:00, None, None, None, None,34
