pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
None,16.0,15.6, 1014.9, -0.1, None,24.0,67.0,2022-08-20 00:00:00, None,10.0, 921.0,34
None,14.1,14.1, 1014.8, 0.0, None,24.0,73.0,2022-08-20 01:00:00, None,10.0, 921.0,34
None,12.0,11.8, 1015.9, 0.0, None,24.0,82.0,2022-08-20 02:00:00, None,9.0, 922.0,34
None,11.2,11.2, 1016.0, 0.0, None,24.0,85.0,2022-08-20 03:00:00, None,8.0, 922.0,34
None,9.1,9.2, 1016.1, 0.0, None,24.0,92.0,2022-08-20 04:00:00, None,8.0, 922.0,34
None,8.4,8.4, 1016.1, 0.0, None,24.0,94.0,2022-08-20 05:00:00, None,8.0, 922.0,34
None,7.5,7.4, 1016.2, 0.1, None,24.0,95.0,2022-08-20 06:00:00, None,7.0, 922.0,34
None,7.2,6.9, 1016.3, 0.0, None,7.6,96.0,2022-08-20 07:00:00, None,6.0, 922.0,34
None,9.3,6.8, 1016.3, -0.1, None,9.3,85.0,2022-08-20 08:00:00, None,7.0, 922.0,34
None,12.6,6.8, 1017.2, 0.2, None,12.7,74.0,2022-08-20 09:00:00, None,8.0, 923.0,34
None,15.9,6.8, 1017.1, 0.0, None,15.6,65.0,2022-08-20 10:00:00, None,9.0, 923.0,34
None,16.9,6.8, 1017.1, -0.1, None,17.1,67.0,2022-08-20 11:00:00, None,10.0, 923.0,34
None,18.5,6.8, 1015.9, 0.1, None,18.7,60.0,2022-08-20 12:00:00, None,11.0, 922.0,34
None,20.5,6.8, 1015.9, -0.1, None,20.8,48.0,2022-08-20 13:00:00, None,10.0, 922.0,34
None,22.4,6.8, 1015.9, -0.2, None,22.5,34.0,2022-08-20 14:00:00, None,6.0, 922.0,34
None,23.5,6.8, 1014.8, -0.2, None,23.7,33.0,2022-08-20 15:00:00, None,6.0, 921.0,34
None,24.3,6.8, 1014.9, -0.2, None,24.7,26.0,2022-08-20 16:00:00, None,3.0, 921.0,34
None,24.6,6.8, 1014.9, -0.1, None,24.9,33.0,2022-08-20 17:00:00, None,7.0, 921.0,34
None,24.3,6.8, 1015.0, -0.2, None,24.9,34.0,2022-08-20 18:00:00, None,8.0, 921.0,34
None,23.7,23.7, 1015.1, -0.5, None,24.3,37.0,2022-08-20 19:00:00, None,8.0, 921.0,34
None,21.6,21.6, 1015.1, -0.2, None,24.3,43.0,2022-08-20 20:00:00, None,9.0, 921.0,34
None,20.3,20.0, 1015.0, -0.3, None,24.3,49.0,2022-08-20 21:00:00, None,9.0, 921.0,34
None,18.0,18.1, 1016.0, -0.3, None,24.3,58.0,2022-08-20 22:00:00, None,9.0, 922.0,34
None,16.8,16.7, 1016.0, -0.1, None,24.3,64.0,2022-08-20 23:00:00, None,9.0, 922.0,34
None,15.7,15.5, 1015.9, 0.0, None,24.3,67.0,2022-08-21 00:00:00, None,9.0, 922.0,34
None,14.9,14.8, 1016.9, 0.0, None,24.3,72.0,2022-08-21 01:00:00, None,10.0, 923.0,34
None,13.3,13.2, 1016.9, 0.0, None,24.3,79.0,2022-08-21 02:00:00, None,9.0, 923.0,34
None,10.9,10.7, 1017.0, 0.0, None,24.3,88.0,2022-08-21 03:00:00, None,9.0, 923.0,34
None,9.2,9.2, 1017.1, -0.1, None,24.3,93.0,2022-08-21 04:00:00, None,8.0, 923.0,34
None,8.3,8.3, 1017.2, 0.0, None,24.3,94.0,2022-08-21 05:00:00, None,7.0, 923.0,34
None,7.5,7.5, 1018.4, 0.0, None,24.3,96.0,2022-08-21 06:00:00, None,8.0, 924.0,34
None,7.1,7.0, 1018.5, 0.1, None,7.6,96.0,2022-08-21 07:00:00, None,6.0, 924.0,34
None,8.8,7.0, 1018.5, 0.0, None,8.6,89.0,2022-08-21 08:00:00, None,7.0, 924.0,34
None,12.2,7.0, 1018.3, 0.1, None,12.0,75.0,2022-08-21 09:00:00, None,9.0, 924.0,34
None,15.3,7.0, 1018.2, 0.0, None,15.4,65.0,2022-08-21 10:00:00, None,9.0, 924.0,34
None,18.0,7.0, 1018.1, 0.0, None,17.9,56.0,2022-08-21 11:00:00, None,9.0, 924.0,34
None,19.4,7.0, 1018.1, -0.1, None,19.4,56.0,2022-08-21 12:00:00, None,10.0, 924.0,34
None,22.1,7.0, 1016.8, 0.1, None,21.9,47.0,2022-08-21 13:00:00, None,10.0, 923.0,34
None,23.9,7.0, 1016.8, -0.2, None,24.0,36.0,2022-08-21 14:00:00, None,8.0, 923.0,34
None,25.2,7.0, 1015.8, -0.1, None,25.2,34.0,2022-08-21 15:00:00, None,8.0, 922.0,34
None,26.6,7.0, 1015.8, -0.2, None,26.7,30.0,2022-08-21 16:00:00, None,8.0, 922.0,34
None,27.0,7.0, 1015.8, -0.2, None,26.9,28.0,2022-08-21 17:00:00, None,7.0, 922.0,34
None,26.7,7.0, 1015.9, -0.3, None,27.0,30.0,2022-08-21 18:00:00, None,8.0, 922.0,34
None,26.4,26.3, 1014.9, -0.3, None,26.9,32.0,2022-08-21 19:00:00, None,8.0, 921.0,34
None,21.6,21.8, 1016.0, -0.4, None,26.9,44.0,2022-08-21 21:00:00, None,9.0, 922.0,34
None,20.3,20.1, 1015.8, -0.2, None,26.9,48.0,2022-08-21 22:00:00, None,8.0, 922.0,34
None,18.7,18.8, 1016.8, -0.1, None,26.9,53.0,2022-08-21 23:00:00, None,9.0, 923.0,34
None,16.4,16.5, 1016.9, -0.2, None,26.9,61.0,2022-08-22 00:00:00, None,9.0, 923.0,34
None,13.6,13.4, 1016.9, -0.1, None,26.9,72.0,2022-08-22 01:00:00, None,9.0, 923.0,34
None,12.3,12.2, 1018.0, 0.0, None,26.9,79.0,2022-08-22 02:00:00, None,9.0, 924.0,34
None,10.5,10.5, 1018.0, 0.0, None,26.9,83.0,2022-08-22 03:00:00, None,8.0, 924.0,34
None,9.6,9.6, 1018.0, 0.0, None,26.9,86.0,2022-08-22 04:00:00, None,8.0, 924.0,34
None,8.7,8.6, 1018.0, 0.0, None,26.9,89.0,2022-08-22 05:00:00, None,7.0, 924.0,34
None,8.7,8.5, 1018.0, 0.0, None,26.9,87.0,2022-08-22 06:00:00, None,7.0, 924.0,34
None,9.0,8.5, 1019.1, 0.0, None,9.0,86.0,2022-08-22 07:00:00, None,7.0, 925.0,34
None,11.6,8.5, 1019.1, 0.1, None,11.8,76.0,2022-08-22 08:00:00, None,8.0, 925.0,34
None,13.0,8.5, 1019.2, 0.1, None,13.1,72.0,2022-08-22 09:00:00, None,8.0, 925.0,34
None,15.6,8.5, 1019.1, 0.0, None,15.5,61.0,2022-08-22 10:00:00, None,8.0, 925.0,34
None,16.6,8.5, 1019.1, 0.0, None,16.8,59.0,2022-08-22 11:00:00, None,8.0, 925.0,34
None,15.7,8.5, 1020.5, 0.0, None,16.8,68.0,2022-08-22 12:00:00, None,10.0, 926.0,34
None,15.5,8.5, 1020.8, -0.1, None,16.8,67.0,2022-08-22 13:00:00, None,10.0, 926.0,34
None,16.6,8.5, 1020.8, 0.0, None,16.8,64.0,2022-08-22 14:00:00, None,10.0, 926.0,34
None,17.4,8.5, 1020.9, 0.0, None,17.3,64.0,2022-08-22 15:00:00, None,10.0, 926.0,34
None,18.7,8.5, 1020.9, 0.0, None,19.0,59.0,2022-08-22 16:00:00, None,10.0, 926.0,34
None,18.6,8.5, 1021.0, -0.2, None,19.3,60.0,2022-08-22 17:00:00, None,10.0, 926.0,34
None,18.8,8.5, 1021.0, 0.1, None,19.4,61.0,2022-08-22 18:00:00, None,11.0, 926.0,34
None,18.4,18.3, 1021.0, -0.4, None,18.9,63.0,2022-08-22 19:00:00, None,11.0, 926.0,34
None,18.2,18.1, 1020.7, 0.1, None,18.9,66.0,2022-08-22 20:00:00, None,12.0, 926.0,34
None,17.4,17.4, 1020.7, 0.1, None,18.9,68.0,2022-08-22 21:00:00, None,11.0, 926.0,34
None,16.6,16.5, 1021.6, 0.0, None,18.9,72.0,2022-08-22 22:00:00, None,11.0, 927.0,34
None,16.2,16.1, 1021.6, -0.1, None,18.9,73.0,2022-08-22 23:00:00, None,11.0, 927.0,34
None,15.6,15.6, 1021.7, 0.0, None,18.9,74.0,2022-08-23 00:00:00, None,11.0, 927.0,34
None,14.6,14.4, 1022.9, 0.0, None,18.9,79.0,2022-08-23 01:00:00, None,11.0, 928.0,34
None,13.6,13.6, 1022.9, 0.1, None,18.9,82.0,2022-08-23 02:00:00, None,10.0, 928.0,34
None,11.6,11.5, 1023.0, 0.0, None,18.9,90.0,2022-08-23 03:00:00, None,10.0, 928.0,34
None,10.1,10.1, 1023.0, 0.0, None,18.9,94.0,2022-08-23 04:00:00, None,10.0, 928.0,34
None,9.4,9.3, 1023.1, 0.0, None,18.9,97.0,2022-08-23 05:00:00, None,9.0, 928.0,34
None,8.8,8.6, 1023.2, 0.0, None,18.9,97.0,2022-08-23 06:00:00, None,8.0, 928.0,34
None,8.6,8.4, 1023.2, -0.1, None,9.0,97.0,2022-08-23 07:00:00, None,8.0, 928.0,34
None,9.7,8.4, 1023.1, 0.0, None,9.8,94.0,2022-08-23 08:00:00, None,9.0, 928.0,34
None,13.0,8.4, 1022.9, 0.2, None,13.2,81.0,2022-08-23 09:00:00, None,10.0, 928.0,34
None,15.4,8.4, 1022.8, 0.0, None,15.2,77.0,2022-08-23 10:00:00, None,11.0, 928.0,34
None,16.5,8.4, 1021.6, -0.1, None,16.7,74.0,2022-08-23 11:00:00, None,12.0, 927.0,34
None,18.6,8.4, 1021.4, -0.1, None,18.8,65.0,2022-08-23 12:00:00, None,12.0, 927.0,34
None,20.5,8.4, 1021.4, -0.2, None,20.7,58.0,2022-08-23 13:00:00, None,12.0, 927.0,34
None,22.7,8.4, 1021.3, 0.3, None,22.7,49.0,2022-08-23 14:00:00, None,11.0, 927.0,34
None,23.5,8.4, 1020.3, 0.0, None,23.7,48.0,2022-08-23 15:00:00, None,12.0, 926.0,34
None,24.2,8.4, 1020.3, -0.6, None,24.6,42.0,2022-08-23 16:00:00, None,11.0, 926.0,34
None,24.5,8.4, 1020.4, 0.0, None,24.9,40.0,2022-08-23 17:00:00, None,11.0, 926.0,34
None,24.3,8.4, 1020.4, -0.1, None,24.9,39.0,2022-08-23 18:00:00, None,10.0, 926.0,34
None,23.9,23.8, 1020.5, -0.3, None,24.5,39.0,2022-08-23 19:00:00, None,9.0, 926.0,34
None,21.7,21.9, 1020.6, -0.1, None,24.5,47.0,2022-08-23 20:00:00, None,10.0, 926.0,34
None,20.5,20.5, 1020.4, -0.4, None,24.5,55.0,2022-08-23 21:00:00, None,11.0, 926.0,34
None,18.4,18.4, 1021.5, -0.1, None,24.5,64.0,2022-08-23 22:00:00, None,11.0, 927.0,34
None,17.5,17.4, 1021.5, 0.0, None,24.5,68.0,2022-08-23 23:00:00, None,11.0, 927.0,34
None,16.5,16.5, 1021.4, -0.1, None,24.5,72.0,2022-08-24 00:00:00, None,12.0, 927.0,34
None,15.5,15.3, 1021.3, -0.1, None,24.5,76.0,2022-08-24 01:00:00, None,12.0, 927.0,34
None,14.8,14.7, 1021.2, 0.1, None,24.5,79.0,2022-08-24 02:00:00, None,11.0, 927.0,34
None,14.3,14.1, 1021.1, 0.0, None,24.5,81.0,2022-08-24 03:00:00, None,11.0, 927.0,34
None,13.6,13.5, 1021.1, 0.0, None,24.5,85.0,2022-08-24 04:00:00, None,11.0, 927.0,34
None,11.4,11.5, 1022.4, 0.1, None,24.5,92.0,2022-08-24 05:00:00, None,10.0, 928.0,34
None,9.9,10.0, 1022.6, 0.0, None,24.5,95.0,2022-08-24 06:00:00, None,10.0, 928.0,34
None,9.2,9.1, 1022.7, 0.0, None,10.0,96.0,2022-08-24 07:00:00, None,9.0, 928.0,34
