air_temp,min_air_temp_snc_last_reset,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
21.2,21.3, None,25.0,70.0,2022-08-20 00:00:00,16.0,34
21.3,20.6, None,25.0,71.0,2022-08-20 01:00:00,16.0,34
21.0,20.5, None,25.0,74.0,2022-08-20 02:00:00,16.0,34
20.1,20.1, None,25.0,79.0,2022-08-20 03:00:00,16.0,34
19.4,19.5, None,25.0,91.0,2022-08-20 04:00:00,18.0,34
18.9,18.9, None,25.0,100.0,2022-08-20 05:00:00,19.0,34
None,6999.0, None,25.0,0.0,2022-08-20 06:00:00,1030.0,34
None,6999.0, None,31.4,0.0,2022-08-20 07:00:00,1030.0,34
18.5,-6414.0, None,31.4,100.0,2022-08-20 11:00:00,18.0,34
18.4,-6414.0, None,31.4,100.0,2022-08-20 12:00:00,19.0,34
18.6,-6414.0, None,31.4,100.0,2022-08-20 13:00:00,19.0,34
18.9,-6414.0, None,31.4,93.0,2022-08-20 14:00:00,18.0,34
19.4,-6414.0, None,31.4,84.0,2022-08-20 15:00:00,17.0,34
19.8,-6414.0, None,31.4,79.0,2022-08-20 16:00:00,16.0,34
19.8,-6414.0, None,31.4,82.0,2022-08-20 17:00:00,17.0,34
20.4,-6414.0, None,31.4,74.0,2022-08-20 18:00:00,16.0,34
20.8,20.3, None,21.1,74.0,2022-08-20 19:00:00,16.0,34
20.9,20.3, None,21.1,71.0,2022-08-20 20:00:00,16.0,34
20.7,20.3, None,21.1,74.0,2022-08-20 21:00:00,16.0,34
21.0,20.3, None,21.1,75.0,2022-08-20 22:00:00,16.0,34
21.2,20.3, None,21.2,75.0,2022-08-20 23:00:00,17.0,34
21.2,20.3, None,21.3,75.0,2022-08-21 00:00:00,16.0,34
20.8,20.3, None,21.3,81.0,2022-08-21 01:00:00,17.0,34
19.6,19.7, None,21.3,94.0,2022-08-21 02:00:00,19.0,34
19.1,19.2, None,21.3,100.0,2022-08-21 03:00:00,19.0,34
18.9,-6416.0, None,21.3,100.0,2022-08-21 04:00:00,19.0,34
-4075.0,6999.0, None,21.3,42.0,2022-08-21 05:00:00,19.0,34
18.3,-5245.0, None,21.3,100.0,2022-08-21 06:00:00,18.0,34
None,6999.0, None,18.4,0.0,2022-08-21 07:00:00,940.0,34
None,6999.0, None,18.4,0.0,2022-08-21 08:00:00,940.0,34
None,6999.0, None,18.4,0.0,2022-08-21 09:00:00,940.0,34
17.4,-2906.0, None,18.4,100.0,2022-08-21 10:00:00,17.0,34
18.1,-3492.0, None,18.4,100.0,2022-08-21 11:00:00,18.0,34
18.8,-3492.0, None,18.7,94.0,2022-08-21 12:00:00,17.0,34
19.3,-3492.0, None,19.4,88.0,2022-08-21 13:00:00,17.0,34
19.8,-3492.0, None,20.6,82.0,2022-08-21 14:00:00,17.0,34
20.4,-3492.0, None,20.7,77.0,2022-08-21 15:00:00,16.0,34
21.0,-3492.0, None,21.0,74.0,2022-08-21 16:00:00,16.0,34
