time,TEMP_MEAN,HUMIDITY,week_of_year
2019-01-29 00:00:00,-7.8, 85.9,5
2019-01-29 01:00:00,-8.4, 86.5,5
2019-01-29 02:00:00,-9.0, 87.6,5
2019-01-29 03:00:00,-9.7, 88.2,5
2019-01-29 04:00:00,-10.2, 88.8,5
2019-01-29 05:00:00,-10.7, 89.3,5
2019-01-29 06:00:00,-11.1, 89.7,5
2019-01-29 07:00:00,-11.8, 91.4,5
2019-01-29 08:00:00,-12.2, 90.3,5
2019-01-29 09:00:00,-12.8, 89.9,5
2019-01-29 10:00:00,-12.4, 88.0,5
2019-01-29 11:00:00,-10.6, 81.2,5
2019-01-29 12:00:00,-8.5, 75.1,5
2019-01-29 13:00:00,-6.6, 68.9,5
2019-01-29 14:00:00,-4.6, 62.2,5
2019-01-29 15:00:00,-3.3, 56.3,5
2019-01-29 16:00:00,-2.9, 55.3,5
2019-01-29 17:00:00,-2.7, 55.5,5
2019-01-29 18:00:00,-5.2, 65.8,5
2019-01-29 19:00:00,-8.2, 78.8,5
2019-01-29 20:00:00,-8.7, 80.5,5
2019-01-29 21:00:00,-10.7, 89.8,5
2019-01-29 22:00:00,-11.4, 90.4,5
2019-01-29 23:00:00,-13.0, 95.4,5
2019-01-30 00:00:00,-13.1, 100.0,5
2019-01-30 01:00:00,-15.1, 96.2,5
2019-01-30 02:00:00,-16.0, 91.5,5
2019-01-30 03:00:00,-16.3, 90.5,5
2019-01-30 04:00:00,-15.3, 91.9,5
2019-01-30 05:00:00,-15.2, 91.5,5
2019-01-30 06:00:00,-14.2, 94.6,5
2019-01-30 07:00:00,-13.3, 96.3,5
2019-01-30 08:00:00,-12.2, 94.5,5
2019-01-30 09:00:00,-13.8, 93.7,5
2019-01-30 10:00:00,-12.2, 95.2,5
2019-01-30 11:00:00,-10.3, 85.3,5
2019-01-30 12:00:00,-8.7, 78.4,5
2019-01-30 13:00:00,-7.2, 72.9,5
2019-01-30 14:00:00,-5.5, 66.1,5
2019-01-30 15:00:00,-4.4, 62.7,5
2019-01-30 16:00:00,-4.0, 62.8,5
2019-01-30 17:00:00,-3.7, 62.3,5
2019-01-30 18:00:00,-5.1, 68.8,5
2019-01-30 19:00:00,-6.6, 76.1,5
2019-01-30 20:00:00,-8.1, 83.0,5
2019-01-30 21:00:00,-10.0, 90.3,5
2019-01-30 22:00:00,-11.4, 98.2,5
2019-01-30 23:00:00,-12.2, 100.0,5
2019-01-31 00:00:00,-13.0, 100.0,5
2019-01-31 01:00:00,-13.6, 100.0,5
2019-01-31 02:00:00,-14.2, 99.4,5
2019-01-31 03:00:00,-14.6, 96.5,5
2019-01-31 04:00:00,-14.6, 94.9,5
2019-01-31 05:00:00,-13.6, 97.7,5
2019-01-31 06:00:00,-12.5, 99.0,5
2019-01-31 07:00:00,-12.1, 98.9,5
2019-01-31 08:00:00,-11.4, 99.8,5
2019-01-31 09:00:00,-11.2, 99.4,5
2019-01-31 10:00:00,-10.1, 98.4,5
2019-01-31 11:00:00,-8.3, 89.0,5
2019-01-31 12:00:00,-6.5, 79.7,5
2019-01-31 13:00:00,-5.0, 73.7,5
2019-01-31 14:00:00,-3.1, 68.2,5
2019-01-31 15:00:00,-1.5, 65.0,5
2019-01-31 16:00:00,-0.5, 63.0,5
2019-01-31 17:00:00,-0.6, 65.3,5
2019-01-31 18:00:00,-0.9, 68.2,5
2019-01-31 19:00:00,-1.5, 73.6,5
2019-01-31 20:00:00,-1.6, 74.6,5
2019-01-31 21:00:00,-2.0, 78.3,5
2019-01-31 22:00:00,-1.9, 80.1,5
2019-01-31 23:00:00,-2.0, 82.4,5
2019-02-01 00:00:00,-2.2, 84.0,5
2019-02-01 01:00:00,-3.0, 85.8,5
2019-02-01 02:00:00,-3.9, 87.8,5
2019-02-01 03:00:00,-3.6, 87.7,5
2019-02-01 04:00:00,-2.8, 86.9,5
2019-02-01 05:00:00,-1.2, 82.4,5
2019-02-01 06:00:00,-0.4, 77.3,5
2019-02-01 07:00:00,-0.7, 79.2,5
2019-02-01 08:00:00,-1.3, 83.1,5
2019-02-01 09:00:00,-0.7, 81.8,5
2019-02-01 10:00:00,0.8, 77.0,5
2019-02-01 11:00:00,2.6, 68.2,5
2019-02-01 12:00:00,4.2, 63.1,5
2019-02-01 13:00:00,4.0, 63.4,5
2019-02-01 14:00:00,4.3, 62.4,5
2019-02-01 15:00:00,4.0, 69.2,5
2019-02-01 16:00:00,3.6, 84.3,5
2019-02-01 17:00:00,3.3, 98.0,5
