wind_speed,mean_sea_level,dew_point,wind_direction,relative_humidity,air_temperature,time,air_temperature_yesterday_low,total_precipitation,wind_gust_speed,air_temperature_yesterday_high,tendency_amount,week_of_year
10.0, 101.4, 2.2, 270.0, 50.0, 12.3,2022-09-17 00:00:00, None, None, None, None, -0.04,38
11.0, 101.4, 3.4, 292.5, 55.0, 12.3,2022-09-17 01:00:00, None, None, None, None, -0.03,38
9.0, 101.5, 3.1, 247.5, 55.0, 11.7,2022-09-17 02:00:00, None, None, None, None, 0.0,38
8.0, 101.5, 3.1, 247.5, 58.0, 11.2,2022-09-17 03:00:00, None, None, None, None, 0.02,38
5.0, 101.4, 3.1, 270.0, 62.0, 10.1,2022-09-17 04:00:00, None, None, None, None, 0.02,38
6.0, 101.5, 2.9, 247.5, 64.0, 9.2,2022-09-17 05:00:00, None, None, None, None, -0.01,38
8.0, 101.5, 2.6, 247.5, 60.0, 9.9,2022-09-17 06:00:00, None, None, None, None, -0.01,38
5.0, 101.5, 3.7, 270.0, 66.0, 9.7,2022-09-17 07:00:00, None, None, None, None, 0.05,38
5.0, 101.5, 4.6, 292.5, 66.0, 10.6,2022-09-17 08:00:00, None, None, None, None, 0.05,38
4.0, 101.5, 4.2, 292.5, 60.0, 11.8,2022-09-17 09:00:00, None, None, None, None, 0.06,38
9.0, 101.5, 4.2, 337.5, 54.0, 13.4,2022-09-17 10:00:00, None, None, None, None, -0.01,38
9.0, 101.5, 4.6, 337.5, 53.0, 14.1,2022-09-17 11:00:00, None, None, None, None, -0.05,38
6.0, 101.4, 4.4, 0.0, 45.0, 16.4,2022-09-17 12:00:00, None, None, None, None, -0.11,38
14.0, 101.4, 4.3, 22.5, 48.0, 15.3,2022-09-17 13:00:00, None, None, None, None, -0.11,38
11.0, 101.3, 3.0, 0.0, 40.0, 16.8,2022-09-17 14:00:00, None, None, None, None, -0.15,38
8.0, 101.2, 0.3, 0.0, 30.0, 17.9,2022-09-17 15:00:00, None, None, None, None, -0.17,38
6.0, 101.2, 0.3, 337.5, 29.0, 18.6,2022-09-17 16:00:00, None, None, None, None, -0.2,38
7.0, 101.2, 1.4, 315.0, 33.0, 17.8,2022-09-17 17:00:00, None, None, None, None, -0.16,38
14.0, 101.2, 1.3, 292.5, 36.0, 16.6,2022-09-17 18:00:00, None, None, None, None, -0.08,38
16.0, 101.2, 3.3, 337.5, 44.0, 15.6,2022-09-17 19:00:00, None, None, None, None, 0.0,38
17.0, 101.3, 3.7, 315.0, 45.0, 15.6,2022-09-17 20:00:00, None, None, None, None, 0.09,38
10.0, 101.3, 3.6, 270.0, 48.0, 14.5,2022-09-17 21:00:00, None, None, None, None, 0.1,38
14.0, 101.3, 3.9, 270.0, 52.0, 13.5,2022-09-17 22:00:00, None, None, None, None, 0.1,38
9.0, 101.3, 4.0, 270.0, 56.0, 12.5,2022-09-17 23:00:00, 8.9, 0.0, 31.0, 18.8, 0.07,38
11.0, 101.3, 3.5, 270.0, 56.0, 11.8,2022-09-18 00:00:00, None, None, None, None, 0.06,38
11.0, 101.3, 3.0, 270.0, 58.0, 11.0,2022-09-18 01:00:00, None, None, None, None, 0.04,38
16.0, 101.4, 2.6, 270.0, 53.0, 11.7,2022-09-18 02:00:00, None, None, None, None, 0.06,38
12.0, 101.4, 2.5, 270.0, 54.0, 11.5,2022-09-18 03:00:00, None, None, None, None, 0.08,38
15.0, 101.4, 2.4, 270.0, 55.0, 11.0,2022-09-18 04:00:00, None, None, None, None, 0.04,38
11.0, 101.4, 2.5, 292.5, 57.0, 10.7,2022-09-18 05:00:00, None, None, None, None, 0.0,38
13.0, 101.4, 3.0, 270.0, 57.0, 11.2,2022-09-18 06:00:00, None, None, None, None, -0.05,38
15.0, 101.4, 3.2, 270.0, 60.0, 10.7,2022-09-18 07:00:00, None, None, None, None, 0.0,38
15.0, 101.4, 3.3, 270.0, 59.0, 10.9,2022-09-18 08:00:00, None, None, None, None, 0.01,38
20.0, 101.4, 4.0, 292.5, 52.0, 13.6,2022-09-18 09:00:00, None, None, None, None, 0.09,38
16.0, 101.4, 3.4, 292.5, 46.0, 14.9,2022-09-18 10:00:00, None, None, None, None, 0.05,38
8.0, 101.4, 2.3, 292.5, 38.0, 16.6,2022-09-18 11:00:00, None, None, None, None, -0.03,38
11.0, 101.3, 2.8, 292.5, 36.0, 17.9,2022-09-18 12:00:00, None, None, None, None, -0.14,38
10.0, 101.2, 2.3, 315.0, 33.0, 18.9,2022-09-18 13:00:00, None, None, None, None, -0.18,38
8.0, 101.1, 2.4, 337.5, 33.0, 18.8,2022-09-18 14:00:00, None, None, None, None, -0.21,38
10.0, 101.1, 5.2, 22.5, 41.0, 18.5,2022-09-18 15:00:00, None, None, None, None, -0.23,38
10.0, 101.0, 4.5, 22.5, 40.0, 18.2,2022-09-18 16:00:00, None, None, None, None, -0.24,38
9.0, 101.0, 4.9, 337.5, 43.0, 17.6,2022-09-18 17:00:00, None, None, None, None, -0.18,38
3.0, 100.9, 3.7, 292.5, 43.0, 16.4,2022-09-18 18:00:00, None, None, None, None, -0.15,38
9.0, 100.9, 2.9, 202.5, 46.0, 14.4,2022-09-18 19:00:00, None, None, None, None, -0.08,38
5.0, 101.0, 3.0, 202.5, 53.0, 12.4,2022-09-18 20:00:00, None, None, None, None, -0.01,38
3.0, 101.0, 2.6, 247.5, 54.0, 11.6,2022-09-18 21:00:00, None, None, None, None, 0.08,38
10.0, 101.0, 2.9, 270.0, 53.0, 12.3,2022-09-18 22:00:00, None, None, None, None, 0.1,38
7.0, 101.0, 2.1, 270.0, 54.0, 11.2,2022-09-18 23:00:00, 10.3, 0.0, None, 19.1, 0.07,38
11.0, 101.0, 1.9, 270.0, 56.0, 10.4,2022-09-19 00:00:00, None, None, None, None, 0.03,38
13.0, 101.0, 1.6, 270.0, 56.0, 10.0,2022-09-19 01:00:00, None, None, None, None, 0.0,38
15.0, 101.0, 1.8, 270.0, 60.0, 9.2,2022-09-19 02:00:00, None, None, None, None, 0.01,38
11.0, 101.1, 2.3, 270.0, 60.0, 9.7,2022-09-19 03:00:00, None, None, None, None, 0.05,38
7.0, 101.1, 1.9, 270.0, 63.0, 8.5,2022-09-19 04:00:00, None, None, None, None, 0.11,38
10.0, 101.2, 2.4, 270.0, 69.0, 7.7,2022-09-19 05:00:00, None, None, None, None, 0.13,38
6.0, 101.2, 2.9, 270.0, 73.0, 7.4,2022-09-19 06:00:00, None, None, None, None, 0.13,38
6.0, 101.2, 2.9, 270.0, 73.0, 7.4,2022-09-19 07:00:00, None, None, None, None, 0.13,38
8.0, 101.3, 3.0, 270.0, 57.0, 11.2,2022-09-19 08:00:00, None, None, None, None, 0.13,38
4.0, 101.4, 6.5, 0.0, 62.0, 13.7,2022-09-19 09:00:00, None, None, None, None, 0.14,38
6.0, 101.4, 6.8, 0.0, 63.0, 13.7,2022-09-19 10:00:00, None, None, None, None, 0.15,38
9.0, 101.4, 6.3, 337.5, 54.0, 15.5,2022-09-19 11:00:00, None, None, None, None, 0.1,38
13.0, 101.4, 7.1, 337.5, 47.0, 18.7,2022-09-19 12:00:00, None, None, None, None, 0.06,38
12.0, 101.4, 6.1, 337.5, 41.0, 19.8,2022-09-19 13:00:00, None, None, None, None, 0.03,38
19.0, 101.4, -0.2, 315.0, 25.0, 20.2,2022-09-19 14:00:00, None, None, 27.0, None, 0.03,38
9.0, 101.4, -0.1, 315.0, 25.0, 20.6,2022-09-19 15:00:00, None, None, None, None, 0.02,38
4.0, 101.4, 0.4, 337.5, 25.0, 21.4,2022-09-19 16:00:00, None, None, None, None, 0.02,38
13.0, 101.5, -0.8, 337.5, 23.0, 21.0,2022-09-19 17:00:00, None, None, None, None, 0.03,38
13.0, 101.5, -0.6, 315.0, 26.0, 19.6,2022-09-19 18:00:00, None, None, None, None, 0.1,38
19.0, 101.6, -0.8, 292.5, 27.0, 18.8,2022-09-19 19:00:00, None, None, 29.0, None, 0.19,38
12.0, 101.8, 0.4, 292.5, 31.0, 17.5,2022-09-19 20:00:00, None, None, None, None, 0.29,38
12.0, 101.8, 0.4, 292.5, 31.0, 17.5,2022-09-19 21:00:00, None, None, None, None, 0.29,38
13.0, 102.0, 2.0, 270.0, 44.0, 14.0,2022-09-19 23:00:00, 6.7, 0.0, 31.0, 22.0, 0.19,38
12.0, 102.0, 1.3, 270.0, 44.0, 13.3,2022-09-20 00:00:00, None, None, None, None, 0.13,38
11.0, 102.0, 1.2, 270.0, 46.0, 12.6,2022-09-20 01:00:00, None, None, None, None, 0.11,38
11.0, 102.1, 1.7, 270.0, 52.0, 11.0,2022-09-20 02:00:00, None, None, None, None, 0.12,38
12.0, 102.1, 1.7, 292.5, 51.0, 11.6,2022-09-20 03:00:00, None, None, None, None, 0.12,38
13.0, 102.2, 1.5, 270.0, 59.0, 9.2,2022-09-20 04:00:00, None, None, None, None, 0.11,38
16.0, 102.2, 1.2, 270.0, 61.0, 8.3,2022-09-20 05:00:00, None, None, None, None, 0.1,38
16.0, 102.2, 1.5, 270.0, 62.0, 8.4,2022-09-20 06:00:00, None, None, None, None, 0.09,38
10.0, 102.3, 1.7, 292.5, 60.0, 9.0,2022-09-20 07:00:00, None, None, None, None, 0.12,38
9.0, 102.3, 2.4, 292.5, 54.0, 11.6,2022-09-20 08:00:00, None, None, None, None, 0.14,38
10.0, 102.3, 4.2, 292.5, 50.0, 14.6,2022-09-20 09:00:00, None, None, None, None, 0.1,38
20.0, 102.3, 3.2, 292.5, 43.0, 15.7,2022-09-20 10:00:00, None, None, None, None, 0.01,38
15.0, 102.3, 2.2, 292.5, 36.0, 17.5,2022-09-20 11:00:00, None, None, None, None, -0.05,38
13.0, 102.2, 1.7, 315.0, 33.0, 18.1,2022-09-20 12:00:00, None, None, 28.0, None, -0.1,38
16.0, 102.1, 1.3, 0.0, 30.0, 19.3,2022-09-20 13:00:00, None, None, None, None, -0.13,38
15.0, 102.1, 0.7, 337.5, 27.0, 20.1,2022-09-20 14:00:00, None, None, None, None, -0.17,38
9.0, 102.0, 1.1, 315.0, 26.0, 21.4,2022-09-20 15:00:00, None, None, None, None, -0.18,38
9.0, 102.0, 0.5, 315.0, 25.0, 21.6,2022-09-20 16:00:00, None, None, None, None, -0.18,38
18.0, 101.9, -1.7, 292.5, 22.0, 20.7,2022-09-20 17:00:00, None, None, None, None, -0.15,38
11.0, 101.9, -1.2, 270.0, 25.0, 19.5,2022-09-20 18:00:00, None, None, None, None, -0.1,38
