WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,avg_air_temp_pst1hr,week_of_year
186.3, -1.4, 4.527, None,2019-01-22 00:00:00, -1.424,4
194.3, -2.1, 5.187, None,2019-01-22 01:00:00, -2.088,4
173.2, -3.4, 5.01, None,2019-01-22 02:00:00, -3.433,4
175.9, -3.4, 5.577, None,2019-01-22 03:00:00, -3.434,4
185.1, -3.0, 5.425, None,2019-01-22 04:00:00, -3.027,4
191.7, -2.4, 5.531, None,2019-01-22 05:00:00, -2.414,4
189.8, -2.2, 6.272, None,2019-01-22 06:00:00, -2.17,4
195.5, -2.1, 6.084, None,2019-01-22 07:00:00, -2.103,4
199.2, -2.0, 4.881, None,2019-01-22 08:00:00, -1.989,4
201.7, -2.1, 4.063, None,2019-01-22 09:00:00, -2.144,4
203.7, -2.7, 4.333, None,2019-01-22 10:00:00, -2.729,4
198.4, -2.6, 4.815, None,2019-01-22 11:00:00, -2.59,4
198.5, -2.3, 4.834, None,2019-01-22 12:00:00, -2.318,4
198.3, -1.8, 4.34, None,2019-01-22 13:00:00, -1.803,4
197.1, -1.4, 3.26, None,2019-01-22 14:00:00, -1.415,4
190.1, -1.3, 2.526, None,2019-01-22 15:00:00, -1.298,4
189.8, -1.3, 2.639, None,2019-01-22 16:00:00, -1.258,4
188.2, -1.5, 2.98, None,2019-01-22 17:00:00, -1.467,4
187.0, -1.4, 2.215, None,2019-01-22 18:00:00, -1.394,4
186.3, -1.3, 2.046, None,2019-01-22 19:00:00, -1.317,4
190.8, -1.4, 1.176, None,2019-01-22 20:00:00, -1.43,4
213.5, -1.7, 1.02, None,2019-01-22 21:00:00, -1.733,4
261.4, -1.7, 0.545, None,2019-01-22 22:00:00, -1.675,4
34.8, -1.7, 0.414, None,2019-01-22 23:00:00, -1.687,4
80.4, -1.8, 0.37, None,2019-01-23 00:00:00, -1.786,4
329.8, -1.9, 0.326, None,2019-01-23 01:00:00, -1.882,4
304.2, -1.8, 0.310999, None,2019-01-23 02:00:00, -1.786,4
333.1, -1.7, 0.603999, None,2019-01-23 03:00:00, -1.725,4
310.5, -1.7, 0.563, None,2019-01-23 04:00:00, -1.709,4
338.7, -1.8, 0.755999, None,2019-01-23 05:00:00, -1.806,4
326.5, -1.8, 1.456, None,2019-01-23 06:00:00, -1.828,4
327.9, -1.8, 1.909, None,2019-01-23 07:00:00, -1.792,4
326.6, -1.9, 1.923, None,2019-01-23 08:00:00, -1.933,4
340.5, -2.2, 1.884, None,2019-01-23 09:00:00, -2.247,4
328.9, -2.5, 1.923, None,2019-01-23 10:00:00, -2.509,4
345.5, -2.6, 2.496, None,2019-01-23 11:00:00, -2.648,4
341.3, -2.9, 2.598, None,2019-01-23 12:00:00, -2.895,4
353.7, -2.8, 2.273, None,2019-01-23 13:00:00, -2.752,4
25.2, -2.4, 1.225, None,2019-01-23 14:00:00, -2.394,4
20.1, -2.4, 1.027, None,2019-01-23 15:00:00, -2.398,4
61.4, -2.3, 0.536, None,2019-01-23 16:00:00, -2.312,4
125.7, -2.6, 0.626999, None,2019-01-23 17:00:00, -2.604,4
108.6, -3.4, 0.722, None,2019-01-23 18:00:00, -3.385,4
91.6, -3.8, 0.446, None,2019-01-23 19:00:00, -3.76,4
59.2, -4.0, 0.834999, None,2019-01-23 20:00:00, -4.036,4
43.5, -4.3, 0.606998, None,2019-01-23 21:00:00, -4.324,4
80.7, -4.3, 0.481999, None,2019-01-23 22:00:00, -4.304,4
20.1, -4.3, 0.672999, None,2019-01-23 23:00:00, -4.267,4
174.0, -4.2, 0.500998, None,2019-01-24 00:00:00, -4.193,4
196.9, -3.8, 1.025, None,2019-01-24 01:00:00, -3.755,4
9.9, -4.1, 0.869, None,2019-01-24 02:00:00, -4.149,4
194.5, -4.4, 1.011, None,2019-01-24 03:00:00, -4.432,4
212.0, -2.9, 2.235, None,2019-01-24 04:00:00, -2.908,4
203.3, -3.0, 1.917, None,2019-01-24 05:00:00, -2.981,4
195.8, -3.6, 1.847, None,2019-01-24 06:00:00, -3.586,4
189.3, -3.6, 1.963, None,2019-01-24 07:00:00, -3.575,4
179.9, -4.0, 1.62, None,2019-01-24 08:00:00, -3.957,4
201.8, -3.7, 2.572, None,2019-01-24 09:00:00, -3.735,4
168.0, -3.8, 1.271, None,2019-01-24 10:00:00, -3.833,4
201.3, -3.6, 1.625, None,2019-01-24 11:00:00, -3.582,4
161.6, -3.0, 0.828, None,2019-01-24 12:00:00, -2.99,4
155.5, -2.6, 0.497999, None,2019-01-24 13:00:00, -2.58,4
144.2, -2.3, 0.726, None,2019-01-24 14:00:00, -2.316,4
89.3, -2.4, 1.103, None,2019-01-24 15:00:00, -2.412,4
94.6, -2.5, 0.699, None,2019-01-24 16:00:00, -2.503,4
166.1, -2.7, 0.85, None,2019-01-24 17:00:00, -2.661,4
210.9, -2.5, 0.982999, None,2019-01-24 18:00:00, -2.528,4
172.3, -2.5, 1.429, None,2019-01-24 19:00:00, -2.502,4
194.4, -2.3, 1.773, None,2019-01-24 20:00:00, -2.285,4
193.4, -2.4, 1.861, None,2019-01-24 21:00:00, -2.421,4
186.1, -2.4, 1.887, None,2019-01-24 22:00:00, -2.41,4
192.0, -2.3, 1.518, None,2019-01-24 23:00:00, -2.335,4
211.7, -2.5, 1.897, None,2019-01-25 00:00:00, -2.466,4
203.7, -2.7, 2.06, None,2019-01-25 01:00:00, -2.706,4
216.4, -2.3, 2.112, None,2019-01-25 02:00:00, -2.278,4
203.0, -2.2, 2.265, None,2019-01-25 03:00:00, -2.179,4
218.4, -2.7, 2.809, None,2019-01-25 04:00:00, -2.661,4
219.0, -2.5, 3.129, None,2019-01-25 05:00:00, -2.513,4
227.5, -1.5, 2.408, None,2019-01-25 06:00:00, -1.513,4
217.5, -1.7, 1.87, None,2019-01-25 07:00:00, -1.742,4
201.9, -2.3, 2.325, None,2019-01-25 08:00:00, -2.313,4
195.6, -2.4, 2.652, None,2019-01-25 09:00:00, -2.378,4
189.1, -1.5, 2.126, None,2019-01-25 10:00:00, -1.534,4
184.5, -1.6, 2.234, None,2019-01-25 11:00:00, -1.58,4
186.5, -1.2, 2.574, None,2019-01-25 12:00:00, -1.246,4
181.8, -0.9, 2.605, None,2019-01-25 13:00:00, -0.904999,4
175.0, -0.5, 3.256, None,2019-01-25 14:00:00, -0.547999,4
184.6, -0.4, 3.536, None,2019-01-25 15:00:00, -0.388998,4
189.7, -0.1, 3.059, None,2019-01-25 16:00:00, -0.056,4
166.3, 0.0, 1.868, None,2019-01-25 17:00:00, 0.0,4
167.7, 0.1, 2.215, None,2019-01-25 18:00:00, 0.111,4
174.7, 0.2, 1.967, None,2019-01-25 19:00:00, 0.237,4
187.9, 0.5, 2.489, None,2019-01-25 20:00:00, 0.509998,4
175.4, 0.6, 1.667, None,2019-01-25 21:00:00, 0.609,4
194.3, 0.8, 2.853, None,2019-01-25 22:00:00, 0.814998,4
199.6, 1.3, 3.598, None,2019-01-25 23:00:00, 1.258,4
186.9, 1.2, 2.461, None,2019-01-26 00:00:00, 1.232,4
195.6, 1.2, 2.607, None,2019-01-26 01:00:00, 1.237,4
194.4, 1.2, 2.608, None,2019-01-26 02:00:00, 1.192,4
182.9, 1.2, 2.73, None,2019-01-26 03:00:00, 1.188,4
179.9, 1.0, 3.199, None,2019-01-26 04:00:00, 0.994,4
196.0, 0.8, 3.382, None,2019-01-26 05:00:00, 0.841,4
188.3, 0.7, 2.637, None,2019-01-26 06:00:00, 0.704999,4
188.4, 0.8, 2.621, None,2019-01-26 07:00:00, 0.773,4
193.0, 1.3, 3.585, None,2019-01-26 08:00:00, 1.263,4
201.8, 1.5, 3.593, None,2019-01-26 09:00:00, 1.543,4
203.2, 1.6, 3.205, None,2019-01-26 10:00:00, 1.561,4
200.5, 2.9, 4.794, None,2019-01-26 11:00:00, 2.934,4
179.6, 3.2, 3.402, None,2019-01-26 12:00:00, 3.211,4
187.2, 3.3, 3.603, None,2019-01-26 13:00:00, 3.258,4
195.0, 3.7, 3.198, None,2019-01-26 14:00:00, 3.741,4
178.2, 3.5, 2.31, None,2019-01-26 15:00:00, 3.532,4
183.9, 3.6, 3.624, None,2019-01-26 16:00:00, 3.612,4
194.4, 3.1, 5.39, None,2019-01-26 17:00:00, 3.143,4
193.8, 2.3, 4.029, None,2019-01-26 18:00:00, 2.35,4
187.0, 1.8, 3.562, None,2019-01-26 19:00:00, 1.825,4
188.9, 1.9, 4.053, None,2019-01-26 20:00:00, 1.857,4
215.7, 2.0, 2.459, None,2019-01-26 21:00:00, 2.011,4
241.4, 3.2, 3.055, None,2019-01-26 22:00:00, 3.196,4
236.3, 3.4, 3.668, None,2019-01-26 23:00:00, 3.433,4
245.2, 3.7, 3.54, None,2019-01-27 00:00:00, 3.746,4
256.8, 3.9, 4.455, None,2019-01-27 01:00:00, 3.927,4
271.8, 3.5, 3.692, None,2019-01-27 02:00:00, 3.49,4
289.5, 2.9, 3.806, None,2019-01-27 03:00:00, 2.935,4
293.5, 2.7, 4.168, None,2019-01-27 04:00:00, 2.655,4
299.4, 2.3, 3.933, None,2019-01-27 05:00:00, 2.305,4
297.3, 1.9, 4.236, None,2019-01-27 06:00:00, 1.934,4
302.0, 1.5, 4.239, None,2019-01-27 07:00:00, 1.546,4
306.7, 1.3, 4.831, None,2019-01-27 08:00:00, 1.261,4
307.5, 1.0, 4.817, None,2019-01-27 09:00:00, 0.990998,4
