AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
5.8, 0.0, 0.0, 1.3, 0.001,2017-10-15 00:00:00, 201.0,96.0,42
5.8, None, 0.0, 2.5, None,2017-10-15 00:15:00, 277.0,96.0,42
5.8, None, 0.0, 2.9, None,2017-10-15 00:30:00, 251.0,96.0,42
5.7, None, 0.0, 2.4, None,2017-10-15 00:45:00, 232.0,96.0,42
5.5, 0.0, 0.0, 2.2, 0.0,2017-10-15 01:00:00, 233.0,96.0,42
5.3, None, 0.0, 2.7, None,2017-10-15 01:15:00, 251.0,97.0,42
5.3, None, 0.0, 3.3, None,2017-10-15 01:30:00, 228.0,97.0,42
5.2, None, 0.0, 2.5, None,2017-10-15 01:45:00, 271.0,97.0,42
4.9, 0.0, 0.0, 3.3, 0.0,2017-10-15 02:00:00, 256.0,98.0,42
4.6, None, 0.0, 2.6, None,2017-10-15 02:15:00, 271.0,98.0,42
4.2, None, 0.0, 1.1, None,2017-10-15 02:30:00, 141.0,98.0,42
3.7, None, 0.0, 2.1, None,2017-10-15 02:45:00, 357.0,98.0,42
3.6, 0.0, 0.0, 2.2, 0.0,2017-10-15 03:00:00, 257.0,98.0,42
4.0, None, 0.0, 3.6, None,2017-10-15 03:15:00, 263.0,99.0,42
4.4, None, 0.0, 4.1, None,2017-10-15 03:30:00, 277.0,99.0,42
4.7, None, 0.0, 3.2, None,2017-10-15 03:45:00, 254.0,99.0,42
4.7, 0.0, 0.0, 2.3, 0.0,2017-10-15 04:00:00, 263.0,99.0,42
5.0, None, 0.0, 4.5, None,2017-10-15 04:15:00, 313.0,99.0,42
5.2, None, 0.0, 4.4, None,2017-10-15 04:30:00, 329.0,99.0,42
5.2, None, 0.0, 2.8, None,2017-10-15 04:45:00, 344.0,99.0,42
4.5, 0.0, 0.0, 1.2, 0.0,2017-10-15 05:00:00, 335.0,99.0,42
4.3, None, 0.0, 3.4, None,2017-10-15 05:15:00, 280.0,99.0,42
4.2, None, 0.0, 3.1, None,2017-10-15 05:30:00, 258.0,99.0,42
3.6, None, 0.0, 0.2, None,2017-10-15 05:45:00, 105.0,99.0,42
3.2, 0.0, 0.0, 0.0, 0.0,2017-10-15 06:00:00, 209.0,99.0,42
3.0, None, 0.0, 0.3, None,2017-10-15 06:15:00, 257.0,99.0,42
3.7, None, 0.0, 5.8, None,2017-10-15 06:30:00, 297.0,99.0,42
3.5, None, 0.0, 4.0, None,2017-10-15 06:45:00, 257.0,99.0,42
3.7, 0.0, 0.0, 5.4, 0.0,2017-10-15 07:00:00, 256.0,99.0,42
4.4, None, 0.0, 7.7, None,2017-10-15 07:15:00, 280.0,98.0,42
5.2, None, 0.0, 5.9, None,2017-10-15 07:30:00, 249.0,98.0,42
5.5, None, 0.0, 6.5, None,2017-10-15 07:45:00, 255.0,97.0,42
6.1, 0.0, 0.0, 6.3, 0.0,2017-10-15 08:00:00, 255.0,96.0,42
6.8, None, 0.0, 5.3, None,2017-10-15 08:15:00, 236.0,93.0,42
7.8, None, 0.0, 4.2, None,2017-10-15 08:30:00, 238.0,91.0,42
8.7, None, 0.0, 3.8, None,2017-10-15 08:45:00, 243.0,88.0,42
9.7, 0.0, 0.0, 3.1, 0.0,2017-10-15 09:00:00, 253.0,86.0,42
11.1, None, 0.0, 2.5, None,2017-10-15 09:15:00, 227.0,78.0,42
12.1, None, 0.0, 3.6, None,2017-10-15 09:30:00, 97.0,73.0,42
12.0, None, 0.0, 6.0, None,2017-10-15 09:45:00, 90.0,75.0,42
12.2, -1.0, 0.0, 6.8, 0.0,2017-10-15 10:00:00, 115.0,73.0,42
12.1, None, 0.0, 8.2, None,2017-10-15 10:15:00, 111.0,73.0,42
12.3, None, 0.0, 7.6, None,2017-10-15 10:30:00, 116.0,71.0,42
12.5, None, 0.0, 8.5, None,2017-10-15 10:45:00, 128.0,70.0,42
12.5, 1.0, 0.0, 8.0, 0.0,2017-10-15 11:00:00, 120.0,70.0,42
13.0, None, 0.0, 8.4, None,2017-10-15 11:15:00, 113.0,67.0,42
13.6, None, 0.0, 7.0, None,2017-10-15 11:30:00, 120.0,65.0,42
14.0, None, 0.0, 6.7, None,2017-10-15 11:45:00, 121.0,64.0,42
14.2, -1.0, 0.0, 6.3, 0.0,2017-10-15 12:00:00, 175.0,64.0,42
14.2, None, 0.0, 7.2, None,2017-10-15 12:15:00, 193.0,62.0,42
14.2, None, 0.0, 7.2, None,2017-10-15 12:30:00, 157.0,61.0,42
14.1, None, 0.0, 7.6, None,2017-10-15 12:45:00, 134.0,63.0,42
13.9, 0.0, 0.0, 8.3, 0.0,2017-10-15 13:00:00, 140.0,64.0,42
14.0, None, 0.0, 8.4, None,2017-10-15 13:15:00, 125.0,64.0,42
14.2, None, 0.0, 8.0, None,2017-10-15 13:30:00, 120.0,63.0,42
14.0, None, 0.0, 7.9, None,2017-10-15 13:45:00, 121.0,64.0,42
13.9, 0.0, 0.0, 7.7, 0.0,2017-10-15 14:00:00, 121.0,64.0,42
14.3, None, 0.0, 6.7, None,2017-10-15 14:30:00, 145.0,63.0,42
14.7, None, 0.0, 5.7, None,2017-10-15 14:45:00, 161.0,60.0,42
14.5, 0.0, 0.0, 10.6, 0.0,2017-10-15 15:00:00, 202.0,59.0,42
14.5, None, 0.0, 8.1, None,2017-10-15 15:15:00, 193.0,60.0,42
13.4, None, 0.0, 9.1, None,2017-10-15 15:30:00, 118.0,66.0,42
13.0, None, 0.0, 5.3, None,2017-10-15 15:45:00, 105.0,67.0,42
12.8, 1.0, 0.0, 5.5, 0.0,2017-10-15 16:00:00, 85.0,66.0,42
13.1, None, 0.0, 1.1, None,2017-10-15 16:15:00, 87.0,66.0,42
12.4, None, 0.0, 6.5, None,2017-10-15 16:30:00, 270.0,71.0,42
11.9, None, 0.0, 6.7, None,2017-10-15 16:45:00, 280.0,72.0,42
10.8, -1.0, 0.0, 6.4, 0.0,2017-10-15 17:00:00, 332.0,77.0,42
10.1, None, 0.0, 4.8, None,2017-10-15 17:15:00, 306.0,82.0,42
9.6, None, 0.0, 4.2, None,2017-10-15 17:30:00, 290.0,84.0,42
9.0, None, 0.0, 4.5, None,2017-10-15 17:45:00, 295.0,88.0,42
8.7, 1.0, 0.0, 2.5, 0.0,2017-10-15 18:00:00, 253.0,88.0,42
8.5, None, 0.0, 4.1, None,2017-10-15 18:15:00, 273.0,90.0,42
8.8, None, 0.0, 4.6, None,2017-10-15 18:30:00, 298.0,88.0,42
8.6, None, 0.0, 4.2, None,2017-10-15 18:45:00, 291.0,90.0,42
8.4, 0.0, 0.0, 3.1, 0.0,2017-10-15 19:00:00, 242.0,91.0,42
8.1, None, 0.0, 3.1, None,2017-10-15 19:15:00, 274.0,93.0,42
8.0, None, 0.0, 3.9, None,2017-10-15 19:30:00, 283.0,94.0,42
8.1, None, 0.0, 3.4, None,2017-10-15 19:45:00, 265.0,93.0,42
8.0, 0.0, 0.0, 3.3, 0.001,2017-10-15 20:00:00, 273.0,93.0,42
8.0, None, 0.0, 3.8, None,2017-10-15 20:15:00, 285.0,93.0,42
8.1, None, 0.0, 4.0, None,2017-10-15 20:30:00, 264.0,92.0,42
8.3, None, 0.0, 3.5, None,2017-10-15 20:45:00, 287.0,91.0,42
8.6, 0.0, 0.0, 4.1, 0.0,2017-10-15 21:00:00, 294.0,90.0,42
8.5, None, 0.0, 3.5, None,2017-10-15 21:15:00, 283.0,92.0,42
8.4, None, 0.0, 5.2, None,2017-10-15 21:30:00, 275.0,93.0,42
8.5, None, 0.0, 4.8, None,2017-10-15 21:45:00, 278.0,92.0,42
8.5, 0.0, 0.0, 5.0, 0.001,2017-10-15 22:00:00, 284.0,93.0,42
8.3, None, 0.254, 5.0, None,2017-10-15 22:15:00, 285.0,94.0,42
8.2, None, 0.0, 4.9, None,2017-10-15 22:30:00, 251.0,95.0,42
8.3, None, 0.0, 5.9, None,2017-10-15 22:45:00, 270.0,94.0,42
8.3, 0.0, 0.0, 5.1, 0.001,2017-10-15 23:00:00, 254.0,93.0,42
8.2, None, 0.0, 4.3, None,2017-10-15 23:15:00, 264.0,94.0,42
8.0, None, 0.0, 2.5, None,2017-10-15 23:30:00, 244.0,95.0,42
7.9, None, 0.0, 1.1, None,2017-10-15 23:45:00, 213.0,96.0,42
7.7, 0.0, 0.0, 0.8, 0.0,2017-10-16 00:00:00, 210.0,96.0,42
7.5, None, 0.0, 0.2, None,2017-10-16 00:15:00, 227.0,97.0,42
7.4, None, 0.0, 5.8, None,2017-10-16 00:30:00, 250.0,96.0,42
7.3, None, 0.0, 5.7, None,2017-10-16 00:45:00, 262.0,96.0,42
7.2, 0.0, 0.0, 5.4, 0.0,2017-10-16 01:00:00, 266.0,97.0,42
7.2, None, 0.0, 5.0, None,2017-10-16 01:15:00, 278.0,97.0,42
7.5, None, 0.0, 4.0, None,2017-10-16 01:30:00, 277.0,94.0,42
7.4, None, 0.0, 4.9, None,2017-10-16 01:45:00, 263.0,95.0,42
7.2, 0.0, 0.0, 5.2, 0.0,2017-10-16 02:00:00, 276.0,95.0,42
7.2, None, 0.0, 5.9, None,2017-10-16 02:15:00, 266.0,95.0,42
7.4, None, 0.0, 5.3, None,2017-10-16 02:30:00, 280.0,94.0,42
7.5, None, 0.0, 6.1, None,2017-10-16 02:45:00, 289.0,93.0,42
7.7, 0.0, 0.0, 4.6, 0.0,2017-10-16 03:00:00, 309.0,93.0,42
7.6, None, 0.0, 5.1, None,2017-10-16 03:15:00, 287.0,93.0,42
