TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
-9.6, None,90.4, 90.4,2018-02-26 00:00:00, -9.65,9
-11.1, None,90.4, 90.4,2018-02-26 01:00:00, -11.11,9
-12.0, None,90.3, 90.3,2018-02-26 02:00:00, -11.97,9
-12.1, None,91.1, 91.1,2018-02-26 03:00:00, -12.13,9
-12.6, None,92.1, 92.1,2018-02-26 04:00:00, -12.56,9
-13.2, None,91.0, 91.0,2018-02-26 05:00:00, -13.15,9
-13.1, None,89.9, 89.9,2018-02-26 06:00:00, -13.13,9
-13.5, None,89.0, 89.0,2018-02-26 07:00:00, -13.45,9
-13.7, None,88.3, 88.3,2018-02-26 08:00:00, -13.7,9
-12.6, None,88.7, 88.7,2018-02-26 09:00:00, -12.63,9
-11.4, None,89.3, 89.3,2018-02-26 10:00:00, -11.43,9
-10.1, None,89.4, 89.4,2018-02-26 11:00:00, -10.08,9
-8.6, None,89.2, 89.2,2018-02-26 12:00:00, -8.65,9
-5.3, None,88.7, 88.7,2018-02-26 13:00:00, -5.308,9
1.3, None,50.8, 50.83,2018-02-26 14:00:00, 1.335,9
2.5, None,41.0, 41.01,2018-02-26 15:00:00, 2.471,9
1.6, None,45.7, 45.65,2018-02-26 16:00:00, 1.562,9
1.5, None,45.7, 45.69,2018-02-26 17:00:00, 1.549,9
1.7, None,45.6, 45.59,2018-02-26 18:00:00, 1.686,9
1.8, None,46.0, 45.99,2018-02-26 19:00:00, 1.771,9
1.8, None,47.8, 47.79,2018-02-26 20:00:00, 1.823,9
1.9, None,48.7, 48.69,2018-02-26 21:00:00, 1.926,9
1.8, None,48.0, 48.01,2018-02-26 22:00:00, 1.808,9
1.4, None,49.2, 49.2,2018-02-26 23:00:00, 1.423,9
1.1, None,53.1, 53.1,2018-02-27 00:00:00, 1.077,9
0.9, None,55.4, 55.38,2018-02-27 01:00:00, 0.904999,9
1.0, None,53.7, 53.65,2018-02-27 02:00:00, 0.97,9
1.1, None,55.4, 55.4,2018-02-27 03:00:00, 1.091,9
1.1, None,57.8, 57.82,2018-02-27 04:00:00, 1.087,9
0.8, None,57.9, 57.88,2018-02-27 05:00:00, 0.767,9
0.4, None,57.6, 57.58,2018-02-27 06:00:00, 0.395,9
0.3, None,54.6, 54.64,2018-02-27 07:00:00, 0.252,9
0.2, None,50.1, 50.1,2018-02-27 08:00:00, 0.204998,9
0.9, None,44.6, 44.63,2018-02-27 09:00:00, 0.913999,9
1.7, None,40.1, 40.13,2018-02-27 10:00:00, 1.702,9
2.5, None,36.5, 36.53,2018-02-27 11:00:00, 2.548,9
3.3, None,33.6, 33.62,2018-02-27 12:00:00, 3.288,9
3.9, None,31.0, 30.99,2018-02-27 13:00:00, 3.897,9
3.9, None,31.2, 31.2,2018-02-27 14:00:00, 3.858,9
4.0, None,32.2, 32.2,2018-02-27 15:00:00, 3.973,9
3.6, None,34.3, 34.27,2018-02-27 16:00:00, 3.576,9
3.6, None,32.2, 32.23,2018-02-27 17:00:00, 3.56,9
2.6, None,33.9, 33.93,2018-02-27 18:00:00, 2.638,9
1.4, None,43.7, 43.67,2018-02-27 19:00:00, 1.405,9
0.7, None,50.2, 50.19,2018-02-27 20:00:00, 0.740998,9
0.2, None,56.0, 55.97,2018-02-27 21:00:00, 0.240998,9
-0.4, None,58.8, 58.77,2018-02-27 22:00:00, -0.388998,9
-1.0, None,59.8, 59.82,2018-02-27 23:00:00, -0.963998,9
-1.4, None,60.9, 60.88,2018-02-28 00:00:00, -1.425,9
-1.6, None,60.8, 60.81,2018-02-28 01:00:00, -1.601,9
-1.7, None,60.7, 60.67,2018-02-28 02:00:00, -1.732,9
-1.4, None,55.6, 55.61,2018-02-28 03:00:00, -1.447,9
-2.0, None,57.0, 56.95,2018-02-28 04:00:00, -2.025,9
-2.1, None,53.8, 53.84,2018-02-28 05:00:00, -2.082,9
-2.5, None,53.4, 53.44,2018-02-28 06:00:00, -2.529,9
-3.0, None,54.4, 54.35,2018-02-28 07:00:00, -2.978,9
-3.0, None,54.3, 54.32,2018-02-28 08:00:00, -2.959,9
-1.8, None,49.8, 49.78,2018-02-28 09:00:00, -1.808,9
-2.3, None,57.4, 57.44,2018-02-28 10:00:00, -2.342,9
-1.0, None,53.1, 53.11,2018-02-28 11:00:00, -0.959999,9
1.0, None,41.0, 41.03,2018-02-28 12:00:00, 1.003,9
1.5, None,38.9, 38.91,2018-02-28 13:00:00, 1.529,9
2.2, None,37.8, 37.84,2018-02-28 14:00:00, 2.152,9
1.6, None,41.4, 41.36,2018-02-28 15:00:00, 1.598,9
1.3, None,42.4, 42.41,2018-02-28 16:00:00, 1.349,9
0.4, None,46.4, 46.39,2018-02-28 17:00:00, 0.405,9
-1.9, None,55.6, 55.61,2018-02-28 18:00:00, -1.881,9
-2.2, None,55.5, 55.54,2018-02-28 19:00:00, -2.203,9
-1.6, None,54.9, 54.91,2018-02-28 20:00:00, -1.644,9
-2.2, None,59.7, 59.68,2018-02-28 21:00:00, -2.162,9
-2.9, None,62.4, 62.44,2018-02-28 22:00:00, -2.886,9
-4.4, None,65.9, 65.91,2018-02-28 23:00:00, -4.426,9
-5.3, None,67.3, 67.29,2018-03-01 00:00:00, -5.314,9
-5.8, None,68.6, 68.61,2018-03-01 01:00:00, -5.756,9
-7.2, None,69.5, 69.5,2018-03-01 02:00:00, -7.223,9
-8.6, None,67.6, 67.61,2018-03-01 03:00:00, -8.62,9
