RelativeHumidity,AirTemperature,time,Rain,week_of_year
None,17.6,2016-04-08 00:00:00,0.0,15
None,17.5,2016-04-08 00:15:00,0.0,15
None,17.8,2016-04-08 00:30:00,0.0,15
None,17.4,2016-04-08 00:45:00,0.0,15
None,17.2,2016-04-08 01:00:00,0.0,15
None,16.8,2016-04-08 01:15:00,0.0,15
None,16.7,2016-04-08 01:30:00,0.0,15
None,16.1,2016-04-08 01:45:00,0.0,15
None,16.4,2016-04-08 02:00:00,0.0,15
None,16.3,2016-04-08 02:15:00,0.0,15
None,16.8,2016-04-08 02:30:00,0.0,15
None,16.5,2016-04-08 02:45:00,0.0,15
None,16.5,2016-04-08 03:00:00,0.0,15
None,15.9,2016-04-08 03:15:00,0.0,15
None,15.8,2016-04-08 03:30:00,0.0,15
None,15.6,2016-04-08 03:45:00,0.0,15
None,15.5,2016-04-08 04:00:00,0.0,15
None,16.1,2016-04-08 04:15:00,0.0,15
None,16.5,2016-04-08 04:30:00,0.0,15
None,16.2,2016-04-08 04:45:00,0.0,15
None,16.8,2016-04-08 05:00:00,0.0,15
None,16.7,2016-04-08 05:15:00,0.0,15
None,16.6,2016-04-08 05:30:00,0.0,15
None,16.6,2016-04-08 05:45:00,0.0,15
None,16.8,2016-04-08 06:00:00,0.0,15
None,17.1,2016-04-08 06:15:00,0.0,15
None,15.6,2016-04-08 06:30:00,0.0,15
None,15.6,2016-04-08 06:45:00,0.0,15
None,16.0,2016-04-08 07:00:00,0.0,15
None,16.6,2016-04-08 07:15:00,0.0,15
None,17.0,2016-04-08 07:30:00,0.0,15
None,16.9,2016-04-08 07:45:00,0.0,15
None,17.4,2016-04-08 08:00:00,0.0,15
None,18.6,2016-04-08 08:15:00,0.0,15
None,18.1,2016-04-08 08:30:00,0.0,15
None,17.9,2016-04-08 08:45:00,0.0,15
None,16.7,2016-04-08 09:00:00,0.0,15
None,17.2,2016-04-08 09:15:00,0.0,15
None,17.6,2016-04-08 09:30:00,0.0,15
None,17.3,2016-04-08 09:45:00,0.0,15
None,18.7,2016-04-08 10:00:00,0.0,15
None,19.2,2016-04-08 10:15:00,0.0,15
None,19.6,2016-04-08 10:30:00,0.0,15
None,19.4,2016-04-08 10:45:00,0.0,15
None,19.6,2016-04-08 11:00:00,0.0,15
None,20.1,2016-04-08 11:15:00,0.0,15
None,19.9,2016-04-08 11:30:00,0.0,15
None,20.0,2016-04-08 11:45:00,0.0,15
None,19.9,2016-04-08 12:00:00,0.0,15
None,18.8,2016-04-08 12:15:00,0.0,15
None,18.3,2016-04-08 12:30:00,0.0,15
None,18.1,2016-04-08 12:45:00,0.0,15
None,18.4,2016-04-08 13:00:00,0.0,15
None,19.7,2016-04-08 13:15:00,0.0,15
None,20.4,2016-04-08 13:30:00,0.0,15
None,21.1,2016-04-08 13:45:00,0.0,15
None,21.1,2016-04-08 14:00:00,0.0,15
None,21.5,2016-04-08 14:15:00,0.0,15
None,21.3,2016-04-08 14:30:00,0.0,15
None,20.4,2016-04-08 14:45:00,0.0,15
None,20.0,2016-04-08 15:00:00,0.0,15
None,20.3,2016-04-08 15:15:00,0.0,15
None,19.9,2016-04-08 15:30:00,0.0,15
None,19.9,2016-04-08 15:45:00,0.0,15
None,19.4,2016-04-08 16:00:00,0.0,15
None,17.7,2016-04-08 16:15:00,0.0,15
None,17.3,2016-04-08 16:30:00,0.0,15
None,17.7,2016-04-08 16:45:00,0.0,15
None,18.0,2016-04-08 17:00:00,0.0,15
None,17.8,2016-04-08 17:15:00,0.0,15
None,17.2,2016-04-08 17:30:00,0.0,15
None,17.1,2016-04-08 17:45:00,0.0,15
None,17.1,2016-04-08 18:00:00,0.0,15
None,16.3,2016-04-08 18:15:00,0.0,15
None,15.3,2016-04-08 18:30:00,0.0,15
None,14.4,2016-04-08 18:45:00,0.0,15
None,14.4,2016-04-08 19:00:00,0.0,15
None,14.3,2016-04-08 19:15:00,0.0,15
None,15.0,2016-04-08 19:30:00,0.0,15
None,14.6,2016-04-08 19:45:00,0.0,15
