wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,snw_dpth
346.0, 84.0, 2.5, 0.0, 3.3, 2.8, 5.8, 6.1, 50.0, 0.0, 0.0, 86.0,2020-08-26 00:00:00,35,
45.0, 84.0, 4.9, 0.0, 3.3, 4.0, 5.8, 5.6, 351.0, 0.0, 0.0, 89.0,2020-08-26 01:00:00,35,
58.0, 86.0, 2.8, 0.0, 3.9, 2.0, 6.1, 5.3, 346.0, 0.0, 0.0, 92.0,2020-08-26 02:00:00,35,
42.0, 89.0, 4.0, 0.0, 3.9, 3.7, 5.6, 4.7, 45.0, 0.0, 0.0, 95.0,2020-08-26 03:00:00,35,
25.0, 92.0, 2.0, 0.0, 4.1, 3.3, 5.3, 3.8, 58.0, 0.0, 0.0, 98.0,2020-08-26 04:00:00,35,
344.0, 95.0, 3.7, 0.0, 4.0, 3.2, 4.7, 4.4, 42.0, 0.0, 0.0, 98.0,2020-08-26 05:00:00,35,
256.0, 98.0, 3.3, 0.0, 3.5, 2.7, 3.8, 7.5, 25.0, 0.0, 0.0, 86.0,2020-08-26 06:00:00,35,
269.0, 98.0, 3.2, 0.0, 4.1, 4.1, 4.4, 13.1, 344.0, 0.0, 0.0, 67.0,2020-08-26 07:00:00,35,
243.0, None, None, 0.0, None, 5.3, None, 15.0, None, None, None, 58.0,2020-08-26 08:00:00,35,
162.0, 67.0, 4.1, 0.0, 7.1, 5.9, 13.1, 16.4, 269.0, 0.0, 0.0, 60.0,2020-08-26 09:00:00,35,
202.0, 58.0, 5.3, 0.0, 6.8, 4.7, 15.0, 15.8, 243.0, 0.0, 0.0, 64.0,2020-08-26 10:00:00,35,
65.0, 60.0, 5.9, 0.0, 8.6, 3.4, 16.4, 13.5, 162.0, 0.0, 0.0, 67.0,2020-08-26 11:00:00,35,
78.0, 64.0, 4.7, 0.0, 9.0, 3.1, 15.8, 13.5, 202.0, 0.0, 0.0, 65.0,2020-08-26 12:00:00,35,
54.0, 67.0, 3.4, 0.0, 7.5, 1.4, 13.5, 13.8, 65.0, 0.0, 0.0, 74.0,2020-08-26 13:00:00,35,
300.0, 65.0, 3.1, 0.0, 7.1, 2.9, 13.5, 14.2, 78.0, 0.0, 0.0, 72.0,2020-08-26 14:00:00,35,
290.0, 74.0, 1.4, 0.0, 9.3, 6.2, 13.8, 17.3, 54.0, 0.0, 0.0, 46.0,2020-08-26 15:00:00,35,
290.0, 72.0, 2.9, 0.0, 9.2, 4.8, 14.2, 15.9, 300.0, 0.0, 0.0, 57.0,2020-08-26 16:00:00,35,
42.0, 46.0, 6.2, 0.0, 5.6, 3.3, 17.3, 11.9, 290.0, 0.0, 0.0, 77.0,2020-08-26 17:00:00,35,
7.0, 57.0, 4.8, 0.0, 7.4, 6.2, 15.9, 9.8, 290.0, 0.0, 0.0, 86.0,2020-08-26 18:00:00,35,
1.0, 77.0, 3.3, 0.0, 8.0, 7.2, 11.9, 9.4, 42.0, 0.0, 0.0, 81.0,2020-08-26 19:00:00,35,
13.0, 86.0, 6.2, 0.0, 7.6, 5.7, 9.8, 8.7, 7.0, 0.0, 0.0, 84.0,2020-08-26 20:00:00,35,
12.0, 81.0, 7.2, 0.0, 6.3, 5.5, 9.4, 7.5, 1.0, 0.0, 0.0, 87.0,2020-08-26 21:00:00,35,
45.0, 84.0, 5.7, 0.0, 6.2, 2.8, 8.7, 6.5, 13.0, 0.0, 0.0, 90.0,2020-08-26 22:00:00,35,
341.0, 87.0, 5.5, 0.0, 5.5, 3.6, 7.5, 6.2, 12.0, 0.0, 0.0, 90.0,2020-08-26 23:00:00,35,
2.0, 90.0, 2.8, 0.0, 5.0, 4.9, 6.5, 6.3, 45.0, 0.0, 0.0, 91.0,2020-08-27 00:00:00,35,
1.0, 90.0, 3.6, 0.0, 4.7, 5.3, 6.2, 6.5, 341.0, 0.0, 0.0, 91.0,2020-08-27 01:00:00,35,
335.0, 91.0, 4.9, 0.0, 4.9, 4.3, 6.3, 7.8, 2.0, 0.0, 0.0, 86.0,2020-08-27 02:00:00,35,
283.0, 91.0, 5.3, 0.0, 5.1, 4.0, 6.5, 7.5, 1.0, 0.0, 0.0, 80.0,2020-08-27 03:00:00,35,
129.0, 86.0, 4.3, 0.0, 5.6, 3.9, 7.8, 6.8, 335.0, 0.0, 0.0, 87.0,2020-08-27 04:00:00,35,
54.0, 80.0, 4.0, 0.0, 4.3, 3.8, 7.5, 7.3, 283.0, 0.0, 0.0, 85.0,2020-08-27 05:00:00,35,
345.0, 87.0, 3.9, 0.0, 4.8, 3.4, 6.8, 6.9, 129.0, 0.0, 0.0, 92.0,2020-08-27 06:00:00,35,
239.0, 85.0, 3.8, 0.0, 4.9, 3.2, 7.3, 13.8, 54.0, 0.0, 0.0, 66.0,2020-08-27 07:00:00,35,
184.0, 92.0, 3.4, 0.0, 5.7, 4.0, 6.9, 14.7, 345.0, 0.0, 0.0, 61.0,2020-08-27 08:00:00,35,
305.0, 66.0, 3.2, 0.0, 7.6, 2.8, 13.8, 12.6, 239.0, 0.0, 0.0, 82.0,2020-08-27 09:00:00,35,
123.0, 61.0, 4.0, 0.0, 7.3, 5.3, 14.7, 16.6, 184.0, 0.0, 0.0, 54.0,2020-08-27 10:00:00,35,
184.0, 82.0, 2.8, 0.0, 9.6, 5.0, 12.6, 15.3, 305.0, 0.0, 0.0, 61.0,2020-08-27 11:00:00,35,
147.0, 54.0, 5.3, 0.0, 7.3, 6.1, 16.6, 15.6, 123.0, 0.0, 0.0, 53.0,2020-08-27 12:00:00,35,
154.0, 61.0, 5.0, 0.0, 7.8, 7.1, 15.3, 18.0, 184.0, 0.0, 0.0, 47.0,2020-08-27 13:00:00,35,
