pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, -19.53, 76.88, -17.7, 77.0, 79.53, 0.777, 191.7, -22.0, -19.5, -19.9, None, 0.0, -22.0, 699.9, 0.0,2022-12-03 00:00:00, 700.0,49
None, -19.4, 79.06, -17.7, 79.0, 58.43, 1.111, 162.7, -22.0, -19.4, -19.9, None, 0.0, -22.0, 699.9, 0.0,2022-12-03 01:00:00, 700.0,49
None, -19.3, 80.1, -17.7, 80.0, 63.58, 0.264, 103.2, -22.0, -19.3, -19.9, None, 0.0, -22.0, 700.1, 0.0,2022-12-03 02:00:00, 700.0,49
None, -19.27, 79.6, -17.7, 80.0, 55.85, 0.467, 133.7, -21.0, -19.3, -19.9, None, 0.0, -21.0, 700.3, 0.0,2022-12-03 03:00:00, 700.0,49
None, -19.25, 81.3, -17.7, 81.0, 57.55, 1.071, 161.3, -21.0, -19.3, -19.9, None, 0.0, -21.0, 700.1, 0.0,2022-12-03 04:00:00, 700.0,49
None, -18.68, 81.0, -17.7, 81.0, 50.77, 2.351, 14.46, -21.0, -18.7, -19.9, None, 0.0, -21.0, 700.5, 0.0,2022-12-03 05:00:00, 701.0,49
None, -18.75, 84.8, -17.7, 85.0, 46.25, 2.135, 45.35, -21.0, -18.8, -19.9, None, 0.0, -21.0, 700.6, 0.0,2022-12-03 06:00:00, 701.0,49
None, -18.63, 83.6, -18.6, 84.0, 66.28, 1.785, 185.2, -21.0, -18.6, -19.0, None, 0.0, -21.0, 700.6, 0.0,2022-12-03 07:00:00, 701.0,49
None, -18.08, 81.9, -18.2, 82.0, 21.82, 4.459, 21.59, -20.0, -18.1, -19.1, None, 0.0, -20.0, 701.2, 0.0,2022-12-03 08:00:00, 701.0,49
None, -17.77, 82.4, -17.5, 82.0, 58.46, 2.239, 351.4, -20.0, -17.8, -19.1, None, 0.0, -20.0, 701.5, 0.0,2022-12-03 09:00:00, 702.0,49
None, -17.42, 81.4, -17.2, 81.0, 35.12, 2.242, 66.73, -20.0, -17.4, -19.1, None, 0.0, -20.0, 701.9, 0.0,2022-12-03 10:00:00, 702.0,49
None, -16.05, 78.22, -15.9, 78.0, 33.67, 2.597, 50.13, -19.0, -16.1, -19.1, None, 0.0, -19.0, 701.9, 0.0,2022-12-03 11:00:00, 702.0,49
