pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
None, -2.1, -2.12, -2.5, -3.6, -1.1, None,2022-12-03 00:00:00, None,49
None, -1.7, -1.672, -2.5, 1.1, -1.0, None,2022-12-03 01:00:00, None,49
None, -1.8, -1.788, -2.5, 0.5, -1.0, None,2022-12-03 02:00:00, None,49
None, -2.1, -2.089, -2.5, 0.6, -0.9, None,2022-12-03 03:00:00, None,49
None, -1.9, -1.869, -2.5, 1.4, -0.9, None,2022-12-03 04:00:00, None,49
None, -1.7, -1.661, -2.5, -3.0, -0.9, None,2022-12-03 05:00:00, None,49
None, -1.6, -1.615, -2.5, 1.8, -0.9, None,2022-12-03 06:00:00, None,49
None, -2.0, -2.025, -2.3, 0.5, -1.0, None,2022-12-03 07:00:00, None,49
None, -1.8, -1.758, -2.3, -3.5, -1.0, None,2022-12-03 08:00:00, None,49
None, -1.1, -1.133, -2.3, 1.8, -1.0, None,2022-12-03 09:00:00, None,49
None, -1.3, -1.312, -2.3, -0.2, -0.8, None,2022-12-03 10:00:00, None,49
None, -1.1, -1.052, -2.3, 4.9, 0.0, None,2022-12-03 11:00:00, None,49
None, 0.3, 0.272, -2.3, -0.7, 0.3, None,2022-12-03 12:00:00, None,49
None, 1.0, 1.013, -2.3, -1.1, 1.3, None,2022-12-03 13:00:00, None,49
None, 1.6, 1.579, -2.3, -1.4, 1.6, None,2022-12-03 14:00:00, None,49
None, 1.6, 1.603, -2.3, 0.3, 1.9, None,2022-12-03 15:00:00, None,49
None, 1.4, 1.392, -2.3, -0.2, 2.0, None,2022-12-03 16:00:00, None,49
None, 0.7, 0.705, -2.3, -2.3, 2.0, None,2022-12-03 17:00:00, None,49
None, 0.2, 0.195, -2.3, -0.1, 2.0, None,2022-12-03 18:00:00, None,49
None, 0.5, 0.48, 0.0, -1.0, 1.1, None,2022-12-03 19:00:00, None,49
None, -0.1, -0.061, -0.3, -1.6, 1.1, None,2022-12-03 20:00:00, None,49
None, 0.0, -0.011, -0.3, 2.0, 1.1, None,2022-12-03 21:00:00, None,49
None, 0.1, 0.097, -0.3, 0.8, 1.1, None,2022-12-03 22:00:00, None,49
None, 1.0, 0.981, -0.3, -1.1, 1.1, None,2022-12-03 23:00:00, None,49
None, 0.4, 0.407, -0.3, 0.8, 1.1, None,2022-12-04 00:00:00, None,49
None, 0.4, 0.355, -0.6, -0.2, 1.1, None,2022-12-04 01:00:00, None,49
None, -0.6, -0.556, -0.8, -1.9, 1.1, None,2022-12-04 02:00:00, None,49
None, -0.7, -0.66, -0.8, 0.1, 1.1, None,2022-12-04 03:00:00, None,49
None, 0.6, 0.647, -0.9, 2.1, 1.1, None,2022-12-04 04:00:00, None,49
None, 0.4, 0.401, -0.9, 1.0, 1.1, None,2022-12-04 05:00:00, None,49
None, -0.2, -0.209, -0.9, -2.0, 1.1, None,2022-12-04 06:00:00, None,49
None, -1.0, -0.956, -1.3, 0.0, 0.3, None,2022-12-04 07:00:00, None,49
None, -0.4, -0.436, -1.3, 2.4, 0.7, None,2022-12-04 08:00:00, None,49
None, -0.1, -0.077, -1.3, -1.6, 0.7, None,2022-12-04 09:00:00, None,49
None, 0.4, 0.396, -1.3, 3.4, 0.7, None,2022-12-04 10:00:00, None,49
None, 1.6, 1.599, -1.3, -2.2, 1.6, None,2022-12-04 11:00:00, None,49
None, 1.3, 1.262, -1.3, 3.2, 2.3, None,2022-12-04 12:00:00, None,49
None, 2.0, 1.999, -1.3, -0.3, 2.5, None,2022-12-04 13:00:00, None,49
None, 2.8, 2.834, -1.3, 1.0, 3.5, None,2022-12-04 14:00:00, None,49
None, 3.7, 3.654, -1.3, -1.2, 3.7, None,2022-12-04 15:00:00, None,49
None, 1.3, 1.256, -1.3, -2.6, 3.7, None,2022-12-04 16:00:00, None,49
None, 0.8, 0.785, -1.3, -2.1, 3.7, None,2022-12-04 17:00:00, None,49
None, 0.5, 0.478, -1.3, -1.3, 3.7, None,2022-12-04 18:00:00, None,49
None, -0.2, -0.229, -0.2, -1.2, 0.5, None,2022-12-04 19:00:00, None,49
None, -0.4, -0.437, -0.5, -0.8, 0.5, None,2022-12-04 20:00:00, None,49
None, -0.7, -0.722, -0.8, -0.6, 0.5, None,2022-12-04 21:00:00, None,49
None, -0.8, -0.787, -1.1, -0.3, 0.5, None,2022-12-04 22:00:00, None,49
None, -0.7, -0.706, -1.2, -0.1, 0.5, None,2022-12-04 23:00:00, None,49
None, -1.0, -1.011, -1.2, 0.5, 0.5, None,2022-12-05 00:00:00, None,49
None, -1.8, -1.752, -1.8, -0.3, 0.5, None,2022-12-05 01:00:00, None,49
None, -2.1, -2.123, -2.1, 0.6, 0.5, None,2022-12-05 02:00:00, None,49
