AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,snw_dpth,HEIGHT_OF_SNOW,stn_pres
,2.5, None,2020-03-04,-12.0,-0.2,10,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.7, None,2020-03-05,-8.8,1.1,10,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.3, None,2020-03-06,-5.5,-0.8,10,,,,,,,,,,,,,,,,,,,,,,,,,,
,10.6, None,2020-03-07,-11.5,-2.4,10,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.5, None,2020-03-08,-15.6,-4.8,10,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.3, None,2020-03-09,-16.8,-0.9,10,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.4, None,2020-03-10,-14.1,-3.8,10,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-04 00:00:00, None, None,10,349.0,652.0, None, None,-1.1,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-04 01:00:00, None, None,10,349.0,652.0, None, None,-0.6,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-04 02:00:00, None, None,10,349.0,652.0, None, None,-2.3,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-04 03:00:00, None, None,10,349.0,652.0, None, None,-1.7,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-04 04:00:00, None, None,10,349.0,652.0, None, None,-0.2,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-04 05:00:00, None, None,10,349.0,652.0, None, None,-0.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-04 06:00:00, None, None,10,349.0,652.0, None, None,-0.6,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-04 07:00:00, None, None,10,349.0,652.0, None, None,-3.1,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-04 08:00:00, None, None,10,349.0,652.0, None, None,-0.8,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-04 09:00:00, None, None,10,349.0,652.0, None, None,-1.2,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-04 10:00:00, None, None,10,349.0,651.0, None, None,-3.0,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-04 11:00:00, None, None,10,349.0,651.0, None, None,-4.5,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-04 12:00:00, None, None,10,349.0,651.0, None, None,-4.7,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-04 13:00:00, None, None,10,349.0,651.0, None, None,-5.1,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-04 14:00:00, None, None,10,349.0,650.0, None, None,-5.2,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-04 15:00:00, None, None,10,349.0,650.0, None, None,-5.3,,,,,,,,,,,,,,,,,,,,,
