pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
783.0, 640.0, None, None,2016-02-26 00:00:00,-2.2, None, None,9
788.0, 640.0, None, None,2016-02-26 01:00:00,-4.2, None, None,9
790.0, 640.0, None, None,2016-02-26 02:00:00,-5.0, None, None,9
790.0, 641.0, None, None,2016-02-26 03:00:00,-4.9, None, None,9
789.0, 641.0, None, None,2016-02-26 04:00:00,-5.5, None, None,9
790.0, 641.0, None, None,2016-02-26 05:00:00,-6.0, None, None,9
790.0, 641.0, None, None,2016-02-26 06:00:00,-5.7, None, None,9
789.0, 641.0, None, None,2016-02-26 07:00:00,-5.8, None, None,9
790.0, 641.0, None, None,2016-02-26 08:00:00,-6.1, None, None,9
790.0, 641.0, None, None,2016-02-26 09:00:00,-5.7, None, None,9
790.0, 641.0, None, None,2016-02-26 10:00:00,-6.3, None, None,9
791.0, 642.0, None, None,2016-02-26 11:00:00,-6.1, None, None,9
791.0, 642.0, None, None,2016-02-26 12:00:00,-6.7, None, None,9
792.0, 642.0, None, None,2016-02-26 13:00:00,-7.0, None, None,9
791.0, 642.0, None, None,2016-02-26 14:00:00,-6.9, None, None,9
789.0, 642.0, None, None,2016-02-26 15:00:00,-6.1, None, None,9
739.0, 642.0, None, None,2016-02-26 16:00:00,-1.5, None, None,9
773.0, 642.0, None, None,2016-02-26 17:00:00,-2.9, None, None,9
269.0, 644.0, None, None,2016-02-26 18:00:00,-2.4, None, None,9
268.0, 644.0, None, None,2016-02-26 19:00:00,-1.8, None, None,9
268.0, 644.0, None, None,2016-02-26 20:00:00,0.2, None, None,9
267.0, 644.0, None, None,2016-02-26 21:00:00,-0.6, None, None,9
267.0, 644.0, None, None,2016-02-26 22:00:00,0.5, None, None,9
268.0, 644.0, None, None,2016-02-26 23:00:00,-1.2, None, None,9
269.0, 645.0, None, None,2016-02-27 00:00:00,-2.2, None, None,9
271.0, 645.0, None, None,2016-02-27 01:00:00,-3.1, None, None,9
272.0, 645.0, None, None,2016-02-27 02:00:00,-3.6, None, None,9
272.0, 645.0, None, None,2016-02-27 03:00:00,-2.5, None, None,9
272.0, 645.0, None, None,2016-02-27 04:00:00,-2.2, None, None,9
271.0, 645.0, None, None,2016-02-27 05:00:00,-2.3, None, None,9
271.0, 645.0, None, None,2016-02-27 06:00:00,-2.5, None, None,9
272.0, 645.0, None, None,2016-02-27 07:00:00,-2.9, None, None,9
272.0, 645.0, None, None,2016-02-27 08:00:00,-3.1, None, None,9
272.0, 645.0, None, None,2016-02-27 09:00:00,-2.5, None, None,9
273.0, 645.0, None, None,2016-02-27 10:00:00,-2.6, None, None,9
273.0, 645.0, None, None,2016-02-27 11:00:00,-2.5, None, None,9
274.0, 645.0, None, None,2016-02-27 12:00:00,-2.5, None, None,9
274.0, 645.0, None, None,2016-02-27 13:00:00,-2.7, None, None,9
274.0, 645.0, None, None,2016-02-27 14:00:00,-2.7, None, None,9
274.0, 645.0, None, None,2016-02-27 15:00:00,-2.6, None, None,9
274.0, 645.0, None, None,2016-02-27 16:00:00,-2.3, None, None,9
272.0, 647.0, None, None,2016-02-27 17:00:00,-2.2, None, None,9
272.0, 647.0, None, None,2016-02-27 18:00:00,-1.4, None, None,9
271.0, 647.0, None, None,2016-02-27 19:00:00,-1.2, None, None,9
271.0, 647.0, None, None,2016-02-27 20:00:00,-2.1, None, None,9
273.0, 647.0, None, None,2016-02-27 21:00:00,-2.7, None, None,9
274.0, 647.0, None, None,2016-02-27 22:00:00,-3.4, None, None,9
275.0, 647.0, None, None,2016-02-27 23:00:00,-4.3, None, None,9
276.0, 647.0, None, None,2016-02-28 00:00:00,-4.4, None, None,9
276.0, 647.0, None, None,2016-02-28 01:00:00,-4.8, None, None,9
276.0, 647.0, None, None,2016-02-28 02:00:00,-5.3, None, None,9
276.0, 647.0, None, None,2016-02-28 03:00:00,-5.3, None, None,9
276.0, 647.0, None, None,2016-02-28 04:00:00,-5.2, None, None,9
276.0, 647.0, None, None,2016-02-28 05:00:00,-5.9, None, None,9
277.0, 647.0, None, None,2016-02-28 06:00:00,-6.5, None, None,9
277.0, 647.0, None, None,2016-02-28 07:00:00,-6.9, None, None,9
277.0, 647.0, None, None,2016-02-28 08:00:00,-5.2, None, None,9
276.0, 647.0, None, None,2016-02-28 09:00:00,-6.4, None, None,9
277.0, 647.0, None, None,2016-02-28 10:00:00,-6.4, None, None,9
277.0, 647.0, None, None,2016-02-28 11:00:00,-6.7, None, None,9
277.0, 647.0, None, None,2016-02-28 12:00:00,-7.1, None, None,9
277.0, 647.0, None, None,2016-02-28 13:00:00,-7.5, None, None,9
277.0, 647.0, None, None,2016-02-28 14:00:00,-7.4, None, None,9
277.0, 647.0, None, None,2016-02-28 15:00:00,-6.9, None, None,9
276.0, 647.0, None, None,2016-02-28 16:00:00,-4.9, None, None,9
275.0, 647.0, None, None,2016-02-28 17:00:00,-4.6, None, None,9
274.0, 647.0, None, None,2016-02-28 18:00:00,-5.3, None, None,9
275.0, 647.0, None, None,2016-02-28 19:00:00,-4.4, None, None,9
275.0, 648.0, None, None,2016-02-28 20:00:00,-3.8, None, None,9
276.0, 648.0, None, None,2016-02-28 21:00:00,-4.1, None, None,9
276.0, 648.0, None, None,2016-02-28 22:00:00,-3.9, None, None,9
277.0, 648.0, None, None,2016-02-28 23:00:00,-4.3, None, None,9
278.0, 648.0, None, None,2016-02-29 00:00:00,-4.5, None, None,9
280.0, 648.0, None, None,2016-02-29 01:00:00,-4.6, None, None,9
281.0, 648.0, None, None,2016-02-29 02:00:00,-3.7, None, None,9
281.0, 648.0, None, None,2016-02-29 03:00:00,-3.8, None, None,9
281.0, 648.0, None, None,2016-02-29 04:00:00,-4.6, None, None,9
281.0, 648.0, None, None,2016-02-29 05:00:00,-4.5, None, None,9
281.0, 648.0, None, None,2016-02-29 06:00:00,-4.6, None, None,9
282.0, 648.0, None, None,2016-02-29 07:00:00,-5.3, None, None,9
282.0, 648.0, None, None,2016-02-29 08:00:00,-5.4, None, None,9
282.0, 648.0, None, None,2016-02-29 09:00:00,-5.1, None, None,9
282.0, 648.0, None, None,2016-02-29 10:00:00,-5.2, None, None,9
282.0, 648.0, None, None,2016-02-29 11:00:00,-6.0, None, None,9
282.0, 648.0, None, None,2016-02-29 12:00:00,-6.1, None, None,9
282.0, 648.0, None, None,2016-02-29 13:00:00,-5.9, None, None,9
282.0, 648.0, None, None,2016-02-29 14:00:00,-6.0, None, None,9
282.0, 648.0, None, None,2016-02-29 15:00:00,-5.9, None, None,9
281.0, 648.0, None, None,2016-02-29 16:00:00,-4.9, None, None,9
280.0, 651.0, None, None,2016-02-29 17:00:00,-4.3, None, None,9
279.0, 651.0, None, None,2016-02-29 18:00:00,-4.3, None, None,9
279.0, 651.0, None, None,2016-02-29 19:00:00,-4.3, None, None,9
279.0, 651.0, None, None,2016-02-29 20:00:00,-4.8, None, None,9
279.0, 651.0, None, None,2016-02-29 21:00:00,-3.8, None, None,9
278.0, 651.0, None, None,2016-02-29 22:00:00,-4.7, None, None,9
281.0, 651.0, None, None,2016-02-29 23:00:00,-5.9, None, None,9
282.0, 651.0, None, None,2016-03-01 00:00:00,-6.4, None, None,9
283.0, 651.0, None, None,2016-03-01 01:00:00,-7.2, None, None,9
283.0, 651.0, None, None,2016-03-01 02:00:00,-8.5, None, None,9
284.0, 651.0, None, None,2016-03-01 03:00:00,-9.6, None, None,9
284.0, 651.0, None, None,2016-03-01 04:00:00,-9.7, None, None,9
284.0, 651.0, None, None,2016-03-01 05:00:00,-9.3, None, None,9
284.0, 651.0, None, None,2016-03-01 06:00:00,-9.4, None, None,9
284.0, 651.0, None, None,2016-03-01 07:00:00,-8.9, None, None,9
284.0, 651.0, None, None,2016-03-01 08:00:00,-9.4, None, None,9
284.0, 651.0, None, None,2016-03-01 09:00:00,-8.9, None, None,9
284.0, 651.0, None, None,2016-03-01 10:00:00,-9.9, None, None,9
284.0, 651.0, None, None,2016-03-01 11:00:00,-10.1, None, None,9
284.0, 651.0, None, None,2016-03-01 12:00:00,-8.9, None, None,9
284.0, 651.0, None, None,2016-03-01 13:00:00,-9.4, None, None,9
284.0, 651.0, None, None,2016-03-01 14:00:00,-9.2, None, None,9
283.0, 651.0, None, None,2016-03-01 15:00:00,-8.2, None, None,9
283.0, 651.0, None, None,2016-03-01 16:00:00,-8.7, None, None,9
282.0, 651.0, None, None,2016-03-01 17:00:00,-7.0, None, None,9
281.0, 651.0, None, None,2016-03-01 18:00:00,-6.7, None, None,9
281.0, 651.0, None, None,2016-03-01 19:00:00,-6.6, None, None,9
281.0, 651.0, None, None,2016-03-01 20:00:00,-7.1, None, None,9
282.0, 652.0, None, None,2016-03-01 21:00:00,-7.4, None, None,9
283.0, 652.0, None, None,2016-03-01 22:00:00,-7.8, None, None,9
284.0, 652.0, None, None,2016-03-01 23:00:00,-7.6, None, None,9
286.0, 652.0, None, None,2016-03-02 00:00:00,-7.7, None, None,9
287.0, 652.0, None, None,2016-03-02 01:00:00,-7.8, None, None,9
289.0, 652.0, None, None,2016-03-02 02:00:00,-7.8, None, None,9
289.0, 652.0, None, None,2016-03-02 03:00:00,-7.8, None, None,9
290.0, 652.0, None, None,2016-03-02 04:00:00,-7.8, None, None,9
290.0, 652.0, None, None,2016-03-02 05:00:00,-7.5, None, None,9
290.0, 652.0, None, None,2016-03-02 06:00:00,-7.3, None, None,9
