wind_direction,air_temperature,wind_gust_speed,tendency_amount,wind_speed,mean_sea_level,dew_point,snow_amount,air_temperature_yesterday_high,relative_humidity,time,air_temperature_yesterday_low,total_precipitation,week_of_year
157.5,20.2, None, 0.03,4.0, 102.4,8.6, None, None,47.0,2016-09-09 00:00:00, None, None,37
None,17.7, None, 0.03,0.0, 102.4,8.8, None, None,56.0,2016-09-09 01:00:00, None, None,37
90.0,16.5, None, 0.07,3.0, 102.4,10.0, None, None,66.0,2016-09-09 02:00:00, None, None,37
22.5,14.7, None, 0.07,5.0, 102.5,9.5, None, None,71.0,2016-09-09 03:00:00, None, None,37
67.5,14.1, None, 0.14,3.0, 102.5,8.8, None, None,70.0,2016-09-09 04:00:00, None, None,37
45.0,14.0, None, 0.16,5.0, 102.6,9.2, None, None,73.0,2016-09-09 05:00:00, None, None,37
45.0,12.9, None, 0.19,4.0, 102.6,9.3, None, None,79.0,2016-09-09 06:00:00, None, None,37
22.5,12.6, None, 0.12,4.0, 102.6,8.9, None, None,78.0,2016-09-09 07:00:00, None, None,37
22.5,12.4, None, 0.12,5.0, 102.7,8.5, None, None,77.0,2016-09-09 08:00:00, None, None,37
22.5,12.2, None, 0.07,4.0, 102.7,8.8, None, None,80.0,2016-09-09 09:00:00, None, None,37
22.5,12.0, None, 0.1,4.0, 102.7,8.5, None, None,79.0,2016-09-09 10:00:00, None, None,37
22.5,11.6, None, 0.07,3.0, 102.8,8.4, None, None,81.0,2016-09-09 11:00:00, None, None,37
45.0,11.0, None, 0.07,2.0, 102.8,8.4, None, None,84.0,2016-09-09 12:00:00, None, None,37
0.0,11.4, None, 0.03,5.0, 102.8,7.9, None, None,79.0,2016-09-09 13:00:00, None, None,37
45.0,10.9, None, 0.02,1.0, 102.8,7.8, None, None,81.0,2016-09-09 14:00:00, None, None,37
270.0,12.1, None, 0.01,2.0, 102.8,8.9, None, None,81.0,2016-09-09 15:00:00, None, None,37
202.5,13.1, None, 0.03,2.0, 102.8,9.8, None, None,80.0,2016-09-09 16:00:00, None, None,37
202.5,15.1, None, -0.04,2.0, 102.8,9.9, None, None,71.0,2016-09-09 17:00:00, None, None,37
202.5,16.5, None, -0.01,3.0, 102.8,10.1, None, None,66.0,2016-09-09 18:00:00, None, None,37
225.0,15.3, None, -0.03,1.0, 102.8,9.7, None, None,69.0,2016-09-09 19:00:00, None, None,37
225.0,17.1, None, -0.03,3.0, 102.7,9.4, None, None,60.0,2016-09-09 20:00:00, None, None,37
202.5,18.0, None, -0.07,2.0, 102.7,9.5, None, None,58.0,2016-09-09 21:00:00, None, None,37
225.0,19.5, None, -0.1,4.0, 102.7,8.9, None, None,50.0,2016-09-09 22:00:00, None, None,37
247.5,19.7, None, -0.12,2.0, 102.6,6.9, None, None,43.0,2016-09-09 23:00:00, None, 0.0,37
135.0,20.5, None, -0.16,2.0, 102.5,7.7, None, None,44.0,2016-09-10 00:00:00, None, None,37
225.0,19.2, None, -0.19,2.0, 102.5,8.8, None, None,51.0,2016-09-10 01:00:00, None, None,37
None,18.2, None, -0.18,0.0, 102.4,10.3, None, None,60.0,2016-09-10 02:00:00, None, None,37
90.0,15.9, None, -0.17,3.0, 102.4,10.6, None, None,71.0,2016-09-10 03:00:00, None, None,37
0.0,15.7, None, -0.12,2.0, 102.4,10.1, None, None,69.0,2016-09-10 04:00:00, None, None,37
None,15.6, None, -0.06,1.0, 102.4,9.9, None, None,69.0,2016-09-10 05:00:00, None, None,37
22.5,15.9, None, -0.03,5.0, 102.3,9.3, None, None,65.0,2016-09-10 06:00:00, None, None,37
67.5,15.0, None, -0.14,2.0, 102.2,9.1, None, None,68.0,2016-09-10 07:00:00, None, None,37
67.5,15.2, None, -0.18,1.0, 102.2,9.9, None, None,71.0,2016-09-10 08:00:00, None, None,37
45.0,15.5, None, -0.19,2.0, 102.1,10.2, None, None,71.0,2016-09-10 09:00:00, None, None,37
None,15.2, None, -0.1,0.0, 102.1,9.7, None, None,70.0,2016-09-10 10:00:00, None, None,37
