WDIR_VECT,TEMP_MEAN,WSPD_SCLR,time,avg_air_temp_pst1hr,week_of_year
None, None, 1.887,2017-03-26 00:00:00,4.491,13
None, None, 1.821,2017-03-26 01:00:00,4.789,13
None, None, 1.978,2017-03-26 02:00:00,5.346,13
None, None, 2.439,2017-03-26 03:00:00,5.505,13
None, None, 1.998,2017-03-26 04:00:00,5.014,13
None, None, 2.563,2017-03-26 05:00:00,4.799,13
None, None, 2.773,2017-03-26 06:00:00,5.472,13
None, None, 3.262,2017-03-26 07:00:00,5.268,13
None, None, 3.548,2017-03-26 08:00:00,5.418,13
None, None, 4.098,2017-03-26 09:00:00,5.642,13
None, None, 5.062,2017-03-26 10:00:00,5.728,13
None, None, 5.917,2017-03-26 11:00:00,5.745,13
None, None, 5.725,2017-03-26 12:00:00,5.895,13
None, None, 4.823,2017-03-26 13:00:00,6.262,13
None, None, 4.323,2017-03-26 14:00:00,5.897,13
None, None, 4.022,2017-03-26 15:00:00,6.272,13
None, None, 2.981,2017-03-26 16:00:00,6.788,13
None, None, 2.551,2017-03-26 17:00:00,6.997,13
None, None, 3.224,2017-03-26 18:00:00,6.832,13
None, None, 2.621,2017-03-26 19:00:00,6.635,13
None, None, 3.274,2017-03-26 20:00:00,6.517,13
None, None, 3.337,2017-03-26 21:00:00,6.616,13
None, None, 4.306,2017-03-26 22:00:00,6.449,13
None, None, 3.824,2017-03-26 23:00:00,6.469,13
None, None, 4.426,2017-03-27 00:00:00,6.268,13
None, None, 4.286,2017-03-27 01:00:00,6.274,13
None, None, 4.203,2017-03-27 02:00:00,6.342,13
None, None, 3.378,2017-03-27 03:00:00,6.636,13
None, None, 2.664,2017-03-27 04:00:00,6.476,13
None, None, 2.997,2017-03-27 05:00:00,6.509,13
None, None, 2.837,2017-03-27 06:00:00,6.291,13
None, None, 3.008,2017-03-27 07:00:00,6.46,13
None, None, 3.271,2017-03-27 08:00:00,6.989,13
None, None, 3.97,2017-03-27 09:00:00,7.59,13
