pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, -1.754, 89.1, None, None, None, None, 6.845, 0.0, 13.02, 269.0, -4.0, None, -1.8, -1.9, 0.0, None, None, -1.2, None, None, 89.0, None,2021-10-08 00:00:00, 2.0, None, 1.738,41
None, None, -1.475, 83.5, None, None, None, None, 4.329, 0.0, 12.98, 264.7, -4.0, None, -1.5, -1.9, 0.0, None, None, -1.1, None, None, 84.0, None,2021-10-08 01:00:00, 2.0, None, 2.287,41
None, None, -0.906, 78.31, None, None, None, None, 29.19, 0.0, 5.471, 254.1, -4.0, None, -0.9, -1.9, 0.0, None, None, -0.3, None, None, 78.0, None,2021-10-08 02:00:00, 3.0, None, 2.572,41
None, None, -0.85, 75.57, None, None, None, None, 35.58, 0.0, 4.947, 285.6, -4.0, None, -0.9, -1.9, 0.1, None, None, -0.3, None, None, 76.0, None,2021-10-08 03:00:00, 2.0, None, 2.19,41
None, None, -1.646, 78.84, None, None, None, None, 32.89, 0.0, 6.607, 351.9, -5.0, None, -1.6, -2.3, 0.0, None, None, -0.3, None, None, 79.0, None,2021-10-08 04:00:00, 2.0, None, 1.997,41
None, None, -2.28, 80.9, None, None, None, None, 18.31, 0.0, 7.828, 292.8, -5.0, None, -2.3, -2.9, -0.1, None, None, -0.3, None, None, 81.0, None,2021-10-08 05:00:00, 3.0, None, 2.852,41
None, None, -1.826, 72.95, None, None, None, None, 25.07, 0.0, 9.19, 287.1, -6.0, None, -1.8, -2.9, 0.0, None, None, -0.3, None, None, 73.0, None,2021-10-08 06:00:00, 2.0, None, 2.474,41
None, None, -1.467, 66.72, None, None, None, None, 26.48, 0.0, 5.135, 305.3, -7.0, None, -1.5, -2.9, 0.0, None, None, -0.3, None, None, 67.0, None,2021-10-08 07:00:00, 3.0, None, 2.57,41
None, None, -0.973, 64.41, None, None, None, None, 14.98, 0.0, 8.28, 272.5, -6.0, None, -1.0, -1.6, 0.0, None, None, -0.4, None, None, 64.0, None,2021-10-08 08:00:00, 3.0, None, 2.628,41
None, None, 0.857, 62.44, None, None, None, None, 29.12, 0.0, 5.701, 292.0, -4.0, None, 0.9, -1.6, 0.0, None, None, 2.7, None, None, 62.0, None,2021-10-08 09:00:00, 2.0, None, 2.186,41
None, None, 3.874, 51.76, None, None, None, None, 37.51, 0.0, 5.716, 333.5, -6.0, None, 3.9, -1.6, 0.2, None, None, 5.3, None, None, 52.0, None,2021-10-08 10:00:00, 0.0, None, 0.045,41
