wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year,pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,SNOW_ON_THE_GROUND
74.0, 94.0, 8.2, 0.0, 6.9, 7.2, 7.8, 6.8, 136.0, 0.2, 5.6, 90.0,2021-05-28 00:00:00, None,22,,,,,,,,,,,,
129.0, 95.0, 5.7, 0.0, 6.2, 4.2, 6.9, 6.5, 126.0, 0.2, 5.8, 96.0,2021-05-28 01:00:00, None,22,,,,,,,,,,,,
203.0, 90.0, 7.2, 0.0, 5.3, 10.9, 6.8, 8.1, 74.0, 0.0, 5.8, 77.0,2021-05-28 02:00:00, None,22,,,,,,,,,,,,
167.0, 96.0, 4.2, 0.0, 5.9, 8.4, 6.5, 7.4, 129.0, 0.0, 5.8, 79.0,2021-05-28 03:00:00, None,22,,,,,,,,,,,,
186.0, 77.0, 10.9, 0.0, 4.3, 17.0, 8.1, 7.8, 203.0, 0.0, 5.8, 76.0,2021-05-28 04:00:00, None,22,,,,,,,,,,,,
158.0, 79.0, 8.4, 1.2, 4.0, 6.3, 7.4, 6.4, 167.0, 0.0, 5.8, 94.0,2021-05-28 05:00:00, None,22,,,,,,,,,,,,
115.0, 76.0, 17.0, 0.6, 3.8, 1.9, 7.8, 6.4, 186.0, 0.0, 5.8, 96.0,2021-05-28 06:00:00, None,22,,,,,,,,,,,,
311.0, 94.0, 6.3, 0.4, 5.5, 4.5, 6.4, 7.2, 158.0, 1.2, 7.0, 95.0,2021-05-28 07:00:00, None,22,,,,,,,,,,,,
291.0, 96.0, 1.9, 0.2, 5.8, 3.7, 6.4, 8.4, 115.0, 0.6, 7.6, 93.0,2021-05-28 08:00:00, None,22,,,,,,,,,,,,
282.0, 95.0, 4.5, 0.0, 6.5, 6.2, 7.2, 10.2, 311.0, 0.4, 8.0, 88.0,2021-05-28 09:00:00, None,22,,,,,,,,,,,,
293.0, 93.0, 3.7, 0.0, 7.3, 5.1, 8.4, 13.1, 291.0, 0.2, 8.2, 71.0,2021-05-28 10:00:00, None,22,,,,,,,,,,,,
3.0, 88.0, 6.2, 0.0, 8.3, 5.3, 10.2, 14.8, 282.0, 0.0, 8.2, 52.0,2021-05-28 11:00:00, None,22,,,,,,,,,,,,
314.0, None, None, 1.0, None, 17.2, None, 10.5, None, None, None, 71.0,2021-05-28 12:00:00, None,22,,,,,,,,,,,,
66.0, 52.0, 5.3, 1.2, 5.0, 5.1, 14.8, 10.5, 3.0, 0.0, 8.2, 86.0,2021-05-28 13:00:00, None,22,,,,,,,,,,,,
211.0, 71.0, 17.2, 0.0, 5.5, 4.3, 10.5, 11.4, 314.0, 1.0, 9.2, 80.0,2021-05-28 14:00:00, None,22,,,,,,,,,,,,
358.0, 86.0, 5.1, 0.0, 8.3, 4.9, 10.5, 13.2, 66.0, 1.2, 9.6, 69.0,2021-05-28 15:00:00, None,22,,,,,,,,,,,,
287.0, 80.0, 4.3, 0.0, 8.1, 8.3, 11.4, 11.9, 211.0, 0.0, 8.4, 81.0,2021-05-28 16:00:00, None,22,,,,,,,,,,,,
82.0, 69.0, 4.9, 0.0, 7.6, 12.4, 13.2, 10.8, 358.0, 0.0, 8.0, 72.0,2021-05-28 17:00:00, None,22,,,,,,,,,,,,
35.0, 81.0, 8.3, 0.0, 8.7, 4.4, 11.9, 9.9, 287.0, 0.0, 8.0, 84.0,2021-05-28 18:00:00, None,22,,,,,,,,,,,,
128.0, 72.0, 12.4, 0.0, 6.0, 5.5, 10.8, 8.7, 82.0, 0.0, 6.6, 93.0,2021-05-28 19:00:00, None,22,,,,,,,,,,,,
48.0, 84.0, 4.4, 0.0, 7.3, 4.5, 9.9, 6.7, 35.0, 0.0, 6.6, 96.0,2021-05-28 20:00:00, None,22,,,,,,,,,,,,
110.0, 93.0, 5.5, 0.0, 7.6, 5.9, 8.7, 5.9, 128.0, 0.0, 5.2, 91.0,2021-05-28 21:00:00, None,22,,,,,,,,,,,,
156.0, 96.0, 4.5, 0.0, 6.1, 4.0, 6.7, 5.3, 48.0, 0.0, 5.2, 96.0,2021-05-28 22:00:00, None,22,,,,,,,,,,,,
64.0, 91.0, 5.9, 0.0, 4.5, 3.4, 5.9, 4.7, 110.0, 0.0, 5.0, 94.0,2021-05-28 23:00:00, None,22,,,,,,,,,,,,
89.0, 96.0, 4.0, 0.0, 4.7, 2.5, 5.3, 3.8, 156.0, 0.0, 4.8, 98.0,2021-05-29 00:00:00, None,22,,,,,,,,,,,,
95.0, 94.0, 3.4, 0.0, 3.8, 3.5, 4.7, 3.6, 64.0, 0.0, 4.6, 98.0,2021-05-29 01:00:00, None,22,,,,,,,,,,,,
76.0, 98.0, 2.5, 0.0, 3.5, 4.1, 3.8, 2.8, 89.0, 0.0, 4.6, 99.0,2021-05-29 02:00:00, None,22,,,,,,,,,,,,
152.0, 98.0, 3.5, 0.0, 3.3, 5.2, 3.6, 3.3, 95.0, 0.0, 4.6, 100.0,2021-05-29 03:00:00, None,22,,,,,,,,,,,,
96.0, 99.0, 4.1, 0.0, 2.7, 2.8, 2.8, 3.1, 76.0, 0.0, 4.6, 100.0,2021-05-29 04:00:00, None,22,,,,,,,,,,,,
