station_observations
ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, SWE, ONE_DAY_SNOW, time, air_temp_1, MIN_TEMP, snw_dpth, MAX_TEMP
None, None, None, 222.0, None, 2013-01-01 16:00:00, None, None, None, None
None, None, None, 226.0, None, 2013-01-02 16:00:00, None, None, None, None
None, None, None, 229.0, None, 2013-01-03 16:00:00, None, None, None, None
None, None, None, 228.0, None, 2013-01-04 16:00:00, None, None, None, None
None, None, None, 226.0, None, 2013-01-05 16:00:00, None, None, None, None
None, None, None, 225.0, None, 2013-01-06 16:00:00, None, None, None, None
None, None, None, 223.0, None, 2013-01-07 16:00:00, None, None, None, None
None, None, None, 223.0, None, 2013-01-08 16:00:00, None, None, None, None
None, None, None, 225.0, None, 2013-01-09 16:00:00, None, None, None, None
None, None, None, 240.0, None, 2013-01-10 16:00:00, None, None, None, None
None, None, None, 250.0, None, 2013-01-11 16:00:00, None, None, None, None
None, None, None, 260.0, None, 2013-01-12 16:00:00, None, None, None, None
None, None, None, 265.0, None, 2013-01-13 16:00:00, None, None, None, None
None, None, None, 268.0, None, 2013-01-14 16:00:00, None, None, None, None
None, None, None, 274.0, None, 2013-01-15 16:00:00, None, None, None, None
None, None, None, 274.0, None, 2013-01-16 16:00:00, None, None, None, None
None, None, None, 274.0, None, 2013-01-17 16:00:00, None, None, None, None
None, None, None, 277.0, None, 2013-01-18 16:00:00, None, None, None, None
None, None, None, 281.0, None, 2013-01-19 16:00:00, None, None, None, None
None, None, None, 284.0, None, 2013-01-20 16:00:00, None, None, None, None
None, None, None, 287.0, None, 2013-01-21 16:00:00, None, None, None, None
None, None, None, 290.0, None, 2013-01-22 16:00:00, None, None, None, None
None, None, None, 290.0, None, 2013-01-23 16:00:00, None, None, None, None
None, None, None, 290.0, None, 2013-01-24 16:00:00, None, None, None, None
None, None, None, 290.0, None, 2013-01-25 16:00:00, None, None, None, None
None, None, None, 293.0, None, 2013-01-26 16:00:00, None, None, None, None
None, None, None, 305.0, None, 2013-01-27 16:00:00, None, None, None, None
None, None, None, 315.0, None, 2013-01-28 16:00:00, None, None, None, None
None, None, None, 320.0, None, 2013-01-29 16:00:00, None, None, None, None
None, None, None, 323.0, None, 2013-01-30 16:00:00, None, None, None, None
None, None, None, 329.0, None, 2013-01-31 16:00:00, None, None, None, None
None, None, None, 335.0, None, 2013-02-01 16:00:00, None, None, None, None
None, None, None, 338.0, None, 2013-02-02 16:00:00, None, None, None, None
None, None, None, 338.0, None, 2013-02-03 16:00:00, None, None, None, None
None, None, None, 341.0, None, 2013-02-04 16:00:00, None, None, None, None
None, None, None, 345.0, None, 2013-02-05 16:00:00, None, None, None, None
None, None, None, 345.0, None, 2013-02-06 16:00:00, None, None, None, None
None, None, None, 351.0, None, 2013-02-07 16:00:00, None, None, None, None
None, None, None, 351.0, None, 2013-02-08 16:00:00, None, None, None, None
None, None, None, 354.0, None, 2013-02-09 16:00:00, None, None, None, None
None, None, None, 354.0, None, 2013-02-10 16:00:00, None, None, None, None
None, None, None, 354.0, None, 2013-02-11 16:00:00, None, None, None, None
None, None, None, 354.0, None, 2013-02-12 16:00:00, None, None, None, None
None, None, None, 354.0, None, 2013-02-13 16:00:00, None, None, None, None
None, None, None, 357.0, None, 2013-02-14 16:00:00, None, None, None, None
None, None, None, 357.0, None, 2013-02-15 16:00:00, None, None, None, None
None, None, None, 357.0, None, 2013-02-16 16:00:00, None, None, None, None
None, None, None, 360.0, None, 2013-02-17 16:00:00, None, None, None, None
None, None, None, 363.0, None, 2013-02-18 16:00:00, None, None, None, None
None, None, None, 366.0, None, 2013-02-19 16:00:00, None, None, None, None
None, None, None, 366.0, None, 2013-02-20 16:00:00, None, None, None, None
None, None, None, 366.0, None, 2013-02-21 16:00:00, None, None, None, None
None, None, None, 366.0, None, 2013-02-22 16:00:00, None, None, None, None
None, None, None, 366.0, None, 2013-02-23 16:00:00, None, None, None, None
None, None, None, 366.0, None, 2013-02-24 16:00:00, None, None, None, None
None, None, None, 363.0, None, 2013-02-25 16:00:00, None, None, None, None
None, None, None, 363.0, None, 2013-02-26 16:00:00, None, None, None, None
None, None, None, 366.0, None, 2013-02-27 16:00:00, None, None, None, None
None, None, None, 366.0, None, 2013-02-28 16:00:00, None, None, None, None
None, None, None, 369.0, None, 2013-03-01 16:00:00, None, None, None, None
None, None, None, 372.0, None, 2013-03-02 16:00:00, None, None, None, None
None, None, None, 384.0, None, 2013-03-03 16:00:00, None, None, None, None
None, None, None, 390.0, None, 2013-03-04 16:00:00, None, None, None, None
None, None, None, 393.0, None, 2013-03-05 16:00:00, None, None, None, None
None, None, None, 393.0, None, 2013-03-06 16:00:00, None, None, None, None
None, None, None, 396.0, None, 2013-03-07 16:00:00, None, None, None, None
None, None, None, 415.0, None, 2013-03-08 16:00:00, None, None, None, None
None, None, None, 427.0, None, 2013-03-09 16:00:00, None, None, None, None
None, None, None, 433.0, None, 2013-03-10 16:00:00, None, None, None, None
None, None, None, 439.0, None, 2013-03-11 16:00:00, None, None, None, None
None, None, None, 451.0, None, 2013-03-12 16:00:00, None, None, None, None
None, None, None, 457.0, None, 2013-03-13 16:00:00, None, None, None, None
None, None, None, 457.0, None, 2013-03-14 16:00:00, None, None, None, None
None, None, None, 457.0, None, 2013-03-15 16:00:00, None, None, None, None
None, None, None, 497.0, None, 2013-03-16 16:00:00, None, None, None, None
None, None, None, 512.0, None, 2013-03-17 16:00:00, None, None, None, None
None, None, None, 512.0, None, 2013-03-18 16:00:00, None, None, None, None
None, None, None, 512.0, None, 2013-03-19 16:00:00, None, None, None, None
None, None, None, 512.0, None, 2013-03-20 16:00:00, None, None, None, None
None, None, None, 512.0, None, 2013-03-21 16:00:00, None, None, None, None
None, None, None, 515.0, None, 2013-03-22 16:00:00, None, None, None, None
None, None, None, 518.0, None, 2013-03-23 16:00:00, None, None, None, None
None, None, None, 518.0, None, 2013-03-24 16:00:00, None, None, None, None
None, None, None, 515.0, None, 2013-03-25 16:00:00, None, None, None, None
None, None, None, 515.0, None, 2013-03-26 16:00:00, None, None, None, None
None, None, None, 518.0, None, 2013-03-27 16:00:00, None, None, None, None
None, None, None, 518.0, None, 2013-03-28 16:00:00, None, None, None, None
None, None, None, 518.0, None, 2013-03-29 16:00:00, None, None, None, None
None, None, None, 521.0, None, 2013-03-30 16:00:00, None, None, None, None
None, None, None, 524.0, None, 2013-03-31 16:00:00, None, None, None, None
None, None, None, 531.0, None, 2013-04-01 16:00:00, None, None, None, None
None, None, None, 531.0, None, 2013-04-02 16:00:00, None, None, None, None
None, None, None, 531.0, None, 2013-04-03 16:00:00, None, None, None, None
None, None, None, 531.0, None, 2013-04-04 16:00:00, None, None, None, None
None, None, None, 534.0, None, 2013-04-05 16:00:00, None, None, None, None
None, None, None, 531.0, None, 2013-04-06 16:00:00, None, None, None, None
None, None, None, 531.0, None, 2013-04-07 16:00:00, None, None, None, None
None, None, None, 527.0, None, 2013-04-08 16:00:00, None, None, None, None
None, None, None, 515.0, None, 2013-04-09 16:00:00, None, None, None, None
None, None, None, 515.0, None, 2013-04-10 16:00:00, None, None, None, None
None, None, None, 503.0, None, 2013-04-11 16:00:00, None, None, None, None
None, None, None, 482.0, None, 2013-04-12 16:00:00, None, None, None, None
None, None, None, 494.0, None, 2013-04-13 16:00:00, None, None, None, None
None, None, None, 482.0, None, 2013-04-14 16:00:00, None, None, None, None
None, None, None, 473.0, None, 2013-04-15 16:00:00, None, None, None, None
None, None, None, 463.0, None, 2013-04-16 16:00:00, None, None, None, None
None, None, None, 457.0, None, 2013-04-17 16:00:00, None, None, None, None
None, None, None, 442.0, None, 2013-04-18 16:00:00, None, None, None, None
None, None, None, 442.0, None, 2013-04-19 16:00:00, None, None, None, None
None, None, None, 433.0, None, 2013-04-20 16:00:00, None, None, None, None
None, None, None, 427.0, None, 2013-04-21 16:00:00, None, None, None, None
None, None, None, 427.0, None, 2013-04-22 16:00:00, None, None, None, None
None, None, None, 421.0, None, 2013-04-23 16:00:00, None, None, None, None
None, None, None, 409.0, None, 2013-04-24 16:00:00, None, None, None, None
None, None, None, 390.0, None, 2013-04-25 16:00:00, None, None, None, None
None, None, None, 360.0, None, 2013-04-26 16:00:00, None, None, None, None
None, None, None, 329.0, None, 2013-04-27 16:00:00, None, None, None, None
None, None, None, 314.0, None, 2013-04-28 16:00:00, None, None, None, None
None, None, None, 305.0, None, 2013-04-29 16:00:00, None, None, None, None
None, None, None, 299.0, None, 2013-04-30 16:00:00, None, None, None, None
None, None, None, 274.0, None, 2013-05-01 16:00:00, None, None, None, None
None, None, None, 262.0, None, 2013-05-02 16:00:00, None, None, None, None
None, None, None, 250.0, None, 2013-05-03 16:00:00, None, None, None, None
None, None, None, 232.0, None, 2013-05-04 16:00:00, None, None, None, None
None, None, None, 207.0, None, 2013-05-05 16:00:00, None, None, None, None
None, None, None, 186.0, None, 2013-05-06 16:00:00, None, None, None, None
None, None, None, 155.0, None, 2013-05-07 16:00:00, None, None, None, None
None, None, None, 125.0, None, 2013-05-08 16:00:00, None, None, None, None
None, None, None, 98.0, None, 2013-05-09 16:00:00, None, None, None, None
None, None, None, 73.0, None, 2013-05-10 16:00:00, None, None, None, None
None, None, None, 58.0, None, 2013-05-11 16:00:00, None, None, None, None
None, None, None, 30.0, None, 2013-05-12 16:00:00, None, None, None, None
None, None, None, 9.0, None, 2013-05-13 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-05-14 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-05-15 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-05-16 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-05-17 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-05-18 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-05-19 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-05-20 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-05-21 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-05-22 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-05-23 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-05-24 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-05-25 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-05-26 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-05-27 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-05-28 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-05-29 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-05-30 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-05-31 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-01 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-02 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-03 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-04 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-05 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-06 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-07 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-08 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-09 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-10 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-11 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-12 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-13 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-14 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-15 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-16 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-17 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-18 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-19 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-20 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-21 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-22 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-23 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-24 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-25 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-26 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-27 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-28 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-29 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-06-30 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-01 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-02 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-03 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-04 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-05 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-06 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-07 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-08 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-09 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-10 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-11 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-12 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-13 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-14 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-15 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-16 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-17 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-18 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-19 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-20 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-21 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-22 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-23 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-24 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-25 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-26 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-27 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-28 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-29 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-30 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-07-31 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-01 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-02 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-03 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-04 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-05 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-06 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-07 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-08 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-09 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-10 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-11 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-12 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-13 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-14 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-15 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-16 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-17 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-18 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-19 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-20 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-21 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-22 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-23 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-24 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-25 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-26 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-27 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-28 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-29 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-30 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-08-31 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-09-01 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-09-02 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-09-03 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-09-04 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-09-05 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-09-06 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-09-07 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-09-08 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-09-09 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-09-10 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-09-11 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-09-12 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-09-13 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-09-14 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-09-15 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-09-16 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-09-17 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-09-18 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-09-19 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-09-20 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-09-21 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-09-22 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-09-23 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-09-24 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2013-09-25 16:00:00, None, None, None, None
None, None, None, 21.0, None, 2013-09-26 16:00:00, None, None, None, None
None, None, None, 30.0, None, 2013-09-27 16:00:00, None, None, None, None
None, None, None, 34.0, None, 2013-09-28 16:00:00, None, None, None, None
None, None, None, 34.0, None, 2013-09-29 16:00:00, None, None, None, None
None, None, None, 40.0, None, 2013-09-30 16:00:00, None, None, None, None
None, None, None, 40.0, None, 2013-10-01 16:00:00, None, None, None, None
None, None, None, 37.0, None, 2013-10-02 16:00:00, None, None, None, None
None, None, None, 43.0, None, 2013-10-03 16:00:00, None, None, None, None
None, None, None, 52.0, None, 2013-10-04 16:00:00, None, None, None, None
None, None, None, 55.0, None, 2013-10-05 16:00:00, None, None, None, None
None, None, None, 55.0, None, 2013-10-06 16:00:00, None, None, None, None
None, None, None, 55.0, None, 2013-10-07 16:00:00, None, None, None, None
None, None, None, 79.0, None, 2013-10-08 16:00:00, None, None, None, None
None, None, None, 88.0, None, 2013-10-09 16:00:00, None, None, None, None
None, None, None, 91.0, None, 2013-10-10 16:00:00, None, None, None, None
None, None, None, 98.0, None, 2013-10-11 16:00:00, None, None, None, None
None, None, None, 98.0, None, 2013-10-12 16:00:00, None, None, None, None
None, None, None, 104.0, None, 2013-10-13 16:00:00, None, None, None, None
None, None, None, 110.0, None, 2013-10-14 16:00:00, None, None, None, None
None, None, None, 110.0, None, 2013-10-15 16:00:00, None, None, None, None
None, None, None, 116.0, None, 2013-10-16 16:00:00, None, None, None, None
None, None, None, 119.0, None, 2013-10-17 16:00:00, None, None, None, None
None, None, None, 119.0, None, 2013-10-18 16:00:00, None, None, None, None
None, None, None, 131.0, None, 2013-10-19 16:00:00, None, None, None, None
None, None, None, 128.0, None, 2013-10-20 16:00:00, None, None, None, None
None, None, None, 128.0, None, 2013-10-21 16:00:00, None, None, None, None
None, None, None, 125.0, None, 2013-10-22 16:00:00, None, None, None, None
None, None, None, 125.0, None, 2013-10-23 16:00:00, None, None, None, None
None, None, None, 125.0, None, 2013-10-24 16:00:00, None, None, None, None
None, None, None, 125.0, None, 2013-10-25 16:00:00, None, None, None, None
