pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
0.0, 13.46, 74.68, 16.9, None, 31.46, 5.525, 142.5, 9.0, None, 13.5, 13.4, 1003.1, 0.0, 9.0, 919.0, None, 0.0, 75.0,2022-06-04 00:00:00, None, 919.0,23
0.3, 10.89, 89.7, 16.9, None, 26.05, 6.527, 195.4, 9.0, None, 10.9, 10.8, 1003.2, 0.3, 9.0, 919.0, None, 0.0, 90.0,2022-06-04 01:00:00, None, 919.0,23
0.9, 10.33, 94.7, 16.9, None, 21.21, 4.302, 184.2, 9.0, None, 10.3, 10.3, 1004.4, 0.6, 9.0, 920.0, None, 0.0, 95.0,2022-06-04 02:00:00, None, 920.0,23
1.2, 10.21, 96.7, 16.9, None, 22.15, 4.638, 173.3, 10.0, None, 10.2, 10.2, 1004.3, 0.3, 10.0, 920.0, None, 0.0, 97.0,2022-06-04 03:00:00, None, 920.0,23
1.2, 10.09, 95.5, 16.9, None, 17.81, 5.867, 188.7, 9.0, None, 10.1, 10.1, 1005.5, 0.0, 9.0, 921.0, None, 0.0, 96.0,2022-06-04 04:00:00, None, 921.0,23
1.2, 9.55, 95.7, 16.9, None, 13.38, 6.381, 204.1, 9.0, None, 9.6, 9.5, 1005.4, 0.0, 9.0, 921.0, None, 0.0, 96.0,2022-06-04 05:00:00, None, 921.0,23
1.2, 9.22, 95.1, 16.9, None, 23.43, 4.464, 178.7, 8.0, None, 9.2, 9.2, 1005.5, 0.0, 8.0, 921.0, None, 0.0, 95.0,2022-06-04 06:00:00, None, 921.0,23
1.2, 9.43, 90.4, 9.5, None, 19.66, 3.96, 200.0, 8.0, None, 9.4, 8.9, 1006.5, 0.0, 8.0, 922.0, None, 0.0, 90.0,2022-06-04 07:00:00, None, 922.0,23
1.2, 11.34, 73.93, 11.4, None, 34.72, 3.599, 205.5, 7.0, None, 11.3, 8.9, 1006.4, 0.0, 7.0, 922.0, None, 0.0, 74.0,2022-06-04 08:00:00, None, 922.0,23
1.2, 12.14, 73.12, 12.3, None, 23.14, 6.658, 183.4, 7.0, None, 12.1, 8.9, 1006.4, 0.0, 7.0, 922.0, None, 0.0, 73.0,2022-06-04 09:00:00, None, 922.0,23
