air_temp,min_air_temp_snc_last_reset,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
13.5,-2909.0, -7999.0,14.5,99.0,2022-06-04 00:00:00,13.0,23
13.0,-6415.0, -7999.0,14.5,100.0,2022-06-04 01:00:00,13.0,23
12.9,-6415.0, -7999.0,14.5,100.0,2022-06-04 02:00:00,13.0,23
12.9,-6415.0, -7999.0,14.5,100.0,2022-06-04 03:00:00,13.0,23
12.8,-6415.0, -7999.0,14.5,100.0,2022-06-04 04:00:00,13.0,23
12.9,-6415.0, -7999.0,14.5,100.0,2022-06-04 05:00:00,13.0,23
None,6999.0, -7999.0,14.5,0.0,2022-06-04 06:00:00,940.0,23
13.1,-4662.0, -7999.0,22.1,91.0,2022-06-04 07:00:00,12.0,23
13.0,-4662.0, -7999.0,22.1,100.0,2022-06-04 08:00:00,13.0,23
13.6,-4662.0, -7999.0,22.1,93.0,2022-06-04 09:00:00,12.0,23
14.5,-4662.0, -7999.0,22.1,82.0,2022-06-04 10:00:00,11.0,23
15.8,-4662.0, -7999.0,22.1,68.0,2022-06-04 11:00:00,10.0,23
16.4,-4662.0, -7999.0,22.1,64.0,2022-06-04 12:00:00,10.0,23
17.6,-4662.0, -7999.0,22.1,61.0,2022-06-04 13:00:00,10.0,23
18.4,-4662.0, -7999.0,22.1,56.0,2022-06-04 14:00:00,9.0,23
19.5,-4662.0, -7999.0,22.1,51.0,2022-06-04 15:00:00,9.0,23
19.3,-4662.0, -7999.0,22.1,58.0,2022-06-04 16:00:00,11.0,23
18.6,-4662.0, -7999.0,22.1,61.0,2022-06-04 17:00:00,11.0,23
18.0,-4662.0, -7999.0,22.1,60.0,2022-06-04 18:00:00,10.0,23
16.7,16.6, -7999.0,18.0,67.0,2022-06-04 19:00:00,10.0,23
15.4,15.3, -7999.0,18.0,79.0,2022-06-04 20:00:00,12.0,23
15.7,15.3, -7999.0,18.0,75.0,2022-06-04 21:00:00,11.0,23
15.5,15.3, -7999.0,18.0,78.0,2022-06-04 22:00:00,12.0,23
14.8,14.8, -7999.0,18.0,95.0,2022-06-04 23:00:00,14.0,23
None,6999.0, -7999.0,18.0,0.0,2022-06-05 00:00:00,940.0,23
None,6999.0, -7999.0,18.0,0.0,2022-06-05 01:00:00,1108.0,23
15.3,-1739.0, -7999.0,18.0,94.0,2022-06-05 02:00:00,14.0,23
16.1,-1739.0, -7999.0,18.0,76.0,2022-06-05 03:00:00,12.0,23
15.3,-1739.0, -7999.0,18.0,78.0,2022-06-05 04:00:00,12.0,23
14.3,-1739.0, -7999.0,18.0,100.0,2022-06-05 05:00:00,14.0,23
None,6999.0, -7999.0,18.0,0.0,2022-06-05 06:00:00,1009.0,23
None,6999.0, -7999.0,22.0,0.0,2022-06-05 07:00:00,1031.0,23
13.9,-2326.0, -7999.0,22.0,100.0,2022-06-05 08:00:00,14.0,23
14.6,-2326.0, -7999.0,22.0,97.0,2022-06-05 09:00:00,15.0,23
14.6,-2326.0, -7999.0,22.0,89.0,2022-06-05 10:00:00,13.0,23
14.7,-2326.0, -7999.0,22.0,100.0,2022-06-05 11:00:00,15.0,23
14.9,-2326.0, -7999.0,22.0,100.0,2022-06-05 12:00:00,15.0,23
14.5,-2326.0, -7999.0,22.0,100.0,2022-06-05 13:00:00,15.0,23
15.7,-2326.0, -7999.0,22.0,83.0,2022-06-05 14:00:00,13.0,23
14.9,-2326.0, -7999.0,22.0,91.0,2022-06-05 15:00:00,13.0,23
14.3,-2326.0, -7999.0,22.0,100.0,2022-06-05 16:00:00,14.0,23
13.8,-2326.0, -7999.0,22.0,87.0,2022-06-05 17:00:00,12.0,23
14.0,-2326.0, -7999.0,22.0,81.0,2022-06-05 18:00:00,11.0,23
13.0,12.9, -7999.0,13.9,84.0,2022-06-05 19:00:00,10.0,23
12.4,12.2, -7999.0,13.9,100.0,2022-06-05 20:00:00,12.0,23
