CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,MEASURED_WIND_SPEED1,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,dwpt_temp,time,week_of_year
2.644, 89.6, 3.0, 90.0, None, 7.248, None, 90.1, 18.52, 2.6, 1.6, 1.0, None, 1.0,2022-06-04 00:00:00,23
2.498, 92.0, 3.0, 92.0, None, 8.3, None, 99.5, 12.98, 2.5, 1.6, 1.0, None, 1.0,2022-06-04 01:00:00,23
2.27, 99.6, 3.0, 100.0, None, 24.46, None, 125.0, 9.88, 2.3, 1.6, 2.0, None, 2.0,2022-06-04 02:00:00,23
2.227, 99.7, 3.0, 100.0, None, 27.22, None, 112.5, 6.628, 2.2, 1.6, 2.0, None, 2.0,2022-06-04 03:00:00,23
2.175, 99.6, 3.0, 100.0, None, 8.07, None, 88.4, 11.71, 2.2, 1.6, 2.0, None, 2.0,2022-06-04 04:00:00,23
1.843, 99.6, 3.0, 100.0, None, 6.821, None, 91.6, 12.53, 1.8, 1.6, 2.0, None, 2.0,2022-06-04 05:00:00,23
2.119, 99.6, 3.0, 100.0, None, 3.162, None, 92.5, 13.08, 2.1, 1.6, 2.0, None, 2.0,2022-06-04 06:00:00,23
2.106, 99.6, 2.4, 100.0, None, 57.7, None, 165.2, 4.232, 2.1, 1.8, 2.0, None, 2.0,2022-06-04 07:00:00,23
2.049, 99.7, 2.4, 100.0, None, 36.88, None, 112.1, 2.941, 2.0, 1.8, 2.0, None, 2.0,2022-06-04 08:00:00,23
2.27, 99.7, 2.4, 100.0, None, 15.83, None, 98.9, 4.217, 2.3, 1.8, 2.0, None, 2.0,2022-06-04 09:00:00,23
3.261, 93.8, 3.3, 94.0, None, 39.63, None, 104.4, 3.632, 3.3, 1.8, 3.0, None, 3.0,2022-06-04 10:00:00,23
2.633, 99.7, 3.6, 100.0, None, 73.95, None, 141.8, 2.451, 2.6, 1.8, 2.0, None, 2.0,2022-06-04 11:00:00,23
