RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
48.7, None, None, None, 2.204, 173.6, -5.0, 4.7, -5.0, None, None, None, None, None, None, None, None, 4.723, None, 8.4, 49.0, None, 35.92, None, 4.7, 0.9, None,2022-06-04 00:00:00, None,23
48.35, None, None, None, 1.546, 201.7, -5.0, 4.5, -5.0, None, None, None, None, None, None, None, None, 4.464, None, 8.4, 48.0, None, 50.76, None, 4.5, 1.3, None,2022-06-04 01:00:00, None,23
49.15, None, None, None, 1.233, 177.6, -5.0, 4.5, -5.0, None, None, None, None, None, None, None, None, 4.511, None, 8.4, 49.0, None, 43.06, None, 4.5, 0.2, None,2022-06-04 02:00:00, None,23
50.71, None, None, None, 0.926, 255.1, -5.0, 4.3, -5.0, None, None, None, None, None, None, None, None, 4.282, None, 8.4, 51.0, None, 62.84, None, 4.3, 2.3, None,2022-06-04 03:00:00, None,23
51.69, None, None, None, 4.844, 49.15, -5.0, 3.8, -5.0, None, None, None, None, None, None, None, None, 3.757, None, 8.4, 52.0, None, 22.21, None, 3.8, 0.2, None,2022-06-04 04:00:00, None,23
49.65, None, None, None, 3.989, 80.0, -6.0, 3.6, -6.0, None, None, None, None, None, None, None, None, 3.957, None, 8.4, 50.0, None, 34.84, None, 4.0, 0.0, None,2022-06-04 05:00:00, None,23
51.46, None, None, None, 3.939, 89.1, -5.0, 3.6, -5.0, None, None, None, None, None, None, None, None, 4.104, None, 8.4, 51.0, None, 21.15, None, 4.1, 0.0, None,2022-06-04 06:00:00, None,23
49.29, None, None, None, 4.663, 84.2, -5.0, 4.1, -5.0, None, None, None, None, None, None, None, None, 4.72, None, 4.7, 49.0, None, 16.33, None, 4.7, -0.2, None,2022-06-04 07:00:00, None,23
48.95, None, None, None, 3.035, 93.4, -5.0, 4.1, -5.0, None, None, None, None, None, None, None, None, 5.305, None, 5.4, 49.0, None, 30.81, None, 5.3, -0.4, None,2022-06-04 08:00:00, None,23
48.36, None, None, None, 2.682, 97.1, -4.0, 4.1, -4.0, None, None, None, None, None, None, None, None, 6.247, None, 6.2, 48.0, None, 42.7, None, 6.2, -0.3, None,2022-06-04 09:00:00, None,23
30.52, None, None, None, 1.283, 129.4, -8.0, 4.1, -8.0, None, None, None, None, None, None, None, None, 8.25, None, 8.3, 31.0, None, 55.0, None, 8.3, -0.5, None,2022-06-04 10:00:00, None,23
21.18, None, None, None, 3.418, 279.4, -11.0, 4.1, -11.0, None, None, None, None, None, None, None, None, 10.36, None, 10.4, 21.0, None, 23.02, None, 10.4, -0.6, None,2022-06-04 11:00:00, None,23
19.52, None, None, None, 1.521, 293.9, -10.0, 4.1, -10.0, None, None, None, None, None, None, None, None, 13.18, None, 13.2, 20.0, None, 51.63, None, 13.2, -0.5, None,2022-06-04 12:00:00, None,23
