WDIR_VECT,TEMP_MEAN,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, None,45.16,2017-03-19 00:00:00,-0.495999,12
None, None, None,54.76,2017-03-19 01:00:00,-1.471,12
None, None, None,55.87,2017-03-19 02:00:00,-2.333,12
None, None, None,54.94,2017-03-19 03:00:00,-2.196,12
None, None, None,55.08,2017-03-19 04:00:00,-1.856,12
None, None, None,49.77,2017-03-19 05:00:00,-1.114,12
None, None, None,50.81,2017-03-19 06:00:00,-1.236,12
None, None, None,50.74,2017-03-19 07:00:00,-1.514,12
None, None, None,49.43,2017-03-19 08:00:00,-0.814998,12
None, None, None,48.23,2017-03-19 09:00:00,-0.231,12
None, None, None,44.63,2017-03-19 10:00:00,0.999,12
None, None, None,42.91,2017-03-19 11:00:00,1.84,12
None, None, None,39.81,2017-03-19 12:00:00,3.04,12
None, None, None,52.16,2017-03-19 13:00:00,2.44,12
None, None, None,44.14,2017-03-19 14:00:00,3.562,12
None, None, None,43.05,2017-03-19 15:00:00,4.107,12
None, None, None,44.49,2017-03-19 16:00:00,4.013,12
None, None, None,45.01,2017-03-19 17:00:00,3.244,12
None, None, None,38.89,2017-03-19 18:00:00,3.639,12
None, None, None,40.62,2017-03-19 19:00:00,2.382,12
None, None, None,45.19,2017-03-19 20:00:00,1.149,12
None, None, None,58.65,2017-03-19 21:00:00,-1.289,12
None, None, None,68.97,2017-03-19 22:00:00,-2.947,12
None, None, None,68.43,2017-03-19 23:00:00,-3.386,12
None, None, None,72.22,2017-03-20 00:00:00,-3.729,12
None, None, None,73.57,2017-03-20 01:00:00,-4.281,12
None, None, None,75.82,2017-03-20 02:00:00,-4.685,12
None, None, None,77.52,2017-03-20 03:00:00,-5.169,12
None, None, None,79.36,2017-03-20 04:00:00,-6.094,12
None, None, None,83.3,2017-03-20 05:00:00,-6.859,12
None, None, None,86.0,2017-03-20 06:00:00,-7.717,12
None, None, None,88.4,2017-03-20 07:00:00,-8.09,12
None, None, None,80.6,2017-03-20 08:00:00,-5.882,12
None, None, None,76.13,2017-03-20 09:00:00,-4.119,12
None, None, None,66.53,2017-03-20 10:00:00,-2.198,12
None, None, None,57.91,2017-03-20 11:00:00,-0.158,12
None, None, None,48.26,2017-03-20 12:00:00,1.754,12
None, None, None,41.89,2017-03-20 13:00:00,3.868,12
None, None, None,34.37,2017-03-20 14:00:00,5.441,12
None, None, None,29.2,2017-03-20 15:00:00,6.106,12
None, None, None,28.65,2017-03-20 16:00:00,5.976,12
None, None, None,30.0,2017-03-20 17:00:00,5.332,12
None, None, None,30.76,2017-03-20 18:00:00,4.227,12
None, None, None,38.0,2017-03-20 19:00:00,2.485,12
None, None, None,46.99,2017-03-20 20:00:00,1.265,12
None, None, None,55.71,2017-03-20 21:00:00,0.305999,12
None, None, None,57.19,2017-03-20 22:00:00,-0.335,12
None, None, None,61.55,2017-03-20 23:00:00,-0.888998,12
None, None, None,63.78,2017-03-21 00:00:00,-1.476,12
None, None, None,65.78,2017-03-21 01:00:00,-1.592,12
None, None, None,68.74,2017-03-21 02:00:00,-2.581,12
None, None, None,72.55,2017-03-21 03:00:00,-3.457,12
None, None, None,65.62,2017-03-21 04:00:00,-2.096,12
None, None, None,62.91,2017-03-21 05:00:00,-1.866,12
None, None, None,68.75,2017-03-21 06:00:00,-2.789,12
None, None, None,72.76,2017-03-21 07:00:00,-3.045,12
None, None, None,70.51,2017-03-21 08:00:00,-1.797,12
None, None, None,56.8,2017-03-21 09:00:00,-0.393999,12
None, None, None,52.71,2017-03-21 10:00:00,0.477999,12
None, None, None,48.75,2017-03-21 11:00:00,1.778,12
None, None, None,44.44,2017-03-21 12:00:00,2.932,12
None, None, None,41.1,2017-03-21 13:00:00,4.122,12
None, None, None,37.55,2017-03-21 14:00:00,5.466,12
None, None, None,35.6,2017-03-21 15:00:00,6.488,12
None, None, None,47.0,2017-03-21 16:00:00,6.208,12
None, None, None,58.14,2017-03-21 17:00:00,5.199,12
None, None, None,61.12,2017-03-21 18:00:00,4.739,12
None, None, None,64.57,2017-03-21 19:00:00,4.041,12
None, None, None,69.57,2017-03-21 20:00:00,3.208,12
None, None, None,74.81,2017-03-21 21:00:00,2.179,12
None, None, None,78.49,2017-03-21 22:00:00,1.299,12
None, None, None,79.46,2017-03-21 23:00:00,0.994,12
None, None, None,81.2,2017-03-22 00:00:00,0.669,12
None, None, None,83.8,2017-03-22 01:00:00,-0.048,12
None, None, None,86.4,2017-03-22 02:00:00,-0.899999,12
None, None, None,89.1,2017-03-22 03:00:00,-1.845,12
None, None, None,89.8,2017-03-22 04:00:00,-1.606,12
None, None, None,90.3,2017-03-22 05:00:00,-1.506,12
None, None, None,89.9,2017-03-22 06:00:00,-1.548,12
None, None, None,91.2,2017-03-22 07:00:00,-2.051,12
None, None, None,87.7,2017-03-22 08:00:00,0.277,12
None, None, None,76.25,2017-03-22 09:00:00,3.985,12
None, None, None,72.01,2017-03-22 10:00:00,5.574,12
None, None, None,67.11,2017-03-22 11:00:00,6.815,12
None, None, None,60.72,2017-03-22 12:00:00,8.42,12
None, None, None,58.06,2017-03-22 13:00:00,8.8,12
None, None, None,56.93,2017-03-22 14:00:00,8.95,12
None, None, None,54.8,2017-03-22 15:00:00,9.31,12
None, None, None,54.39,2017-03-22 16:00:00,9.58,12
None, None, None,53.98,2017-03-22 17:00:00,9.76,12
None, None, None,55.86,2017-03-22 18:00:00,9.25,12
None, None, None,47.54,2017-03-22 19:00:00,10.11,12
None, None, None,46.99,2017-03-22 20:00:00,9.74,12
None, None, None,49.14,2017-03-22 21:00:00,9.4,12
None, None, None,78.08,2017-03-22 22:00:00,4.102,12
None, None, None,83.1,2017-03-22 23:00:00,3.314,12
None, None, None,87.4,2017-03-23 00:00:00,2.857,12
None, None, None,89.9,2017-03-23 01:00:00,1.58,12
None, None, None,92.9,2017-03-23 02:00:00,0.887,12
None, None, None,93.8,2017-03-23 03:00:00,0.358999,12
None, None, None,94.6,2017-03-23 04:00:00,-0.168999,12
None, None, None,94.8,2017-03-23 05:00:00,0.052999,12
None, None, None,94.6,2017-03-23 06:00:00,-0.225998,12
None, None, None,92.4,2017-03-23 07:00:00,-0.688,12
None, None, None,88.1,2017-03-23 08:00:00,0.089,12
None, None, None,79.81,2017-03-23 09:00:00,2.231,12
None, None, None,65.46,2017-03-23 10:00:00,4.042,12
None, None, None,53.93,2017-03-23 11:00:00,5.242,12
None, None, None,33.88,2017-03-23 12:00:00,6.172,12
None, None, None,30.57,2017-03-23 13:00:00,6.174,12
None, None, None,39.66,2017-03-23 14:00:00,6.213,12
None, None, None,30.48,2017-03-23 15:00:00,7.434,12
None, None, None,27.81,2017-03-23 16:00:00,8.11,12
None, None, None,23.97,2017-03-23 17:00:00,8.58,12
None, None, None,23.31,2017-03-23 18:00:00,8.74,12
None, None, None,33.53,2017-03-23 19:00:00,5.752,12
None, None, None,49.69,2017-03-23 20:00:00,2.522,12
None, None, None,56.1,2017-03-23 21:00:00,1.182,12
None, None, None,65.41,2017-03-23 22:00:00,-0.418,12
None, None, None,74.2,2017-03-23 23:00:00,-1.852,12
None, None, None,77.99,2017-03-24 00:00:00,-2.274,12
None, None, None,80.3,2017-03-24 01:00:00,-2.567,12
None, None, None,81.6,2017-03-24 02:00:00,-2.056,12
None, None, None,80.5,2017-03-24 03:00:00,-0.492,12
None, None, None,75.5,2017-03-24 04:00:00,1.809,12
None, None, None,82.0,2017-03-24 05:00:00,2.69,12
None, None, None,88.4,2017-03-24 06:00:00,1.473,12
None, None, None,90.9,2017-03-24 07:00:00,0.532,12
None, None, None,92.3,2017-03-24 08:00:00,0.717998,12
None, None, None,90.1,2017-03-24 09:00:00,1.446,12
None, None, None,74.93,2017-03-24 10:00:00,4.032,12
None, None, None,56.1,2017-03-24 11:00:00,6.954,12
None, None, None,49.91,2017-03-24 12:00:00,8.53,12
None, None, None,45.7,2017-03-24 13:00:00,9.69,12
None, None, None,42.9,2017-03-24 14:00:00,10.27,12
None, None, None,41.01,2017-03-24 15:00:00,10.7,12
None, None, None,38.26,2017-03-24 16:00:00,11.26,12
None, None, None,37.58,2017-03-24 17:00:00,11.33,12
None, None, None,39.76,2017-03-24 18:00:00,10.4,12
None, None, None,44.78,2017-03-24 19:00:00,8.93,12
None, None, None,48.96,2017-03-24 20:00:00,7.93,12
None, None, None,49.09,2017-03-24 21:00:00,7.712,12
None, None, None,52.3,2017-03-24 22:00:00,7.682,12
None, None, None,56.31,2017-03-24 23:00:00,6.699,12
None, None, None,58.27,2017-03-25 00:00:00,6.043,12
None, None, None,59.61,2017-03-25 01:00:00,5.757,12
None, None, None,61.0,2017-03-25 02:00:00,5.613,12
None, None, None,62.18,2017-03-25 03:00:00,5.254,12
None, None, None,61.3,2017-03-25 04:00:00,5.243,12
None, None, None,61.28,2017-03-25 05:00:00,5.155,12
None, None, None,61.23,2017-03-25 06:00:00,5.243,12
None, None, None,60.25,2017-03-25 07:00:00,5.684,12
None, None, None,63.52,2017-03-25 08:00:00,5.113,12
None, None, None,87.5,2017-03-25 09:00:00,1.983,12
None, None, None,89.6,2017-03-25 10:00:00,2.416,12
None, None, None,81.2,2017-03-25 11:00:00,4.366,12
None, None, None,64.85,2017-03-25 12:00:00,6.836,12
None, None, None,36.44,2017-03-25 13:00:00,8.04,12
None, None, None,31.38,2017-03-25 14:00:00,7.955,12
None, None, None,31.38,2017-03-25 15:00:00,8.13,12
None, None, None,29.13,2017-03-25 16:00:00,8.22,12
None, None, None,32.24,2017-03-25 17:00:00,7.806,12
None, None, None,33.95,2017-03-25 18:00:00,6.628,12
None, None, None,41.42,2017-03-25 19:00:00,4.613,12
None, None, None,48.95,2017-03-25 20:00:00,3.352,12
None, None, None,55.26,2017-03-25 21:00:00,2.448,12
None, None, None,59.98,2017-03-25 22:00:00,1.361,12
None, None, None,69.82,2017-03-25 23:00:00,-0.216,12
