WDIR_VECT,TEMP_MEAN,WSPD_SCLR,time,avg_air_temp_pst1hr,week_of_year
None, None, 2.175,2017-03-19 00:00:00,2.258,12
None, None, 2.081,2017-03-19 01:00:00,1.929,12
None, None, 1.953,2017-03-19 02:00:00,1.239,12
None, None, 2.435,2017-03-19 03:00:00,0.841,12
None, None, 0.837,2017-03-19 04:00:00,0.550998,12
None, None, 1.516,2017-03-19 05:00:00,1.047,12
None, None, 1.475,2017-03-19 06:00:00,0.254999,12
None, None, 1.381,2017-03-19 07:00:00,-0.008999,12
None, None, 2.172,2017-03-19 08:00:00,1.907,12
None, None, 1.394,2017-03-19 09:00:00,4.678,12
None, None, 1.522,2017-03-19 10:00:00,5.497,12
None, None, 2.734,2017-03-19 11:00:00,6.522,12
None, None, 2.96,2017-03-19 12:00:00,7.37,12
None, None, 2.992,2017-03-19 13:00:00,8.09,12
None, None, 3.225,2017-03-19 14:00:00,8.16,12
None, None, 2.484,2017-03-19 15:00:00,8.32,12
None, None, 1.875,2017-03-19 16:00:00,8.53,12
None, None, 1.976,2017-03-19 17:00:00,8.22,12
None, None, 1.94,2017-03-19 18:00:00,7.56,12
None, None, 2.201,2017-03-19 19:00:00,6.152,12
None, None, 1.256,2017-03-19 20:00:00,4.914,12
None, None, 1.274,2017-03-19 21:00:00,2.435,12
None, None, 0.885999,2017-03-19 22:00:00,1.745,12
None, None, 0.870998,2017-03-19 23:00:00,1.404,12
None, None, 1.027,2017-03-20 00:00:00,1.107,12
None, None, 0.805998,2017-03-20 01:00:00,0.149,12
None, None, 0.902998,2017-03-20 02:00:00,0.662,12
None, None, 0.755999,2017-03-20 03:00:00,0.208,12
None, None, 0.712998,2017-03-20 04:00:00,0.240998,12
None, None, 1.104,2017-03-20 05:00:00,0.75,12
None, None, 0.458999,2017-03-20 06:00:00,0.740998,12
None, None, 1.792,2017-03-20 07:00:00,1.803,12
None, None, 3.892,2017-03-20 08:00:00,3.172,12
None, None, 3.079,2017-03-20 09:00:00,3.509,12
None, None, 2.244,2017-03-20 10:00:00,4.653,12
None, None, 1.639,2017-03-20 11:00:00,5.465,12
None, None, 2.924,2017-03-20 12:00:00,6.594,12
None, None, 4.129,2017-03-20 13:00:00,6.685,12
None, None, 2.99,2017-03-20 14:00:00,6.832,12
None, None, 2.429,2017-03-20 15:00:00,7.36,12
None, None, 2.585,2017-03-20 16:00:00,7.31,12
None, None, 1.916,2017-03-20 17:00:00,7.45,12
None, None, 1.745,2017-03-20 18:00:00,7.3,12
None, None, 0.944,2017-03-20 19:00:00,7.23,12
None, None, 1.193,2017-03-20 20:00:00,6.304,12
None, None, 3.091,2017-03-20 21:00:00,7.22,12
None, None, 2.598,2017-03-20 22:00:00,7.32,12
None, None, 1.809,2017-03-20 23:00:00,6.787,12
None, None, 1.967,2017-03-21 00:00:00,6.715,12
None, None, 0.897,2017-03-21 01:00:00,6.504,12
None, None, 1.061,2017-03-21 02:00:00,6.027,12
None, None, 1.073,2017-03-21 03:00:00,6.192,12
None, None, 0.773,2017-03-21 04:00:00,6.14,12
None, None, 1.46,2017-03-21 05:00:00,5.848,12
None, None, 1.581,2017-03-21 06:00:00,5.263,12
None, None, 0.602998,2017-03-21 07:00:00,5.058,12
None, None, 1.171,2017-03-21 08:00:00,5.291,12
None, None, 1.348,2017-03-21 09:00:00,5.48,12
None, None, 2.182,2017-03-21 10:00:00,5.8,12
None, None, 2.207,2017-03-21 11:00:00,6.142,12
None, None, 2.638,2017-03-21 12:00:00,6.361,12
None, None, 2.613,2017-03-21 13:00:00,7.04,12
None, None, 2.722,2017-03-21 14:00:00,7.85,12
None, None, 2.804,2017-03-21 15:00:00,7.87,12
None, None, 3.793,2017-03-21 16:00:00,7.88,12
None, None, 3.656,2017-03-21 17:00:00,8.43,12
None, None, 2.408,2017-03-21 18:00:00,8.2,12
None, None, 2.039,2017-03-21 19:00:00,7.89,12
None, None, 1.568,2017-03-21 20:00:00,7.38,12
None, None, 2.135,2017-03-21 21:00:00,7.55,12
None, None, 2.3,2017-03-21 22:00:00,7.73,12
None, None, 2.276,2017-03-21 23:00:00,7.21,12
None, None, 2.805,2017-03-22 00:00:00,7.73,12
None, None, 3.625,2017-03-22 01:00:00,7.68,12
None, None, 3.773,2017-03-22 02:00:00,7.79,12
None, None, 3.582,2017-03-22 03:00:00,7.74,12
None, None, 3.98,2017-03-22 04:00:00,7.65,12
None, None, 3.85,2017-03-22 05:00:00,7.59,12
None, None, 4.351,2017-03-22 06:00:00,7.52,12
None, None, 4.18,2017-03-22 07:00:00,7.51,12
None, None, 4.676,2017-03-22 08:00:00,7.99,12
None, None, 3.198,2017-03-22 09:00:00,8.32,12
None, None, 3.431,2017-03-22 10:00:00,9.34,12
None, None, 3.455,2017-03-22 11:00:00,9.79,12
None, None, 4.398,2017-03-22 12:00:00,10.42,12
None, None, 4.929,2017-03-22 13:00:00,10.71,12
None, None, 4.99,2017-03-22 14:00:00,10.47,12
None, None, 4.646,2017-03-22 15:00:00,10.71,12
None, None, 3.049,2017-03-22 16:00:00,10.36,12
None, None, 4.1,2017-03-22 17:00:00,11.33,12
None, None, 4.792,2017-03-22 18:00:00,10.55,12
None, None, 1.77,2017-03-22 19:00:00,8.16,12
None, None, 2.085,2017-03-22 20:00:00,6.27,12
None, None, 3.015,2017-03-22 21:00:00,5.667,12
None, None, 2.828,2017-03-22 22:00:00,5.109,12
None, None, 1.39,2017-03-22 23:00:00,3.65,12
None, None, 2.825,2017-03-23 00:00:00,4.51,12
None, None, 1.508,2017-03-23 01:00:00,3.777,12
None, None, 1.315,2017-03-23 02:00:00,3.817,12
None, None, 0.589999,2017-03-23 03:00:00,3.811,12
None, None, 3.106,2017-03-23 04:00:00,4.925,12
None, None, 3.414,2017-03-23 05:00:00,4.716,12
None, None, 3.97,2017-03-23 06:00:00,4.794,12
None, None, 3.749,2017-03-23 07:00:00,5.176,12
None, None, 4.196,2017-03-23 08:00:00,5.835,12
None, None, 5.331,2017-03-23 09:00:00,6.488,12
None, None, 4.541,2017-03-23 10:00:00,7.26,12
None, None, 4.739,2017-03-23 11:00:00,7.37,12
None, None, 4.392,2017-03-23 12:00:00,7.99,12
None, None, 4.512,2017-03-23 13:00:00,8.4,12
None, None, 3.484,2017-03-23 14:00:00,8.87,12
None, None, 4.478,2017-03-23 15:00:00,9.65,12
None, None, 4.989,2017-03-23 16:00:00,9.1,12
None, None, 4.648,2017-03-23 17:00:00,8.29,12
None, None, 3.976,2017-03-23 18:00:00,7.37,12
None, None, 3.668,2017-03-23 19:00:00,7.29,12
None, None, 3.66,2017-03-23 20:00:00,7.37,12
None, None, 5.007,2017-03-23 21:00:00,7.75,12
None, None, 5.479,2017-03-23 22:00:00,6.987,12
None, None, 6.085,2017-03-23 23:00:00,6.736,12
None, None, 4.894,2017-03-24 00:00:00,6.584,12
None, None, 4.249,2017-03-24 01:00:00,6.588,12
None, None, 5.279,2017-03-24 02:00:00,6.239,12
None, None, 5.549,2017-03-24 03:00:00,6.439,12
None, None, 5.313,2017-03-24 04:00:00,6.45,12
None, None, 4.083,2017-03-24 05:00:00,6.575,12
None, None, 4.378,2017-03-24 06:00:00,6.445,12
None, None, 3.672,2017-03-24 07:00:00,6.541,12
None, None, 2.953,2017-03-24 08:00:00,6.656,12
None, None, 3.513,2017-03-24 09:00:00,7.11,12
None, None, 3.585,2017-03-24 10:00:00,7.51,12
None, None, 4.416,2017-03-24 11:00:00,8.17,12
None, None, 5.617,2017-03-24 12:00:00,9.51,12
None, None, 5.288,2017-03-24 13:00:00,9.37,12
None, None, 4.976,2017-03-24 14:00:00,9.71,12
None, None, 4.238,2017-03-24 15:00:00,9.06,12
None, None, 3.839,2017-03-24 16:00:00,9.38,12
None, None, 3.947,2017-03-24 17:00:00,9.23,12
None, None, 4.559,2017-03-24 18:00:00,9.19,12
None, None, 4.675,2017-03-24 19:00:00,8.0,12
None, None, 2.444,2017-03-24 20:00:00,7.49,12
None, None, 3.271,2017-03-24 21:00:00,7.14,12
None, None, 2.071,2017-03-24 22:00:00,6.349,12
None, None, 2.481,2017-03-24 23:00:00,6.207,12
None, None, 4.091,2017-03-25 00:00:00,6.695,12
None, None, 3.398,2017-03-25 01:00:00,6.705,12
None, None, 2.515,2017-03-25 02:00:00,5.962,12
None, None, 1.994,2017-03-25 03:00:00,5.291,12
None, None, 2.365,2017-03-25 04:00:00,5.137,12
None, None, 1.546,2017-03-25 05:00:00,3.668,12
None, None, 2.964,2017-03-25 06:00:00,4.053,12
None, None, 2.811,2017-03-25 07:00:00,4.022,12
None, None, 1.774,2017-03-25 08:00:00,5.737,12
None, None, 2.55,2017-03-25 09:00:00,5.79,12
None, None, 2.909,2017-03-25 10:00:00,7.37,12
None, None, 3.221,2017-03-25 11:00:00,8.62,12
None, None, 2.658,2017-03-25 12:00:00,10.32,12
None, None, 3.633,2017-03-25 13:00:00,8.84,12
