WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,avg_air_temp_pst1hr,week_of_year
184.2, -0.9, 2.696, None,2019-12-17 00:00:00, -0.890999,51
171.4, -0.6, 2.217, None,2019-12-17 01:00:00, -0.552999,51
177.3, -0.2, 2.882, None,2019-12-17 02:00:00, -0.155,51
183.0, 0.0, 1.742, None,2019-12-17 03:00:00, -0.008999,51
128.9, -0.3, 1.419, None,2019-12-17 04:00:00, -0.347,51
135.8, -0.3, 1.57, None,2019-12-17 05:00:00, -0.328,51
10.5, -0.1, 1.359, None,2019-12-17 06:00:00, -0.130998,51
28.6, -0.2, 1.659, None,2019-12-17 07:00:00, -0.218998,51
0.5, -1.4, 2.717, None,2019-12-17 08:00:00, -1.359,51
348.0, -0.8, 2.622, None,2019-12-17 09:00:00, -0.777,51
182.5, 2.5, 5.138, None,2019-12-17 10:00:00, 2.527,51
186.5, 2.7, 5.699, None,2019-12-17 11:00:00, 2.663,51
187.4, 3.0, 6.42, None,2019-12-17 12:00:00, 2.964,51
204.0, 3.0, 8.16, None,2019-12-17 13:00:00, 3.014,51
185.5, 3.1, 8.65, None,2019-12-17 14:00:00, 3.117,51
182.8, 3.3, 8.22, None,2019-12-17 15:00:00, 3.274,51
169.6, 3.5, 7.19, None,2019-12-17 16:00:00, 3.46,51
171.4, 3.3, 6.687, None,2019-12-17 17:00:00, 3.305,51
167.8, 3.2, 6.935, None,2019-12-17 18:00:00, 3.173,51
172.7, 3.1, 5.628, None,2019-12-17 19:00:00, 3.053,51
177.3, 2.8, 5.663, None,2019-12-17 20:00:00, 2.834,51
200.2, 2.5, 2.668, None,2019-12-17 21:00:00, 2.537,51
202.3, 2.1, 1.542, None,2019-12-17 22:00:00, 2.128,51
194.8, 1.8, 1.568, None,2019-12-17 23:00:00, 1.845,51
195.9, 1.6, 2.134, None,2019-12-18 00:00:00, 1.594,51
113.3, 1.3, 1.478, None,2019-12-18 01:00:00, 1.321,51
20.5, 0.3, 1.812, None,2019-12-18 02:00:00, 0.303999,51
2.0, 0.0, 1.741, None,2019-12-18 03:00:00, 0.025,51
67.1, 0.9, 1.742, None,2019-12-18 04:00:00, 0.933,51
3.6, -0.1, 1.652, None,2019-12-18 05:00:00, -0.097,51
9.1, -0.3, 2.194, None,2019-12-18 06:00:00, -0.268999,51
5.7, -0.2, 1.408, None,2019-12-18 07:00:00, -0.244,51
31.2, -0.1, 1.082, None,2019-12-18 08:00:00, -0.138999,51
20.1, -0.1, 2.239, None,2019-12-18 09:00:00, -0.116999,51
179.8, 1.1, 2.307, None,2019-12-18 10:00:00, 1.139,51
179.4, 3.1, 4.669, None,2019-12-18 11:00:00, 3.149,51
182.6, 3.5, 4.628, None,2019-12-18 12:00:00, 3.492,51
180.6, 4.0, 4.512, None,2019-12-18 13:00:00, 4.034,51
177.3, 4.3, 2.833, None,2019-12-18 14:00:00, 4.35,51
352.8, 1.4, 3.384, None,2019-12-18 15:00:00, 1.406,51
358.5, 0.9, 3.509, None,2019-12-18 16:00:00, 0.878,51
2.9, 0.6, 2.659, None,2019-12-18 17:00:00, 0.612999,51
358.8, 0.6, 3.101, None,2019-12-18 18:00:00, 0.626999,51
0.3, 0.6, 2.056, None,2019-12-18 19:00:00, 0.552999,51
29.7, 1.4, 2.03, None,2019-12-18 20:00:00, 1.437,51
176.5, 3.6, 4.593, None,2019-12-18 21:00:00, 3.631,51
183.3, 3.3, 3.899, None,2019-12-18 22:00:00, 3.298,51
184.2, 3.3, 3.373, None,2019-12-18 23:00:00, 3.257,51
180.5, 3.0, 2.89, None,2019-12-19 00:00:00, 3.043,51
176.5, 2.6, 5.078, None,2019-12-19 01:00:00, 2.597,51
171.3, 1.5, 4.297, None,2019-12-19 02:00:00, 1.523,51
205.6, 1.8, 2.523, None,2019-12-19 03:00:00, 1.762,51
199.4, 1.7, 3.159, None,2019-12-19 04:00:00, 1.737,51
180.4, 1.5, 5.496, None,2019-12-19 05:00:00, 1.508,51
181.8, 1.4, 5.367, None,2019-12-19 06:00:00, 1.435,51
187.9, 1.4, 4.465, None,2019-12-19 07:00:00, 1.407,51
178.1, 1.4, 5.11, None,2019-12-19 08:00:00, 1.417,51
178.8, 1.1, 5.001, None,2019-12-19 09:00:00, 1.07,51
179.5, 0.9, 4.562, None,2019-12-19 10:00:00, 0.878,51
184.7, 1.3, 3.782, None,2019-12-19 11:00:00, 1.278,51
200.3, 1.5, 2.051, None,2019-12-19 12:00:00, 1.472,51
168.5, 2.0, 3.299, None,2019-12-19 13:00:00, 2.026,51
142.5, 2.0, 2.447, None,2019-12-19 14:00:00, 2.04,51
43.1, 1.3, 2.358, None,2019-12-19 15:00:00, 1.267,51
355.5, 0.3, 2.753, None,2019-12-19 16:00:00, 0.250999,51
8.0, -0.1, 1.657, None,2019-12-19 17:00:00, -0.075,51
358.6, -0.3, 1.837, None,2019-12-19 18:00:00, -0.287,51
8.8, -0.7, 2.18, None,2019-12-19 19:00:00, -0.732999,51
20.4, -0.9, 1.59, None,2019-12-19 20:00:00, -0.921998,51
19.9, -1.1, 1.986, None,2019-12-19 21:00:00, -1.067,51
355.5, -1.1, 1.937, None,2019-12-19 22:00:00, -1.098,51
8.5, -1.0, 2.167, None,2019-12-19 23:00:00, -0.967998,51
16.7, -0.9, 1.47, None,2019-12-20 00:00:00, -0.948,51
27.0, -0.8, 1.319, None,2019-12-20 01:00:00, -0.8,51
27.0, -0.7, 1.092, None,2019-12-20 02:00:00, -0.653998,51
25.8, -0.8, 1.112, None,2019-12-20 03:00:00, -0.783999,51
357.7, -0.8, 2.089, None,2019-12-20 04:00:00, -0.847,51
35.2, -0.5, 1.149, None,2019-12-20 05:00:00, -0.483999,51
178.5, 0.4, 1.882, None,2019-12-20 06:00:00, 0.442,51
184.0, 0.8, 4.145, None,2019-12-20 07:00:00, 0.753,51
183.5, 0.4, 4.493, None,2019-12-20 08:00:00, 0.446,51
181.1, 0.4, 4.181, None,2019-12-20 09:00:00, 0.414999,51
180.8, 0.5, 4.411, None,2019-12-20 10:00:00, 0.485,51
183.5, 0.6, 4.533, None,2019-12-20 11:00:00, 0.605,51
