time,tasmin,tasmax,pcp,week_of_year
2019-08-13,6.0,17.7,3.0,33
2019-08-14,7.7,20.4,0.0,33
2019-08-15,8.5,17.8,0.0,33
2019-08-16,6.6,19.2,0.0,33
2019-08-17,8.5,14.8,0.0,33
2019-08-18,6.8,15.4,0.1,33
2019-08-19,2.0,14.3,1.8,33
