WDIR_VECT,BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
242.6, None, None, None,98.2, None,2022-09-17 00:00:00, None,38
254.7, None, None, None,99.4, None,2022-09-17 01:00:00, None,38
249.7, None, None, None,99.3, None,2022-09-17 02:00:00, None,38
241.4, None, None, None,98.4, None,2022-09-17 03:00:00, None,38
238.8, None, None, None,99.4, None,2022-09-17 04:00:00, None,38
211.0, None, None, None,100.0, None,2022-09-17 05:00:00, None,38
211.6, None, None, None,100.0, None,2022-09-17 06:00:00, None,38
232.2, None, None, None,98.9, None,2022-09-17 07:00:00, None,38
294.5, None, None, None,90.1, None,2022-09-17 08:00:00, None,38
287.5, None, None, None,79.9, None,2022-09-17 09:00:00, None,38
293.7, None, None, None,67.9, None,2022-09-17 10:00:00, None,38
268.9, None, None, None,56.7, None,2022-09-17 11:00:00, None,38
159.1, None, None, None,43.9, None,2022-09-17 12:00:00, None,38
189.8, None, None, None,40.5, None,2022-09-17 13:00:00, None,38
216.0, None, None, None,38.2, None,2022-09-17 14:00:00, None,38
200.2, None, None, None,35.6, None,2022-09-17 15:00:00, None,38
184.4, None, None, None,34.8, None,2022-09-17 16:00:00, None,38
342.9, None, None, None,35.4, None,2022-09-17 17:00:00, None,38
200.1, None, None, None,59.5, None,2022-09-17 18:00:00, None,38
162.6, None, None, None,74.6, None,2022-09-17 19:00:00, None,38
205.6, None, None, None,85.0, None,2022-09-17 20:00:00, None,38
213.6, None, None, None,84.3, None,2022-09-17 21:00:00, None,38
216.2, None, None, None,87.5, None,2022-09-17 22:00:00, None,38
233.6, None, None, None,93.6, None,2022-09-17 23:00:00, None,38
286.5, None, None, None,93.9, None,2022-09-18 00:00:00, None,38
272.9, None, None, None,91.3, None,2022-09-18 01:00:00, None,38
243.1, None, None, None,87.4, None,2022-09-18 02:00:00, None,38
258.2, None, None, None,93.7, None,2022-09-18 03:00:00, None,38
233.2, None, None, None,97.2, None,2022-09-18 04:00:00, None,38
35.9, None, None, None,99.5, None,2022-09-18 05:00:00, None,38
304.4, None, None, None,96.8, None,2022-09-18 06:00:00, None,38
226.3, None, None, None,94.7, None,2022-09-18 07:00:00, None,38
247.0, None, None, None,90.3, None,2022-09-18 08:00:00, None,38
210.2, None, None, None,76.5, None,2022-09-18 09:00:00, None,38
220.5, None, None, None,68.5, None,2022-09-18 10:00:00, None,38
269.1, None, None, None,50.6, None,2022-09-18 11:00:00, None,38
277.7, None, None, None,39.1, None,2022-09-18 12:00:00, None,38
340.7, None, None, None,35.4, None,2022-09-18 13:00:00, None,38
200.8, None, None, None,30.4, None,2022-09-18 14:00:00, None,38
165.4, None, None, None,31.8, None,2022-09-18 15:00:00, None,38
186.8, None, None, None,28.9, None,2022-09-18 16:00:00, None,38
182.5, None, None, None,38.8, None,2022-09-18 17:00:00, None,38
97.7, None, None, None,51.8, None,2022-09-18 18:00:00, None,38
134.4, None, None, None,66.8, None,2022-09-18 19:00:00, None,38
264.1, None, None, None,76.6, None,2022-09-18 20:00:00, None,38
273.8, None, None, None,85.8, None,2022-09-18 21:00:00, None,38
276.8, None, None, None,87.1, None,2022-09-18 22:00:00, None,38
236.4, None, None, None,89.4, None,2022-09-18 23:00:00, None,38
236.9, None, None, None,92.3, None,2022-09-19 00:00:00, None,38
270.3, None, None, None,93.3, None,2022-09-19 01:00:00, None,38
210.6, None, None, None,96.8, None,2022-09-19 02:00:00, None,38
235.1, None, None, None,97.2, None,2022-09-19 03:00:00, None,38
201.0, None, None, None,99.7, None,2022-09-19 04:00:00, None,38
254.7, None, None, None,99.8, None,2022-09-19 05:00:00, None,38
229.1, None, None, None,99.5, None,2022-09-19 06:00:00, None,38
223.4, None, None, None,96.7, None,2022-09-19 07:00:00, None,38
203.2, None, None, None,86.5, None,2022-09-19 08:00:00, None,38
240.7, None, None, None,74.9, None,2022-09-19 09:00:00, None,38
251.0, None, None, None,62.3, None,2022-09-19 10:00:00, None,38
276.0, None, None, None,52.7, None,2022-09-19 11:00:00, None,38
262.8, None, None, None,42.5, None,2022-09-19 12:00:00, None,38
271.3, None, None, None,27.5, None,2022-09-19 13:00:00, None,38
329.2, None, None, None,25.9, None,2022-09-19 14:00:00, None,38
302.8, None, None, None,23.6, None,2022-09-19 15:00:00, None,38
281.9, None, None, None,20.3, None,2022-09-19 16:00:00, None,38
266.1, None, None, None,20.8, None,2022-09-19 17:00:00, None,38
246.4, None, None, None,24.6, None,2022-09-19 18:00:00, None,38
211.1, None, None, None,34.5, None,2022-09-19 19:00:00, None,38
238.2, None, None, None,43.1, None,2022-09-19 20:00:00, None,38
271.1, None, None, None,59.0, None,2022-09-19 21:00:00, None,38
228.0, None, None, None,70.1, None,2022-09-19 22:00:00, None,38
224.6, None, None, None,72.5, None,2022-09-19 23:00:00, None,38
236.2, None, None, None,67.9, None,2022-09-20 00:00:00, None,38
233.9, None, None, None,78.7, None,2022-09-20 01:00:00, None,38
218.2, None, None, None,85.0, None,2022-09-20 02:00:00, None,38
249.6, None, None, None,87.1, None,2022-09-20 03:00:00, None,38
220.2, None, None, None,90.3, None,2022-09-20 04:00:00, None,38
197.7, None, None, None,95.7, None,2022-09-20 05:00:00, None,38
261.3, None, None, None,97.3, None,2022-09-20 06:00:00, None,38
210.8, None, None, None,92.8, None,2022-09-20 07:00:00, None,38
218.9, None, None, None,81.4, None,2022-09-20 08:00:00, None,38
200.9, None, None, None,67.8, None,2022-09-20 09:00:00, None,38
285.6, None, None, None,53.0, None,2022-09-20 10:00:00, None,38
280.1, None, None, None,41.2, None,2022-09-20 11:00:00, None,38
286.6, None, None, None,32.8, None,2022-09-20 12:00:00, None,38
180.9, None, None, None,28.4, None,2022-09-20 13:00:00, None,38
165.0, None, None, None,24.7, None,2022-09-20 14:00:00, None,38
166.9, None, None, None,22.2, None,2022-09-20 15:00:00, None,38
198.7, None, None, None,22.2, None,2022-09-20 16:00:00, None,38
72.0, None, None, None,21.2, None,2022-09-20 17:00:00, None,38
76.0, None, None, None,25.2, None,2022-09-20 18:00:00, None,38
51.7, None, None, None,34.2, None,2022-09-20 19:00:00, None,38
251.7, None, None, None,56.6, None,2022-09-20 20:00:00, None,38
184.8, None, None, None,71.1, None,2022-09-20 21:00:00, None,38
140.8, None, None, None,76.8, None,2022-09-20 22:00:00, None,38
247.9, None, None, None,74.8, None,2022-09-20 23:00:00, None,38
245.5, None, None, None,80.8, None,2022-09-21 00:00:00, None,38
275.5, None, None, None,82.5, None,2022-09-21 01:00:00, None,38
283.9, None, None, None,84.7, None,2022-09-21 02:00:00, None,38
232.5, None, None, None,88.0, None,2022-09-21 03:00:00, None,38
225.2, None, None, None,94.3, None,2022-09-21 04:00:00, None,38
243.6, None, None, None,96.8, None,2022-09-21 05:00:00, None,38
252.1, None, None, None,99.2, None,2022-09-21 06:00:00, None,38
249.8, None, None, None,92.5, None,2022-09-21 07:00:00, None,38
190.7, None, None, None,81.7, None,2022-09-21 08:00:00, None,38
223.3, None, None, None,65.3, None,2022-09-21 09:00:00, None,38
222.5, None, None, None,51.4, None,2022-09-21 10:00:00, None,38
187.8, None, None, None,42.8, None,2022-09-21 11:00:00, None,38
140.4, None, None, None,34.8, None,2022-09-21 12:00:00, None,38
167.8, None, None, None,22.5, None,2022-09-21 13:00:00, None,38
179.6, None, None, None,17.3, None,2022-09-21 14:00:00, None,38
182.8, None, None, None,17.7, None,2022-09-21 15:00:00, None,38
149.2, None, None, None,16.7, None,2022-09-21 16:00:00, None,38
115.6, None, None, None,26.2, None,2022-09-21 17:00:00, None,38
99.6, None, None, None,37.7, None,2022-09-21 18:00:00, None,38
175.4, None, None, None,50.7, None,2022-09-21 19:00:00, None,38
306.2, None, None, None,64.9, None,2022-09-21 20:00:00, None,38
68.5, None, None, None,71.5, None,2022-09-21 21:00:00, None,38
249.9, None, None, None,76.6, None,2022-09-21 22:00:00, None,38
266.2, None, None, None,79.0, None,2022-09-21 23:00:00, None,38
263.8, None, None, None,83.8, None,2022-09-22 00:00:00, None,38
213.2, None, None, None,85.0, None,2022-09-22 01:00:00, None,38
245.6, None, None, None,83.3, None,2022-09-22 02:00:00, None,38
212.8, None, None, None,84.0, None,2022-09-22 03:00:00, None,38
224.4, None, None, None,84.9, None,2022-09-22 04:00:00, None,38
259.2, None, None, None,85.0, None,2022-09-22 05:00:00, None,38
239.7, None, None, None,86.3, None,2022-09-22 06:00:00, None,38
119.8, None, None, None,88.2, None,2022-09-22 07:00:00, None,38
240.7, None, None, None,81.2, None,2022-09-22 08:00:00, None,38
226.0, None, None, None,68.4, None,2022-09-22 09:00:00, None,38
258.8, None, None, None,61.8, None,2022-09-22 10:00:00, None,38
315.8, None, None, None,55.9, None,2022-09-22 11:00:00, None,38
67.6, None, None, None,47.7, None,2022-09-22 12:00:00, None,38
114.4, None, None, None,45.7, None,2022-09-22 13:00:00, None,38
178.7, None, None, None,45.2, None,2022-09-22 14:00:00, None,38
181.7, None, None, None,40.9, None,2022-09-22 15:00:00, None,38
113.7, None, None, None,36.9, None,2022-09-22 16:00:00, None,38
119.9, None, None, None,39.6, None,2022-09-22 17:00:00, None,38
109.9, None, None, None,44.5, None,2022-09-22 18:00:00, None,38
125.9, None, None, None,59.3, None,2022-09-22 19:00:00, None,38
151.8, None, None, None,72.7, None,2022-09-22 20:00:00, None,38
273.7, None, None, None,84.2, None,2022-09-22 21:00:00, None,38
249.9, None, None, None,89.5, None,2022-09-22 22:00:00, None,38
16.3, None, None, None,92.8, None,2022-09-22 23:00:00, None,38
221.3, None, None, None,97.1, None,2022-09-23 00:00:00, None,38
259.8, None, None, None,99.2, None,2022-09-23 01:00:00, None,38
257.4, None, None, None,100.0, None,2022-09-23 02:00:00, None,38
280.6, None, None, None,99.8, None,2022-09-23 03:00:00, None,38
168.3, None, None, None,100.0, None,2022-09-23 04:00:00, None,38
233.1, None, None, None,100.0, None,2022-09-23 05:00:00, None,38
252.9, None, None, None,100.0, None,2022-09-23 06:00:00, None,38
219.9, None, None, None,99.5, None,2022-09-23 07:00:00, None,38
259.4, None, None, None,92.1, None,2022-09-23 08:00:00, None,38
254.2, None, None, None,83.2, None,2022-09-23 09:00:00, None,38
168.5, None, None, None,68.2, None,2022-09-23 10:00:00, None,38
229.5, None, None, None,59.0, None,2022-09-23 11:00:00, None,38
121.2, None, None, None,47.9, None,2022-09-23 12:00:00, None,38
91.3, None, None, None,39.1, None,2022-09-23 13:00:00, None,38
85.4, None, None, None,38.4, None,2022-09-23 14:00:00, None,38
75.2, None, None, None,36.8, None,2022-09-23 15:00:00, None,38
78.8, None, None, None,38.6, None,2022-09-23 16:00:00, None,38
80.1, None, None, None,41.8, None,2022-09-23 17:00:00, None,38
85.1, None, None, None,45.6, None,2022-09-23 18:00:00, None,38
116.7, None, None, None,53.8, None,2022-09-23 19:00:00, None,38
216.2, None, None, None,68.8, None,2022-09-23 20:00:00, None,38
235.9, None, None, None,78.7, None,2022-09-23 21:00:00, None,38
232.7, None, None, None,83.1, None,2022-09-23 22:00:00, None,38
223.7, None, None, None,88.6, None,2022-09-23 23:00:00, None,38
