pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, -4.443, 96.4, None, None, 54.25, 1.895, 104.1, None, None, None, None, None, None, -5.0, 930.0, None, None, None,2020-01-01 00:00:00, None, None,1
None, -4.234, 98.5, None, None, 72.18, 1.507, 55.21, None, None, None, None, None, None, -4.0, 930.0, None, None, None,2020-01-01 01:00:00, None, None,1
None, -5.039, 97.6, None, None, 38.47, 1.792, 33.03, None, None, None, None, None, None, -5.0, 931.0, None, None, None,2020-01-01 02:00:00, None, None,1
None, -5.765, 95.7, None, None, 15.5, 1.419, 63.32, None, None, None, None, None, None, -6.0, 931.0, None, None, None,2020-01-01 03:00:00, None, None,1
None, -6.69, 94.9, None, None, 44.8, 0.356, 53.92, None, None, None, None, None, None, -7.0, 931.0, None, None, None,2020-01-01 04:00:00, None, None,1
None, -7.262, 93.8, None, None, 31.78, 0.636, 16.02, None, None, None, None, None, None, -8.0, 931.0, None, None, None,2020-01-01 05:00:00, None, None,1
None, -6.727, 95.7, None, None, 43.26, 2.391, 34.09, None, None, None, None, None, None, -7.0, 932.0, None, None, None,2020-01-01 06:00:00, None, None,1
None, -7.463, 94.3, None, None, 70.28, 0.637, 78.52, None, None, None, None, None, None, -8.0, 932.0, None, None, None,2020-01-01 07:00:00, None, None,1
None, -8.19, 93.9, None, None, 29.51, 1.76, 24.24, None, None, None, None, None, None, -9.0, 932.0, None, None, None,2020-01-01 08:00:00, None, None,1
None, -7.89, 96.3, None, None, 25.02, 0.375, 290.3, None, None, None, None, None, None, -8.0, 933.0, None, None, None,2020-01-01 09:00:00, None, None,1
None, -7.794, 94.1, None, None, 22.84, 1.21, 331.6, None, None, None, None, None, None, -8.0, 933.0, None, None, None,2020-01-01 10:00:00, None, None,1
None, -6.7, 94.9, None, None, 32.84, 1.527, 341.8, None, None, None, None, None, None, -7.0, 933.0, None, None, None,2020-01-01 11:00:00, None, None,1
None, -5.371, 93.5, None, None, 44.1, 0.988, 3.82, None, None, None, None, None, None, -6.0, 932.0, None, None, None,2020-01-01 12:00:00, None, None,1
None, -4.405, 94.3, None, None, 29.83, 1.408, 36.11, None, None, None, None, None, None, -5.0, 931.0, None, None, None,2020-01-01 13:00:00, None, None,1
None, -4.347, 94.0, None, None, 51.12, 0.791, 305.1, None, None, None, None, None, None, -5.0, 931.0, None, None, None,2020-01-01 14:00:00, None, None,1
None, -4.928, 94.1, None, None, 34.46, 1.938, 20.19, None, None, None, None, None, None, -6.0, 930.0, None, None, None,2020-01-01 15:00:00, None, None,1
None, -5.008, 94.1, None, None, 32.05, 0.955, 320.9, None, None, None, None, None, None, -6.0, 930.0, None, None, None,2020-01-01 16:00:00, None, None,1
