TempC,SolarRadiationWm,RH,Wetness,WindSpeedms,Pressurembar,Rainmm,GustSpeedms,time,WindDirection,DewPtC,week_of_year
-4.499,0.6,92.9,92.94,0.19,936.45,0.0,1.3,2018-10-22 00:00:00,192.3,-5.5,43
-4.499,0.6,93.1,100.0,0.19,936.55,0.0,1.11,2018-10-22 01:00:00,192.3,-5.5,43
-4.621,0.6,93.0,100.0,0.37,936.45,0.0,1.48,2018-10-22 02:00:00,192.3,-5.6,43
-5.295,0.6,93.1,100.0,0.56,936.05,0.0,1.48,2018-10-22 03:00:00,192.3,-6.2,43
-4.743,0.6,93.2,95.29,0.74,935.55,0.0,2.41,2018-10-22 04:00:00,103.9,-5.7,43
-5.295,0.6,93.5,100.0,0.56,935.15,0.0,1.48,2018-10-22 05:00:00,87.0,-6.2,43
-4.926,0.6,93.5,100.0,0.74,934.85,0.0,1.67,2018-10-22 06:00:00,87.0,-5.8,43
-5.11,14.4,93.1,100.0,0.74,934.75,0.0,1.48,2018-10-22 07:00:00,87.0,-6.1,43
-3.301,135.6,91.9,100.0,0.37,934.75,0.0,1.11,2018-10-22 08:00:00,87.0,-4.4,43
-0.143,223.1,88.0,100.0,0.56,934.75,0.0,1.67,2018-10-22 09:00:00,88.4,-1.9,43
2.85,265.6,79.7,5.88,1.11,934.75,0.0,3.15,2018-10-22 10:00:00,98.3,-0.3,43
6.357,331.9,69.7,3.53,0.56,934.55,0.0,2.04,2018-10-22 11:00:00,137.6,1.2,43
8.742,396.9,59.3,1.76,0.56,934.05,0.0,2.04,2018-10-22 12:00:00,189.5,1.3,43
11.053,373.1,49.9,0.59,0.74,933.35,0.0,3.53,2018-10-22 13:00:00,169.9,1.0,43
12.968,296.9,43.0,0.0,0.93,932.55,0.0,2.23,2018-10-22 14:00:00,143.2,0.7,43
13.401,181.9,39.8,0.0,0.93,931.95,0.0,2.23,2018-10-22 15:00:00,148.8,0.0,43
8.965,56.9,43.7,0.0,0.56,931.65,0.0,1.67,2018-10-22 16:00:00,210.6,-2.7,43
2.477,0.6,65.0,2.35,0.19,931.65,0.0,0.93,2018-10-22 17:00:00,212.0,-3.4,43
-0.479,0.6,77.1,28.24,0.19,931.55,0.0,0.93,2018-10-22 18:00:00,212.0,-4.0,43
-1.384,0.6,84.5,40.0,0.74,931.25,0.0,1.86,2018-10-22 19:00:00,212.0,-3.7,43
-3.777,0.6,86.8,100.0,0.37,931.35,0.0,1.67,2018-10-22 20:00:00,212.0,-5.7,43
-4.076,0.6,90.0,100.0,0.37,931.55,0.0,1.11,2018-10-22 21:00:00,212.0,-5.5,43
-3.419,0.6,89.7,87.65,0.56,931.35,0.0,1.67,2018-10-22 22:00:00,212.0,-4.9,43
-4.016,0.6,87.5,100.0,0.74,930.95,0.0,2.41,2018-10-22 23:00:00,148.8,-5.8,43
-5.48,0.6,90.2,100.0,0.19,931.15,0.0,1.48,2018-10-23 00:00:00,91.3,-6.8,43
-6.388,0.6,92.3,100.0,0.37,931.15,0.0,0.93,2018-10-23 01:00:00,91.3,-7.4,43
-5.916,0.6,93.0,100.0,0.0,931.15,0.0,0.74,2018-10-23 02:00:00,91.3,-6.9,43
-6.547,0.6,93.2,100.0,0.19,930.85,0.0,0.74,2018-10-23 03:00:00,91.3,-7.5,43
-6.898,0.6,93.3,100.0,0.19,930.35,0.0,0.74,2018-10-23 04:00:00,91.3,-7.8,43
-7.316,0.6,93.3,100.0,0.19,930.15,0.0,0.56,2018-10-23 05:00:00,91.3,-8.2,43
-7.935,0.6,93.1,100.0,0.37,930.15,0.0,1.11,2018-10-23 06:00:00,91.3,-8.9,43
-7.804,10.6,93.0,100.0,0.0,930.15,0.0,0.74,2018-10-23 07:00:00,91.3,-8.8,43
-3.717,116.9,92.2,100.0,0.19,930.15,0.0,1.11,2018-10-23 08:00:00,91.3,-4.8,43
-0.143,226.9,87.3,100.0,0.19,930.15,0.0,0.93,2018-10-23 09:00:00,91.3,-2.0,43
2.155,316.9,83.7,4.71,0.93,930.05,0.0,2.23,2018-10-23 10:00:00,181.1,-0.3,43
4.688,370.6,76.8,4.12,1.3,929.65,0.0,2.6,2018-10-23 11:00:00,224.6,1.0,43
7.116,388.1,70.2,3.53,1.3,928.85,0.0,2.78,2018-10-23 12:00:00,227.4,2.1,43
9.139,360.6,64.1,2.35,1.3,928.05,0.0,2.97,2018-10-23 13:00:00,241.5,2.7,43
10.492,296.9,59.2,0.59,1.48,927.15,0.0,2.97,2018-10-23 14:00:00,231.6,2.9,43
10.834,198.1,56.5,0.0,1.48,926.35,0.0,2.6,2018-10-23 15:00:00,248.5,2.5,43
8.22,45.6,58.3,0.0,1.11,925.65,0.0,2.23,2018-10-23 16:00:00,258.3,0.5,43
1.697,0.6,73.0,58.24,0.37,925.45,0.0,1.67,2018-10-23 17:00:00,226.0,-2.6,43
-1.1,0.6,87.4,100.0,0.37,925.45,0.0,1.11,2018-10-23 18:00:00,226.0,-2.9,43
-1.958,0.6,91.3,100.0,0.37,925.65,0.0,1.3,2018-10-23 19:00:00,226.0,-3.2,43
-2.305,0.6,91.8,100.0,0.19,925.95,0.0,0.74,2018-10-23 20:00:00,226.0,-3.5,43
-1.043,0.6,92.1,100.0,0.37,925.95,0.0,1.11,2018-10-23 21:00:00,226.0,-2.2,43
-0.817,0.6,90.9,51.76,0.19,925.95,0.0,1.11,2018-10-23 22:00:00,226.0,-2.1,43
-0.367,0.6,89.7,27.06,0.19,926.15,0.0,0.74,2018-10-23 23:00:00,226.0,-1.9,43
-0.479,0.6,89.3,95.88,0.37,926.35,0.0,1.67,2018-10-24 00:00:00,226.0,-2.0,43
-1.1,0.6,90.1,100.0,0.19,926.45,0.0,1.11,2018-10-24 01:00:00,226.0,-2.5,43
-2.596,0.6,92.3,100.0,0.37,926.85,0.0,1.48,2018-10-24 02:00:00,226.0,-3.7,43
-2.771,0.6,93.8,100.0,0.19,926.95,0.0,1.3,2018-10-24 03:00:00,226.0,-3.6,43
-2.888,0.6,94.2,100.0,0.37,927.25,0.0,1.48,2018-10-24 04:00:00,226.0,-3.7,43
-2.189,0.6,94.4,100.0,0.56,927.65,0.0,2.04,2018-10-24 05:00:00,216.2,-3.0,43
-2.131,0.6,93.6,100.0,0.37,927.85,0.0,1.48,2018-10-24 06:00:00,171.3,-3.0,43
-2.537,4.4,94.2,100.0,0.19,928.15,0.0,0.93,2018-10-24 07:00:00,171.3,-3.3,43
-1.213,119.4,94.6,100.0,0.74,928.45,0.0,1.48,2018-10-24 08:00:00,171.3,-2.0,43
1.262,108.1,87.3,10.0,0.37,928.75,0.0,1.67,2018-10-24 09:00:00,168.5,-0.6,43
9.509,300.6,77.6,4.12,1.11,928.65,0.0,4.27,2018-10-24 10:00:00,123.5,5.8,43
11.54,360.6,60.2,2.35,2.04,928.45,0.0,4.45,2018-10-24 11:00:00,96.9,4.1,43
13.161,370.6,55.1,1.76,1.86,928.25,0.0,4.27,2018-10-24 12:00:00,119.3,4.4,43
13.882,355.6,52.5,1.18,1.86,928.05,0.0,4.45,2018-10-24 13:00:00,126.4,4.3,43
13.666,281.9,49.6,0.0,2.04,927.85,0.0,4.82,2018-10-24 14:00:00,129.2,3.3,43
13.329,189.4,50.0,0.0,2.04,927.45,0.0,4.64,2018-10-24 15:00:00,116.5,3.1,43
11.419,35.6,52.1,0.0,1.67,927.05,0.0,4.27,2018-10-24 16:00:00,117.9,1.9,43
4.818,0.6,66.4,1.76,0.56,926.85,0.0,1.67,2018-10-24 17:00:00,127.8,-0.9,43
1.371,0.6,80.9,100.0,0.74,926.55,0.0,1.48,2018-10-24 18:00:00,127.8,-1.5,43
-0.873,0.6,88.2,100.0,0.74,926.55,0.0,1.86,2018-10-24 19:00:00,124.9,-2.6,43
-1.327,0.6,91.0,100.0,0.56,926.25,0.0,1.67,2018-10-24 20:00:00,117.9,-2.6,43
-1.785,0.6,91.5,100.0,0.56,925.85,0.0,1.67,2018-10-24 21:00:00,127.8,-3.0,43
-1.556,0.6,93.0,100.0,0.56,925.75,0.0,1.3,2018-10-24 22:00:00,157.2,-2.5,43
-1.27,0.6,94.0,100.0,0.19,925.55,0.0,1.3,2018-10-24 23:00:00,157.2,-2.1,43
4.895,0.6,90.6,100.0,0.74,925.35,0.0,3.34,2018-10-25 00:00:00,137.6,3.5,43
6.585,0.6,77.0,8.82,2.23,925.45,0.0,5.38,2018-10-25 01:00:00,92.7,2.8,43
5.949,0.6,74.5,100.0,2.41,925.85,0.0,5.75,2018-10-25 02:00:00,85.6,1.8,43
5.898,0.6,85.3,100.0,2.23,926.15,0.0,5.2,2018-10-25 03:00:00,66.0,3.6,43
6.357,0.6,84.5,100.0,2.41,925.85,0.0,5.38,2018-10-25 04:00:00,77.2,3.9,43
6.408,0.6,81.7,14.71,2.23,925.65,0.0,5.38,2018-10-25 05:00:00,82.8,3.5,43
5.693,0.6,82.4,15.88,2.04,925.65,0.0,4.45,2018-10-25 06:00:00,82.8,2.9,43
5.745,3.1,82.8,13.53,2.04,925.95,0.0,4.27,2018-10-25 07:00:00,66.0,3.1,43
6.102,29.4,80.6,100.0,1.86,926.15,0.0,4.08,2018-10-25 08:00:00,67.4,3.0,43
7.318,70.6,77.9,8.82,1.67,926.35,0.0,3.34,2018-10-25 09:00:00,75.8,3.7,43
5.334,11.9,80.6,100.0,1.48,926.85,0.8,5.01,2018-10-25 10:00:00,122.1,2.3,43
4.636,109.4,90.5,100.0,1.48,927.45,1.6,4.82,2018-10-25 11:00:00,113.7,3.2,43
7.293,398.1,90.7,28.82,1.86,927.35,0.2,5.38,2018-10-25 12:00:00,56.2,5.9,43
9.213,200.6,84.2,10.0,1.86,927.05,0.0,5.01,2018-10-25 13:00:00,87.0,6.7,43
7.569,143.1,81.0,10.0,1.67,926.85,0.0,4.45,2018-10-25 14:00:00,139.0,4.5,43
9.682,285.6,72.0,3.53,2.23,926.75,0.0,6.31,2018-10-25 15:00:00,151.6,4.9,43
7.745,71.9,64.9,2.35,2.6,927.05,0.0,7.61,2018-10-25 16:00:00,164.3,1.6,43
7.167,0.6,66.2,2.35,1.3,927.85,0.0,4.08,2018-10-25 17:00:00,158.6,1.3,43
6.687,0.6,66.3,2.35,1.48,928.25,0.0,4.08,2018-10-25 18:00:00,165.7,0.9,43
6.255,0.6,64.7,1.76,1.11,928.55,0.0,3.9,2018-10-25 19:00:00,183.9,0.1,43
3.195,0.6,65.5,3.53,1.11,928.85,0.0,3.15,2018-10-25 20:00:00,171.3,-2.6,43
3.985,0.6,71.2,2.94,0.93,929.35,0.0,4.45,2018-10-25 21:00:00,171.3,-0.8,43
2.877,0.6,73.3,3.53,1.48,929.45,0.0,5.01,2018-10-25 22:00:00,160.0,-1.4,43
-1.67,0.6,81.7,100.0,0.74,929.65,0.0,2.6,2018-10-25 23:00:00,129.2,-4.4,43
-1.727,0.6,86.5,36.47,1.11,929.55,0.0,2.97,2018-10-26 00:00:00,82.8,-3.7,43
-2.189,0.6,89.3,100.0,0.93,928.65,0.0,1.86,2018-10-26 01:00:00,74.4,-3.7,43
-2.712,0.6,92.2,100.0,1.11,928.15,0.0,2.04,2018-10-26 02:00:00,102.5,-3.8,43
-1.699,0.6,90.7,100.0,0.93,928.65,0.0,2.41,2018-10-26 03:00:00,88.4,-3.0,43
-2.742,0.6,90.2,96.47,0.74,927.55,0.0,2.04,2018-10-26 04:00:00,98.3,-4.1,43
-3.183,0.6,92.4,100.0,0.37,926.65,0.0,1.3,2018-10-26 05:00:00,105.3,-4.2,43
-2.888,0.6,93.5,100.0,0.19,925.15,0.0,1.11,2018-10-26 06:00:00,105.3,-3.8,43
-2.421,0.6,93.7,100.0,0.19,923.95,0.0,1.11,2018-10-26 07:00:00,105.3,-3.3,43
-1.67,16.9,93.4,100.0,0.93,923.55,0.0,2.6,2018-10-26 08:00:00,102.5,-2.6,43
-0.451,9.4,91.2,100.0,0.93,923.55,0.0,2.41,2018-10-26 09:00:00,80.0,-1.7,43
-0.227,5.6,94.3,100.0,0.37,923.15,0.0,1.48,2018-10-26 10:00:00,81.4,-1.0,43
0.522,19.4,94.8,100.0,0.0,923.15,0.0,0.19,2018-10-26 11:00:00,110.9,-0.2,43
1.126,89.4,94.4,100.0,0.19,922.95,0.0,1.48,2018-10-26 12:00:00,115.1,0.3,43
1.371,111.9,93.8,29.41,0.74,922.95,0.0,2.78,2018-10-26 13:00:00,133.4,0.5,43
2.343,76.9,93.8,35.88,1.67,923.05,0.0,4.64,2018-10-26 14:00:00,88.4,1.4,43
3.433,50.6,93.4,42.94,2.78,922.85,5.6,6.31,2018-10-26 15:00:00,60.4,2.5,43
4.376,25.6,93.0,100.0,2.41,922.95,0.0,5.57,2018-10-26 16:00:00,60.4,3.3,43
4.792,0.6,86.9,25.88,2.04,923.75,0.0,5.94,2018-10-26 17:00:00,132.0,2.8,43
4.168,0.6,87.1,27.65,2.23,924.55,0.0,5.94,2018-10-26 18:00:00,147.4,2.2,43
3.327,0.6,87.9,30.59,1.48,924.95,0.0,5.01,2018-10-26 19:00:00,115.1,1.5,43
2.983,0.6,89.0,37.06,0.93,925.65,0.0,3.15,2018-10-26 20:00:00,80.0,1.3,43
4.037,0.6,83.7,18.82,1.3,926.15,0.0,3.71,2018-10-26 21:00:00,136.2,1.5,43
0.329,0.6,84.3,100.0,1.11,926.65,0.0,3.9,2018-10-26 22:00:00,122.1,-2.0,43
2.128,0.6,83.7,33.53,1.48,927.45,0.0,4.27,2018-10-26 23:00:00,123.5,-0.3,43
0.632,0.6,87.3,100.0,1.11,928.05,0.0,3.71,2018-10-27 00:00:00,94.1,-1.2,43
0.687,0.6,89.5,51.18,1.3,928.75,0.0,2.6,2018-10-27 01:00:00,64.6,-0.8,43
1.208,0.6,86.7,39.41,1.3,929.45,0.0,4.45,2018-10-27 02:00:00,67.4,-0.8,43
1.208,0.6,87.6,25.88,1.11,930.15,0.0,3.15,2018-10-27 03:00:00,96.9,-0.6,43
1.262,0.6,87.4,28.24,1.3,930.75,0.0,5.38,2018-10-27 04:00:00,73.0,-0.6,43
-0.032,0.6,90.1,100.0,0.74,931.35,0.0,1.48,2018-10-27 05:00:00,124.9,-1.5,43
-2.189,0.6,92.3,100.0,0.74,931.95,0.0,1.86,2018-10-27 06:00:00,115.1,-3.3,43
-2.305,4.4,94.4,100.0,0.74,932.65,0.0,1.67,2018-10-27 07:00:00,112.3,-3.1,43
-1.27,109.4,94.0,100.0,0.74,933.15,0.0,2.04,2018-10-27 08:00:00,87.0,-2.1,43
3.168,214.4,87.5,9.41,1.11,933.95,0.0,3.15,2018-10-27 09:00:00,71.6,1.3,43
4.714,299.4,79.7,6.47,1.86,934.35,0.0,3.71,2018-10-27 10:00:00,74.4,1.5,43
6.102,368.1,74.4,5.88,1.86,934.65,0.0,3.9,2018-10-27 11:00:00,88.4,1.9,43
7.318,379.4,67.8,4.71,1.67,934.55,0.0,4.64,2018-10-27 12:00:00,139.0,1.8,43
7.72,365.6,65.2,4.12,1.86,934.15,0.0,4.64,2018-10-27 13:00:00,161.5,1.6,43
7.469,223.1,63.6,2.35,1.86,934.05,0.0,4.45,2018-10-27 14:00:00,144.6,1.0,43
6.56,83.1,63.4,1.76,1.3,933.85,0.0,3.34,2018-10-27 15:00:00,132.0,0.1,43
5.024,48.1,72.4,3.53,0.74,933.25,0.0,2.04,2018-10-27 16:00:00,78.6,0.5,43
-0.06,0.6,81.9,100.0,0.56,932.65,0.0,1.48,2018-10-27 17:00:00,77.2,-2.8,43
-0.367,0.6,89.5,100.0,0.74,931.85,0.0,2.04,2018-10-27 18:00:00,71.6,-1.9,43
-0.479,0.6,88.1,100.0,0.93,931.25,0.0,2.78,2018-10-27 19:00:00,77.2,-2.2,43
-2.363,0.6,92.2,100.0,0.37,930.25,0.0,1.3,2018-10-27 20:00:00,120.7,-3.5,43
-2.712,0.6,93.9,100.0,0.19,929.05,0.0,0.74,2018-10-27 21:00:00,120.7,-3.6,43
-2.625,0.6,94.5,100.0,0.37,928.15,0.0,1.3,2018-10-27 22:00:00,120.7,-3.4,43
-2.771,0.6,94.7,100.0,0.37,927.25,0.0,1.11,2018-10-27 23:00:00,120.7,-3.5,43
-3.065,0.6,94.9,100.0,0.37,925.85,0.0,1.11,2018-10-28 00:00:00,120.7,-3.8,43
