station_observations
pcpn_amt_pst24hrs, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_2, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
None, 779.0, None, -8.6, -8.6, 163.0, None, None, 0.0, 526.0, None, 2022-01-01 00:00:00, None
None, 779.0, None, -8.3, -8.3, 163.0, None, None, 0.0, 527.0, None, 2022-01-01 01:00:00, None
None, 778.0, None, -7.8, -7.8, 163.0, None, None, None, 529.0, None, 2022-01-01 02:00:00, None
None, 778.0, None, -7.0, -7.0, 163.0, None, None, 0.0, 530.0, None, 2022-01-01 03:00:00, None
None, 778.0, None, -6.7, -6.7, 163.0, None, None, 0.0, 531.0, None, 2022-01-01 04:00:00, None
None, 778.0, None, -5.5, -5.5, 162.0, None, None, 0.0, 532.0, None, 2022-01-01 05:00:00, None
None, 778.0, None, -4.9, -4.9, 162.0, None, None, 0.0, 534.0, None, 2022-01-01 06:00:00, None
None, 777.0, None, -4.2, -4.2, 163.0, None, None, None, 534.0, None, 2022-01-01 07:00:00, None
None, 777.0, None, -3.1, -3.1, 162.0, None, None, 0.0, 534.0, None, 2022-01-01 08:00:00, None
None, 776.0, None, -2.0, -2.0, 162.0, None, None, None, 533.0, None, 2022-01-01 09:00:00, None
None, 778.0, None, -1.3, -1.3, 162.0, None, None, 2.0, 533.0, None, 2022-01-01 10:00:00, None
None, 777.0, None, -1.5, -1.5, 161.0, None, None, None, 534.0, None, 2022-01-01 11:00:00, None
None, 777.0, None, -2.5, -2.5, 162.0, None, None, 0.0, 536.0, None, 2022-01-01 12:00:00, None
None, 777.0, None, -3.9, -3.9, 161.0, None, None, 0.0, 536.0, None, 2022-01-01 13:00:00, None
None, 777.0, None, -4.0, -4.0, 163.0, None, None, 0.0, 537.0, None, 2022-01-01 14:00:00, None
None, 777.0, None, -4.2, -4.2, 167.0, None, None, 0.0, 539.0, None, 2022-01-01 15:00:00, None
None, 777.0, None, -4.2, -4.2, 168.0, None, None, 0.0, 540.0, None, 2022-01-01 16:00:00, None
None, 777.0, None, -4.6, -4.6, 172.0, None, None, 0.0, 543.0, None, 2022-01-01 17:00:00, None
None, 777.0, None, -4.6, -4.6, 174.0, None, None, 0.0, 546.0, None, 2022-01-01 18:00:00, None
None, 777.0, None, -4.5, -4.5, 175.0, None, None, 0.0, 549.0, None, 2022-01-01 19:00:00, None
None, 777.0, None, -4.5, -4.5, 181.0, None, None, 0.0, 551.0, None, 2022-01-01 20:00:00, None
None, 777.0, None, -4.5, -4.5, 184.0, None, None, 0.0, 555.0, None, 2022-01-01 21:00:00, None
None, 777.0, None, -4.6, -4.6, 184.0, None, None, 0.0, 555.0, None, 2022-01-01 22:00:00, None
None, 777.0, None, -4.8, -4.8, 190.0, None, None, 0.0, 556.0, None, 2022-01-01 23:00:00, None
None, 777.0, None, -4.6, -4.6, 530.0, None, None, 0.0, 556.0, None, 2022-01-02 00:00:00, None
None, 778.0, None, -4.9, -4.9, 192.0, None, None, 1.0, 556.0, None, 2022-01-02 01:00:00, None
None, 777.0, None, -4.9, -4.9, 191.0, None, None, None, 556.0, None, 2022-01-02 02:00:00, None
None, 777.0, None, -5.4, -5.4, 190.0, None, None, 0.0, 556.0, None, 2022-01-02 03:00:00, None
None, 777.0, None, -6.0, -6.0, 188.0, None, None, 0.0, 557.0, None, 2022-01-02 04:00:00, None
None, 777.0, None, -6.2, -6.2, 187.0, None, None, 0.0, 558.0, None, 2022-01-02 05:00:00, None
None, 777.0, None, -6.5, -6.5, 187.0, None, None, 0.0, 559.0, None, 2022-01-02 06:00:00, None
1.0, 778.0, None, -7.0, -7.0, 185.0, None, None, 1.0, 560.0, None, 2022-01-02 07:00:00, None
1.0, 778.0, None, -8.5, -8.5, 185.0, None, None, 0.0, 560.0, None, 2022-01-02 08:00:00, None
2.0, 778.0, None, -7.4, -7.4, 187.0, None, None, 0.0, 561.0, None, 2022-01-02 09:00:00, None
None, 777.0, None, -7.1, -7.1, 183.0, None, None, None, 562.0, None, 2022-01-02 10:00:00, None
0.0, 777.0, None, -6.6, -6.6, 183.0, None, None, 0.0, 563.0, None, 2022-01-02 11:00:00, None
0.0, 777.0, None, -5.1, -5.1, 185.0, None, None, 0.0, 563.0, None, 2022-01-02 12:00:00, None
0.0, 777.0, None, -5.2, -5.2, 185.0, None, None, 0.0, 565.0, None, 2022-01-02 13:00:00, None
0.0, 777.0, None, -5.3, -5.3, 185.0, None, None, 0.0, 567.0, None, 2022-01-02 14:00:00, None
0.0, 777.0, None, -5.7, -5.7, 185.0, None, None, 0.0, 567.0, None, 2022-01-02 15:00:00, None
