station_observations
pcpn_amt_pst24hrs, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_2, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
5.0, 1137.0, None, -16.9, -16.7, 780.0, None, None, None, 698.0, None, 2022-01-01 00:00:00, None
3.0, 1136.0, None, -16.2, -16.1, 780.0, None, None, None, 698.0, None, 2022-01-01 01:00:00, None
4.0, 1136.0, None, -15.7, -15.6, 780.0, None, None, 0.0, 698.0, None, 2022-01-01 02:00:00, None
3.0, 1136.0, None, -15.9, -15.7, 780.0, None, None, 0.0, 698.0, None, 2022-01-01 03:00:00, None
3.0, 1137.0, None, -16.2, -16.1, 780.0, None, None, 1.0, 699.0, None, 2022-01-01 04:00:00, None
2.0, 1135.0, None, -15.3, -14.9, 780.0, None, None, None, 699.0, None, 2022-01-01 05:00:00, None
1.0, 1136.0, None, -15.1, -14.9, 780.0, None, None, 1.0, 699.0, None, 2022-01-01 06:00:00, None
None, 1134.0, None, -14.4, -14.3, 780.0, None, None, None, 699.0, None, 2022-01-01 07:00:00, None
None, 1134.0, None, -14.0, -14.0, 780.0, None, None, 0.0, 699.0, None, 2022-01-01 08:00:00, None
None, 1131.0, None, -12.7, -12.5, 780.0, None, None, None, 699.0, None, 2022-01-01 09:00:00, None
None, 1129.0, None, -12.1, -11.7, 780.0, None, None, None, 700.0, None, 2022-01-01 10:00:00, None
None, 1127.0, None, -11.2, -10.5, 780.0, None, None, None, 701.0, None, 2022-01-01 11:00:00, None
None, 1125.0, None, -11.0, -10.6, 780.0, None, None, None, 702.0, None, 2022-01-01 12:00:00, None
None, 1127.0, None, -11.0, -10.7, 780.0, None, None, 2.0, 703.0, None, 2022-01-01 13:00:00, None
None, 1128.0, None, -11.1, -11.0, 780.0, None, None, 1.0, 703.0, None, 2022-01-01 14:00:00, None
None, 1128.0, None, -10.8, -10.6, 780.0, None, None, 0.0, 703.0, None, 2022-01-01 15:00:00, None
None, 1128.0, None, -9.9, -9.5, 780.0, None, None, 0.0, 704.0, None, 2022-01-01 16:00:00, None
None, 1130.0, None, -9.5, -9.4, 780.0, None, None, 2.0, 705.0, None, 2022-01-01 17:00:00, None
None, 1129.0, None, -9.0, -8.8, 780.0, None, None, None, 707.0, None, 2022-01-01 18:00:00, None
