time,tasmin,tasmax,pcp,week_of_year
2018-07-23,3.0,15.8,0.0,30
2018-07-24,3.5,19.2,0.0,30
2018-07-25,4.9,22.7,0.0,30
2018-07-26,8.0,24.2,0.0,30
2018-07-27,8.4,26.1,0.0,30
2018-07-28,12.8,28.6,0.0,30
2018-07-29,15.5,29.1,0.0,30
