pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,week_of_year
None, None, 10.17, None, None, None, None, None, None,2021-05-21 00:00:00, None, None,21
None, None, 8.43, None, None, None, None, None, None,2021-05-21 01:00:00, None, None,21
None, None, 7.032, None, None, None, None, None, None,2021-05-21 02:00:00, None, None,21
None, None, 5.605, None, None, None, None, None, None,2021-05-21 03:00:00, None, None,21
None, None, 4.396, None, None, None, None, None, None,2021-05-21 04:00:00, None, None,21
None, None, 3.999, None, None, None, None, None, None,2021-05-21 05:00:00, None, None,21
None, None, 5.16, None, None, None, None, None, None,2021-05-21 06:00:00, None, None,21
None, None, 10.9, None, None, None, None, None, None,2021-05-21 07:00:00, None, None,21
None, None, 14.75, None, None, None, None, None, None,2021-05-21 08:00:00, None, None,21
None, None, 15.41, None, None, None, None, None, None,2021-05-21 09:00:00, None, None,21
None, None, 17.11, None, None, None, None, None, None,2021-05-21 10:00:00, None, None,21
None, None, 20.65, None, None, None, None, None, None,2021-05-21 11:00:00, None, None,21
None, None, 24.88, None, None, None, None, None, None,2021-05-21 12:00:00, None, None,21
None, None, 26.16, None, None, None, None, None, None,2021-05-21 13:00:00, None, None,21
None, None, 27.31, None, None, None, None, None, None,2021-05-21 14:00:00, None, None,21
None, None, 26.96, None, None, None, None, None, None,2021-05-21 15:00:00, None, None,21
None, 24.0, 23.99, 5.1, -0.1, None, 27.9, -6999.0, None,2021-05-21 16:00:00, None, -6999.0,21
None, 23.0, 22.95, 5.1, -0.8, None, 27.9, -6999.0, None,2021-05-21 17:00:00, None, -6999.0,21
None, 22.9, 22.91, 5.1, 0.0, None, 27.9, -6999.0, None,2021-05-21 18:00:00, None, -6999.0,21
None, 22.3, 22.26, 22.3, 0.0, None, 22.9, -6999.0, None,2021-05-21 19:00:00, None, -6999.0,21
None, 18.9, 18.87, 18.9, 0.0, None, 22.9, -6999.0, None,2021-05-21 20:00:00, None, -6999.0,21
