WDIR_VECT,time,TEMP_MEAN,week_of_year
143.5,2018-09-10 00:00:00,14.1,37
172.4,2018-09-10 01:00:00,13.9,37
169.1,2018-09-10 02:00:00,13.5,37
147.2,2018-09-10 03:00:00,13.1,37
162.0,2018-09-10 04:00:00,12.8,37
39.2,2018-09-10 05:00:00,12.5,37
None,2018-09-10 06:00:00,12.4,37
88.1,2018-09-10 07:00:00,12.2,37
37.4,2018-09-10 08:00:00,12.3,37
22.8,2018-09-10 09:00:00,12.4,37
40.3,2018-09-10 10:00:00,12.6,37
26.1,2018-09-10 11:00:00,12.6,37
22.3,2018-09-10 12:00:00,12.7,37
162.2,2018-09-10 13:00:00,13.5,37
115.8,2018-09-10 14:00:00,14.3,37
32.4,2018-09-10 15:00:00,13.9,37
26.3,2018-09-10 16:00:00,14.3,37
38.3,2018-09-10 17:00:00,15.0,37
22.9,2018-09-10 18:00:00,14.9,37
30.5,2018-09-10 19:00:00,14.7,37
21.2,2018-09-10 20:00:00,14.2,37
13.6,2018-09-10 21:00:00,14.2,37
6.1,2018-09-10 22:00:00,13.7,37
8.3,2018-09-10 23:00:00,13.3,37
13.3,2018-09-11 00:00:00,13.2,37
11.6,2018-09-11 01:00:00,12.9,37
13.3,2018-09-11 02:00:00,12.7,37
136.9,2018-09-11 03:00:00,12.9,37
152.5,2018-09-11 04:00:00,12.7,37
166.6,2018-09-11 05:00:00,12.9,37
167.8,2018-09-11 06:00:00,12.8,37
151.0,2018-09-11 07:00:00,12.5,37
141.0,2018-09-11 08:00:00,12.7,37
120.9,2018-09-11 09:00:00,12.8,37
110.3,2018-09-11 10:00:00,13.1,37
93.9,2018-09-11 11:00:00,13.4,37
115.0,2018-09-11 12:00:00,13.8,37
35.0,2018-09-11 13:00:00,13.9,37
39.5,2018-09-11 14:00:00,14.6,37
27.0,2018-09-11 15:00:00,15.2,37
24.2,2018-09-11 16:00:00,15.9,37
358.9,2018-09-11 17:00:00,15.4,37
19.8,2018-09-11 18:00:00,14.7,37
39.1,2018-09-11 19:00:00,15.2,37
5.8,2018-09-11 20:00:00,14.1,37
4.9,2018-09-11 21:00:00,13.4,37
16.7,2018-09-11 22:00:00,12.8,37
22.6,2018-09-11 23:00:00,12.8,37
16.6,2018-09-12 00:00:00,12.8,37
24.5,2018-09-12 01:00:00,12.5,37
22.4,2018-09-12 02:00:00,12.3,37
19.1,2018-09-12 03:00:00,12.2,37
22.7,2018-09-12 04:00:00,12.0,37
19.7,2018-09-12 05:00:00,12.0,37
23.4,2018-09-12 06:00:00,11.7,37
20.0,2018-09-12 07:00:00,11.6,37
24.6,2018-09-12 08:00:00,11.5,37
22.2,2018-09-12 09:00:00,11.5,37
25.9,2018-09-12 10:00:00,12.1,37
30.1,2018-09-12 11:00:00,13.7,37
18.8,2018-09-12 12:00:00,14.2,37
307.5,2018-09-12 13:00:00,14.7,37
295.1,2018-09-12 14:00:00,14.5,37
40.1,2018-09-12 15:00:00,15.5,37
235.7,2018-09-12 16:00:00,16.3,37
233.6,2018-09-12 17:00:00,16.3,37
206.6,2018-09-12 18:00:00,16.1,37
150.9,2018-09-12 19:00:00,15.5,37
138.7,2018-09-12 20:00:00,15.1,37
155.9,2018-09-12 21:00:00,13.8,37
None,2018-09-12 22:00:00,13.4,37
12.5,2018-09-12 23:00:00,12.7,37
7.4,2018-09-13 00:00:00,12.3,37
1.2,2018-09-13 01:00:00,12.2,37
10.6,2018-09-13 02:00:00,12.1,37
15.6,2018-09-13 03:00:00,12.1,37
18.3,2018-09-13 04:00:00,12.1,37
18.0,2018-09-13 05:00:00,12.1,37
45.9,2018-09-13 06:00:00,12.1,37
29.0,2018-09-13 07:00:00,12.1,37
117.8,2018-09-13 08:00:00,12.1,37
142.4,2018-09-13 09:00:00,12.5,37
123.4,2018-09-13 10:00:00,12.8,37
