WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
105.6, 6.5,1.362, 93.5, 96.2,2018-09-10 00:00:00, 6.569,37
104.0, 6.6,1.44, 96.2, 96.4,2018-09-10 01:00:00, 6.809,37
79.0, 6.8,1.558, 96.4, 95.0,2018-09-10 02:00:00, 7.41,37
92.3, 7.4,2.408, 95.0, 96.0,2018-09-10 03:00:00, 7.5,37
106.1, 7.5,3.269, 96.0, 95.7,2018-09-10 04:00:00, 7.72,37
77.4, 7.7,3.926, 95.7, 92.9,2018-09-10 05:00:00, 8.16,37
64.3, 8.2,3.971, 92.9, 92.9,2018-09-10 06:00:00, 8.2,37
71.0, 8.2,3.156, 92.9, 91.0,2018-09-10 07:00:00, 8.39,37
65.9, 8.4,3.265, 91.0, 90.1,2018-09-10 08:00:00, 8.71,37
67.4, 8.7,3.097, 90.1, 88.4,2018-09-10 09:00:00, 9.65,37
66.4, 9.6,3.415, 88.4, 83.2,2018-09-10 10:00:00, 10.52,37
60.4, 10.5,3.492, 83.2, 81.3,2018-09-10 11:00:00, 11.01,37
56.1, 11.0,3.408, 81.3, 78.4,2018-09-10 12:00:00, 11.69,37
63.9, 11.7,3.042, 78.4, 76.2,2018-09-10 13:00:00, 12.24,37
59.1, 12.2,2.59, 76.2, 72.6,2018-09-10 14:00:00, 12.95,37
63.3, 13.0,2.064, 72.6, 71.2,2018-09-10 15:00:00, 13.61,37
63.1, 13.6,2.281, 71.2, 66.72,2018-09-10 16:00:00, 14.49,37
69.8, 14.5,3.338, 66.7, 69.11,2018-09-10 17:00:00, 14.63,37
65.6, 14.6,3.889, 69.1, 70.4,2018-09-10 18:00:00, 14.06,37
75.3, 14.1,3.134, 70.4, 74.1,2018-09-10 19:00:00, 12.93,37
77.0, 12.9,2.385, 74.1, 80.0,2018-09-10 20:00:00, 11.42,37
74.8, 11.4,1.246, 80.0, 82.8,2018-09-10 21:00:00, 10.83,37
