WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,avg_air_temp_pst1hr,week_of_year
249.9, None, None,30.8,2022-03-30 14:00:00, None,13
241.2, None, None,29.6,2022-03-30 16:00:00, None,13
231.3, None, None,32.4,2022-03-30 17:00:00, None,13
222.5, None, None,38.4,2022-03-30 18:00:00, None,13
244.1, None, None,47.5,2022-03-30 19:00:00, None,13
210.6, None, None,54.1,2022-03-30 20:00:00, None,13
224.0, None, None,53.4,2022-03-30 21:00:00, None,13
218.3, None, None,53.5,2022-03-30 22:00:00, None,13
238.8, None, None,56.0,2022-03-30 23:00:00, None,13
211.4, None, None,58.3,2022-03-31 00:00:00, None,13
217.3, None, None,60.3,2022-03-31 01:00:00, None,13
226.2, None, None,57.9,2022-03-31 02:00:00, None,13
217.5, None, None,58.5,2022-03-31 03:00:00, None,13
213.0, None, None,60.0,2022-03-31 04:00:00, None,13
217.8, None, None,62.0,2022-03-31 05:00:00, None,13
228.5, None, None,61.5,2022-03-31 06:00:00, None,13
226.1, None, None,62.4,2022-03-31 07:00:00, None,13
224.3, None, None,59.0,2022-03-31 08:00:00, None,13
245.5, None, None,53.4,2022-03-31 09:00:00, None,13
272.1, None, None,46.6,2022-03-31 10:00:00, None,13
268.8, None, None,41.6,2022-03-31 11:00:00, None,13
262.7, None, None,38.6,2022-03-31 12:00:00, None,13
255.4, None, None,36.6,2022-03-31 13:00:00, None,13
259.8, None, None,36.2,2022-03-31 14:00:00, None,13
251.9, None, None,33.4,2022-03-31 15:00:00, None,13
247.1, None, None,36.9,2022-03-31 16:00:00, None,13
230.0, None, None,36.1,2022-03-31 17:00:00, None,13
245.3, None, None,34.8,2022-03-31 18:00:00, None,13
256.1, None, None,33.2,2022-03-31 19:00:00, None,13
229.4, None, None,35.9,2022-03-31 20:00:00, None,13
236.6, None, None,38.2,2022-03-31 21:00:00, None,13
244.6, None, None,40.5,2022-03-31 22:00:00, None,13
241.9, None, None,43.8,2022-03-31 23:00:00, None,13
251.9, None, None,46.2,2022-04-01 00:00:00, None,13
230.2, None, None,50.6,2022-04-01 01:00:00, None,13
189.8, None, None,56.3,2022-04-01 02:00:00, None,13
187.6, None, None,61.2,2022-04-01 03:00:00, None,13
204.8, None, None,61.3,2022-04-01 04:00:00, None,13
234.9, None, None,67.4,2022-04-01 05:00:00, None,13
234.9, None, None,69.6,2022-04-01 06:00:00, None,13
246.0, None, None,71.2,2022-04-01 07:00:00, None,13
196.7, None, None,64.8,2022-04-01 08:00:00, None,13
168.6, None, None,62.1,2022-04-01 09:00:00, None,13
160.9, None, None,58.1,2022-04-01 10:00:00, None,13
191.2, None, None,58.6,2022-04-01 11:00:00, None,13
190.5, None, None,74.0,2022-04-01 12:00:00, None,13
196.7, None, None,85.2,2022-04-01 13:00:00, None,13
184.0, None, None,79.7,2022-04-01 14:00:00, None,13
199.8, None, None,70.4,2022-04-01 15:00:00, None,13
200.5, None, None,68.8,2022-04-01 16:00:00, None,13
236.1, None, None,77.0,2022-04-01 17:00:00, None,13
165.2, None, None,83.0,2022-04-01 18:00:00, None,13
224.8, None, None,83.9,2022-04-01 19:00:00, None,13
247.0, None, None,86.4,2022-04-01 20:00:00, None,13
237.4, None, None,83.7,2022-04-01 21:00:00, None,13
188.1, None, None,84.4,2022-04-01 22:00:00, None,13
198.7, None, None,83.2,2022-04-01 23:00:00, None,13
