station_observations
WDIR_VECT, BAR_PRESS, TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
None, None, None, 4.085, None, 90.0, 2016-01-01 00:00:00, -7.82
None, None, None, 3.95, None, 89.9, 2016-01-01 01:00:00, -7.77
None, None, None, 3.35, None, 86.4, 2016-01-01 02:00:00, -7.46
None, None, None, 2.671, None, 79.6, 2016-01-01 03:00:00, -7.03
None, None, None, 3.839, None, 76.0, 2016-01-01 04:00:00, -6.793
None, None, None, 3.377, None, 78.2, 2016-01-01 05:00:00, -6.694
None, None, None, 2.367, None, 73.1, 2016-01-01 06:00:00, -6.176
None, None, None, 2.028, None, 69.61, 2016-01-01 07:00:00, -5.871
None, None, None, 1.307, None, 70.1, 2016-01-01 08:00:00, -5.746
None, None, None, 1.641, None, 68.35, 2016-01-01 09:00:00, -5.521
None, None, None, 1.908, None, 66.65, 2016-01-01 10:00:00, -5.509
None, None, None, 1.184, None, 66.26, 2016-01-01 11:00:00, -5.511
None, None, None, 1.429, None, 65.87, 2016-01-01 12:00:00, -5.523
None, None, None, 1.617, None, 63.37, 2016-01-01 13:00:00, -5.231
None, None, None, 1.136, None, 62.33, 2016-01-01 14:00:00, -4.84
None, None, None, 1.305, None, 60.78, 2016-01-01 15:00:00, -4.41
None, None, None, 1.536, None, 61.77, 2016-01-01 16:00:00, -4.401
None, None, None, 1.4, None, 62.5, 2016-01-01 17:00:00, -4.589
None, None, None, 1.08, None, 65.0, 2016-01-01 18:00:00, -4.797
None, None, None, 1.001, None, 70.0, 2016-01-01 19:00:00, -5.226
None, None, None, 1.068, None, 70.2, 2016-01-01 20:00:00, -5.644
None, None, None, 0.637, None, 73.1, 2016-01-01 21:00:00, -6.161
None, None, None, 1.081, None, 79.8, 2016-01-01 22:00:00, -7.12
None, None, None, 0.583, None, 81.1, 2016-01-01 23:00:00, -7.41
None, None, None, 0.754, None, 78.6, 2016-01-02 00:00:00, -7.51
None, None, None, 0.787, None, 82.2, 2016-01-02 01:00:00, -8.05
None, None, None, 0.666, None, 82.3, 2016-01-02 02:00:00, -8.13
None, None, None, 0.919, None, 82.3, 2016-01-02 03:00:00, -8.36
None, None, None, 0.936999, None, 87.0, 2016-01-02 04:00:00, -8.74
None, None, None, 0.819, None, 82.9, 2016-01-02 05:00:00, -8.14
None, None, None, 0.897, None, 82.0, 2016-01-02 06:00:00, -8.3
None, None, None, 0.629, None, 80.1, 2016-01-02 07:00:00, -8.01
None, None, None, 0.781, None, 77.1, 2016-01-02 08:00:00, -7.88
None, None, None, 0.68, None, 78.5, 2016-01-02 09:00:00, -7.99
None, None, None, 1.086, None, 77.7, 2016-01-02 10:00:00, -7.8
None, None, None, 1.295, None, 71.4, 2016-01-02 11:00:00, -7.15
None, None, None, 1.328, None, 64.88, 2016-01-02 12:00:00, -6.044
None, None, None, 2.081, None, 60.21, 2016-01-02 13:00:00, -5.057
None, None, None, 3.133, None, 57.42, 2016-01-02 14:00:00, -4.529
None, None, None, 3.632, None, 56.5, 2016-01-02 15:00:00, -4.472
None, None, None, 2.796, None, 59.05, 2016-01-02 16:00:00, -4.933
None, None, None, 2.013, None, 62.41, 2016-01-02 17:00:00, -5.594
None, None, None, 1.542, None, 64.32, 2016-01-02 18:00:00, -5.88
None, None, None, 1.573, None, 65.04, 2016-01-02 19:00:00, -6.1
None, None, None, 1.596, None, 65.12, 2016-01-02 20:00:00, -6.224
None, None, None, 1.561, None, 65.77, 2016-01-02 21:00:00, -6.237
None, None, None, 1.042, None, 66.89, 2016-01-02 22:00:00, -6.275
None, None, None, 0.967, None, 68.29, 2016-01-02 23:00:00, -6.432
None, None, None, 1.095, None, 69.99, 2016-01-03 00:00:00, -6.679
None, None, None, 1.334, None, 69.04, 2016-01-03 01:00:00, -6.73
None, None, None, 1.131, None, 69.53, 2016-01-03 02:00:00, -6.947
None, None, None, 1.058, None, 69.72, 2016-01-03 03:00:00, -7.0
None, None, None, 1.321, None, 70.2, 2016-01-03 04:00:00, -7.15
None, None, None, 1.156, None, 70.3, 2016-01-03 05:00:00, -7.18
None, None, None, 1.411, None, 68.98, 2016-01-03 06:00:00, -6.967
None, None, None, 1.28, None, 68.24, 2016-01-03 07:00:00, -6.92
None, None, None, 1.365, None, 68.67, 2016-01-03 08:00:00, -6.949
None, None, None, 1.185, None, 67.68, 2016-01-03 09:00:00, -6.81
None, None, None, 1.259, None, 67.51, 2016-01-03 10:00:00, -6.659
None, None, None, 1.53, None, 64.64, 2016-01-03 11:00:00, -6.092
None, None, None, 2.306, None, 61.87, 2016-01-03 12:00:00, -5.641
None, None, None, 3.382, None, 58.86, 2016-01-03 13:00:00, -5.025
None, None, None, 2.523, None, 56.1, 2016-01-03 14:00:00, -4.104
None, None, None, 2.98, None, 57.02, 2016-01-03 15:00:00, -4.23
None, None, None, 2.985, None, 59.22, 2016-01-03 16:00:00, -4.696
None, None, None, 2.0, None, 61.43, 2016-01-03 17:00:00, -5.013
None, None, None, 1.053, None, 64.95, 2016-01-03 18:00:00, -5.49
None, None, None, 1.775, None, 63.82, 2016-01-03 19:00:00, -5.594
None, None, None, 1.658, None, 63.95, 2016-01-03 20:00:00, -5.748
None, None, None, 1.07, None, 66.86, 2016-01-03 21:00:00, -6.018
None, None, None, 1.072, None, 66.38, 2016-01-03 22:00:00, -5.969
None, None, None, 1.357, None, 65.08, 2016-01-03 23:00:00, -6.028
None, None, None, 1.751, None, 64.99, 2016-01-04 00:00:00, -6.233
None, None, None, 1.891, None, 63.86, 2016-01-04 01:00:00, -6.229
None, None, None, 1.805, None, 64.23, 2016-01-04 02:00:00, -6.379
None, None, None, 1.155, None, 66.6, 2016-01-04 03:00:00, -6.711
None, None, None, 1.132, None, 67.5, 2016-01-04 04:00:00, -6.913
None, None, None, 2.145, None, 64.39, 2016-01-04 05:00:00, -6.708
None, None, None, 1.894, None, 63.88, 2016-01-04 06:00:00, -6.784
None, None, None, 2.628, None, 63.25, 2016-01-04 07:00:00, -6.678
None, None, None, 2.804, None, 62.59, 2016-01-04 08:00:00, -6.617
None, None, None, 2.268, None, 63.19, 2016-01-04 09:00:00, -6.874
None, None, None, 2.356, None, 63.22, 2016-01-04 10:00:00, -6.752
None, None, None, 2.529, None, 62.9, 2016-01-04 11:00:00, -6.673
None, None, None, 3.303, None, 60.22, 2016-01-04 12:00:00, -6.102
None, None, None, 3.719, None, 56.69, 2016-01-04 13:00:00, -5.194
None, None, None, 4.011, None, 54.14, 2016-01-04 14:00:00, -4.38
None, None, None, 3.554, None, 53.6, 2016-01-04 15:00:00, -3.969
None, None, None, 2.865, None, 55.38, 2016-01-04 16:00:00, -4.31
None, None, None, 2.888, None, 58.43, 2016-01-04 17:00:00, -4.942
None, None, None, 2.419, None, 60.68, 2016-01-04 18:00:00, -5.351
None, None, None, 1.471, None, 64.15, 2016-01-04 19:00:00, -5.839
None, None, None, 0.754, None, 66.91, 2016-01-04 20:00:00, -6.258
None, None, None, 0.828, None, 68.2, 2016-01-04 21:00:00, -6.332
None, None, None, 1.036, None, 70.1, 2016-01-04 22:00:00, -6.655
None, None, None, 1.14, None, 68.53, 2016-01-04 23:00:00, -6.691
None, None, None, 0.896, None, 66.51, 2016-01-05 00:00:00, -6.5
None, None, None, 1.277, None, 67.39, 2016-01-05 01:00:00, -6.343
None, None, None, 0.643, None, 67.67, 2016-01-05 02:00:00, -6.284
None, None, None, 1.253, None, 65.69, 2016-01-05 03:00:00, -6.139
None, None, None, 1.497, None, 65.55, 2016-01-05 04:00:00, -6.135
None, None, None, 0.972, None, 65.45, 2016-01-05 05:00:00, -6.006
None, None, None, 0.903998, None, 66.52, 2016-01-05 06:00:00, -6.156
None, None, None, 1.838, None, 66.22, 2016-01-05 07:00:00, -6.247
None, None, None, 1.928, None, 65.15, 2016-01-05 08:00:00, -6.333
None, None, None, 1.883, None, 66.39, 2016-01-05 09:00:00, -6.395
None, None, None, 1.249, None, 65.65, 2016-01-05 10:00:00, -6.304
None, None, None, 2.232, None, 64.49, 2016-01-05 11:00:00, -6.227
None, None, None, 2.092, None, 63.37, 2016-01-05 12:00:00, -5.891
None, None, None, 3.269, None, 59.64, 2016-01-05 13:00:00, -4.758
None, None, None, 2.848, None, 55.49, 2016-01-05 14:00:00, -3.395
None, None, None, 3.578, None, 54.77, 2016-01-05 15:00:00, -3.049
None, None, None, 4.115, None, 58.61, 2016-01-05 16:00:00, -4.081
None, None, None, 3.735, None, 61.69, 2016-01-05 17:00:00, -4.981
None, None, None, 3.117, None, 63.91, 2016-01-05 18:00:00, -5.296
None, None, None, 2.982, None, 61.19, 2016-01-05 19:00:00, -5.242
None, None, None, 1.106, None, 62.49, 2016-01-05 20:00:00, -4.938
None, None, None, 1.082, None, 63.95, 2016-01-05 21:00:00, -4.349
None, None, None, 0.889998, None, 64.06, 2016-01-05 22:00:00, -3.749
None, None, None, 1.215, None, 63.86, 2016-01-05 23:00:00, -2.993
None, None, None, 1.787, None, 65.95, 2016-01-06 00:00:00, -1.729
None, None, None, 1.727, None, 67.62, 2016-01-06 01:00:00, -1.102
None, None, None, 1.229, None, 69.25, 2016-01-06 02:00:00, -1.255
None, None, None, 1.106, None, 70.7, 2016-01-06 03:00:00, -1.437
None, None, None, 1.291, None, 73.1, 2016-01-06 04:00:00, -1.653
None, None, None, 1.329, None, 74.8, 2016-01-06 05:00:00, -1.832
None, None, None, 1.108, None, 79.1, 2016-01-06 06:00:00, -2.707
None, None, None, 1.36, None, 71.7, 2016-01-06 07:00:00, -2.324
None, None, None, 1.036, None, 69.67, 2016-01-06 08:00:00, -2.309
None, None, None, 1.426, None, 72.0, 2016-01-06 09:00:00, -2.667
